fuente,archivo_relativo,nombre_archivo,columna,posicion_columna,tipo_inferido,filas_total,no_nulos,nulos,porcentaje_nulos,valores_unicos,porcentaje_cardinalidad,longitud_min_texto,longitud_max_texto,minimo_numerico,maximo_numerico,ejemplos_frecuentes,ejemplos_poco_frecuentes
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,athlete_id,1,int64,145500,145500,0,0.0,145500,100.0,1,6,1,149814,"[{""valor"":""1"",""frecuencia"":1},{""valor"":""2"",""frecuencia"":1},{""valor"":""3"",""frecuencia"":1},{""valor"":""4"",""frecuencia"":1},{""valor"":""5"",""frecuencia"":1}]","[{""valor"":""1"",""frecuencia"":1},{""valor"":""10"",""frecuencia"":1},{""valor"":""100"",""frecuencia"":1},{""valor"":""1000"",""frecuencia"":1},{""valor"":""10000"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,name,2,str,145500,145500,0,0.0,142780,98.1306,3,49,,,"[{""valor"":""Ivan Ivanov"",""frecuencia"":13},{""valor"":""José González"",""frecuencia"":9},{""valor"":""Luis López"",""frecuencia"":9},{""valor"":""José Pérez"",""frecuencia"":8},{""valor"":""Luis González"",""frecuencia"":7}]","[{""valor"":"" Abel Braga"",""frecuencia"":1},{""valor"":"" Abelardo"",""frecuencia"":1},{""valor"":"" Abner"",""frecuencia"":1},{""valor"":"" Acedo"",""frecuencia"":1},{""valor"":"" Adalberto"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,born_date,3,str,145500,143693,1807,1.2419,41279,28.3704,10,10,,,"[{""valor"":""1931-01-01"",""frecuencia"":63},{""valor"":""1932-01-01"",""frecuencia"":52},{""valor"":""1903-01-01"",""frecuencia"":47},{""valor"":""1936-01-01"",""frecuencia"":45},{""valor"":""1934-01-01"",""frecuencia"":43}]","[{""valor"":""1828-10-25"",""frecuencia"":1},{""valor"":""1831-02-14"",""frecuencia"":1},{""valor"":""1831-02-27"",""frecuencia"":1},{""valor"":""1833-01-03"",""frecuencia"":1},{""valor"":""1836-03-11"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,born_city,4,str,145500,110908,34592,23.7746,22368,15.3732,2,45,,,"[{""valor"":""Budapest"",""frecuencia"":1378},{""valor"":""Moskva (Moscow)"",""frecuencia"":883},{""valor"":""Oslo"",""frecuencia"":708},{""valor"":""Stockholm"",""frecuencia"":629},{""valor"":""Praha (Prague)"",""frecuencia"":600}]","[{""valor"":""Aarani"",""frecuencia"":1},{""valor"":""Aarschot"",""frecuencia"":1},{""valor"":""Aartselaar"",""frecuencia"":1},{""valor"":""Abaetetuba"",""frecuencia"":1},{""valor"":""Abang"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,born_region,5,str,145500,110908,34592,23.7746,2554,1.7553,2,36,,,"[{""valor"":""England"",""frecuencia"":4824},{""valor"":""Ontario"",""frecuencia"":1710},{""valor"":""California"",""frecuencia"":1634},{""valor"":""Budapest"",""frecuencia"":1447},{""valor"":""New South Wales"",""frecuencia"":1120}]","[{""valor"":""Acklins"",""frecuencia"":1},{""valor"":""Afar"",""frecuencia"":1},{""valor"":""Ahal"",""frecuencia"":1},{""valor"":""Ajdovščina"",""frecuencia"":1},{""valor"":""Akwa Ibom"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,born_country,6,str,145500,110908,34592,23.7746,236,0.1622,3,9,,,"[{""valor"":""USA"",""frecuencia"":9641},{""valor"":""GER"",""frecuencia"":6891},{""valor"":""GBR"",""frecuencia"":5792},{""valor"":""FRA"",""frecuencia"":5143},{""valor"":""ITA"",""frecuencia"":4709}]","[{""valor"":""Aarhus"",""frecuencia"":1},{""valor"":""Altmark"",""frecuencia"":1},{""valor"":""COK"",""frecuencia"":1},{""valor"":""Corfu"",""frecuencia"":1},{""valor"":""Elster"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,NOC,7,str,145500,145499,1,0.0007,696,0.4784,3,75,,,"[{""valor"":""United States"",""frecuencia"":10114},{""valor"":""Great Britain"",""frecuencia"":6421},{""valor"":""France"",""frecuencia"":6339},{""valor"":""Canada"",""frecuencia"":5276},{""valor"":""Italy"",""frecuencia"":5189}]","[{""valor"":""Albania Australia"",""frecuencia"":1},{""valor"":""Albania Bulgaria"",""frecuencia"":1},{""valor"":""Albania Greece"",""frecuencia"":1},{""valor"":""Albania Kosovo"",""frecuencia"":1},{""valor"":""Albania United States"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,height_cm,8,float64,145500,106651,38849,26.7003,95,0.0653,5,5,127.0,226.0,"[{""valor"":""180.0"",""frecuencia"":6617},{""valor"":""170.0"",""frecuencia"":5944},{""valor"":""178.0"",""frecuencia"":5617},{""valor"":""175.0"",""frecuencia"":5408},{""valor"":""183.0"",""frecuencia"":4490}]","[{""valor"":""128.0"",""frecuencia"":1},{""valor"":""131.0"",""frecuencia"":1},{""valor"":""226.0"",""frecuencia"":1},{""valor"":""127.0"",""frecuencia"":2},{""valor"":""130.0"",""frecuencia"":2}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,weight_kg,9,float64,145500,102070,43430,29.8488,141,0.0969,4,5,25.0,198.0,"[{""valor"":""70.0"",""frecuencia"":4688},{""valor"":""75.0"",""frecuencia"":4120},{""valor"":""60.0"",""frecuencia"":3728},{""valor"":""68.0"",""frecuencia"":3545},{""valor"":""80.0"",""frecuencia"":3290}]","[{""valor"":""161.0"",""frecuencia"":1},{""valor"":""167.0"",""frecuencia"":1},{""valor"":""175.0"",""frecuencia"":1},{""valor"":""178.0"",""frecuencia"":1},{""valor"":""180.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,died_date,10,str,145500,33940,111560,76.6735,20009,13.7519,10,10,,,"[{""valor"":""2002-01-01"",""frecuencia"":47},{""valor"":""2013-01-01"",""frecuencia"":42},{""valor"":""2008-01-01"",""frecuencia"":41},{""valor"":""1997-01-01"",""frecuencia"":41},{""valor"":""1990-01-01"",""frecuencia"":40}]","[{""valor"":""1900-04-23"",""frecuencia"":1},{""valor"":""1900-08-19"",""frecuencia"":1},{""valor"":""1900-12-30"",""frecuencia"":1},{""valor"":""1901-05-02"",""frecuencia"":1},{""valor"":""1901-05-21"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,lat,11,float64,145500,69545,75955,52.2027,13459,9.2502,4,19,-53.1625688,74.97783765,"[{""valor"":""40.4194843"",""frecuencia"":19375},{""valor"":""47.47844135"",""frecuencia"":943},{""valor"":""55.6867243"",""frecuencia"":459},{""valor"":""44.4833009"",""frecuencia"":373},{""valor"":""50.0596288"",""frecuencia"":352}]","[{""valor"":""-0.0036006"",""frecuencia"":1},{""valor"":""-0.1674419"",""frecuencia"":1},{""valor"":""-0.2122548"",""frecuencia"":1},{""valor"":""-0.3051954"",""frecuencia"":1},{""valor"":""-0.5017804"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/bios_locs.csv,bios_locs.csv,long,12,float64,145500,69545,75955,52.2027,13455,9.2474,3,21,-178.8105369,179.76576,"[{""valor"":""-3.7076302"",""frecuencia"":19375},{""valor"":""19.057715351946257"",""frecuencia"":943},{""valor"":""12.5700724"",""frecuencia"":459},{""valor"":""-92.2621214"",""frecuencia"":373},{""valor"":""14.446459273258009"",""frecuencia"":352}]","[{""valor"":""-0.0112898"",""frecuencia"":1},{""valor"":""-0.0117661"",""frecuencia"":1},{""valor"":""-0.017853078234798803"",""frecuencia"":1},{""valor"":""-0.0223386"",""frecuencia"":1},{""valor"":""-0.0330001"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/noc_regions.csv,noc_regions.csv,NOC,1,str,230,230,0,0.0,230,100.0,3,3,,,"[{""valor"":""AFG"",""frecuencia"":1},{""valor"":""AHO"",""frecuencia"":1},{""valor"":""ALB"",""frecuencia"":1},{""valor"":""ALG"",""frecuencia"":1},{""valor"":""AND"",""frecuencia"":1}]","[{""valor"":""AFG"",""frecuencia"":1},{""valor"":""AHO"",""frecuencia"":1},{""valor"":""ALB"",""frecuencia"":1},{""valor"":""ALG"",""frecuencia"":1},{""valor"":""AND"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/noc_regions.csv,noc_regions.csv,region,2,str,230,227,3,1.3043,206,89.5652,2,32,,,"[{""valor"":""Germany"",""frecuencia"":4},{""valor"":""Czech Republic"",""frecuencia"":3},{""valor"":""Russia"",""frecuencia"":3},{""valor"":""Malaysia"",""frecuencia"":3},{""valor"":""NA"",""frecuencia"":3}]","[{""valor"":""Afghanistan"",""frecuencia"":1},{""valor"":""Albania"",""frecuencia"":1},{""valor"":""Algeria"",""frecuencia"":1},{""valor"":""American Samoa"",""frecuencia"":1},{""valor"":""Andorra"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/noc_regions.csv,noc_regions.csv,notes,3,str,230,21,209,90.8696,21,9.1304,5,27,,,"[{""valor"":""Netherlands Antilles"",""frecuencia"":1},{""valor"":""Antigua and Barbuda"",""frecuencia"":1},{""valor"":""Australasia"",""frecuencia"":1},{""valor"":""Bohemia"",""frecuencia"":1},{""valor"":""Crete"",""frecuencia"":1}]","[{""valor"":""Antigua and Barbuda"",""frecuencia"":1},{""valor"":""Australasia"",""frecuencia"":1},{""valor"":""Bohemia"",""frecuencia"":1},{""valor"":""Crete"",""frecuencia"":1},{""valor"":""Hong Kong"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,Country Name,1,str,266,266,0,0.0,266,100.0,4,52,,,"[{""valor"":""Aruba"",""frecuencia"":1},{""valor"":""Africa Eastern and Southern"",""frecuencia"":1},{""valor"":""Afghanistan"",""frecuencia"":1},{""valor"":""Africa Western and Central"",""frecuencia"":1},{""valor"":""Angola"",""frecuencia"":1}]","[{""valor"":""Afghanistan"",""frecuencia"":1},{""valor"":""Africa Eastern and Southern"",""frecuencia"":1},{""valor"":""Africa Western and Central"",""frecuencia"":1},{""valor"":""Albania"",""frecuencia"":1},{""valor"":""Algeria"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,Country Code,2,str,266,266,0,0.0,266,100.0,3,3,,,"[{""valor"":""ABW"",""frecuencia"":1},{""valor"":""AFE"",""frecuencia"":1},{""valor"":""AFG"",""frecuencia"":1},{""valor"":""AFW"",""frecuencia"":1},{""valor"":""AGO"",""frecuencia"":1}]","[{""valor"":""ABW"",""frecuencia"":1},{""valor"":""AFE"",""frecuencia"":1},{""valor"":""AFG"",""frecuencia"":1},{""valor"":""AFW"",""frecuencia"":1},{""valor"":""AGO"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1960,3,float64,266,264,2,0.7519,260,97.7444,6,12,2646.0,3031517384.0,"[{""valor"":""32500.0"",""frecuencia"":2},{""valor"":""97179656.0"",""frecuencia"":2},{""valor"":""571192428.0"",""frecuencia"":2},{""valor"":""227948869.0"",""frecuencia"":2},{""valor"":""54608.0"",""frecuencia"":1}]","[{""valor"":""10042458.0"",""frecuencia"":1},{""valor"":""10167941.0"",""frecuencia"":1},{""valor"":""10172207.0"",""frecuencia"":1},{""valor"":""10276477.0"",""frecuencia"":1},{""valor"":""1043333636.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1961,4,float64,266,264,2,0.7519,260,97.7444,6,12,2888.0,3072470012.0,"[{""valor"":""21907.0"",""frecuencia"":2},{""valor"":""99620285.0"",""frecuencia"":2},{""valor"":""584794755.0"",""frecuencia"":2},{""valor"":""233483265.0"",""frecuencia"":2},{""valor"":""55811.0"",""frecuencia"":1}]","[{""valor"":""10022888.0"",""frecuencia"":1},{""valor"":""10029321.0"",""frecuencia"":1},{""valor"":""1004319366.0"",""frecuencia"":1},{""valor"":""1011502.0"",""frecuencia"":1},{""valor"":""1014211.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1962,5,float64,266,264,2,0.7519,260,97.7444,6,12,3171.0,3126894230.0,"[{""valor"":""35000.0"",""frecuencia"":2},{""valor"":""102159899.0"",""frecuencia"":2},{""valor"":""598784274.0"",""frecuencia"":2},{""valor"":""239280622.0"",""frecuencia"":2},{""valor"":""56682.0"",""frecuencia"":1}]","[{""valor"":""10061734.0"",""frecuencia"":1},{""valor"":""101445032.0"",""frecuencia"":1},{""valor"":""10267067.0"",""frecuencia"":1},{""valor"":""1029962253.0"",""frecuencia"":1},{""valor"":""1038618.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1963,6,float64,266,264,2,0.7519,261,98.1203,6,12,3481.0,3193470069.0,"[{""valor"":""104817905.0"",""frecuencia"":2},{""valor"":""613149540.0"",""frecuencia"":2},{""valor"":""245298063.0"",""frecuencia"":2},{""valor"":""57475.0"",""frecuencia"":1},{""valor"":""141630546.0"",""frecuencia"":1}]","[{""valor"":""10076.0"",""frecuencia"":1},{""valor"":""10087947.0"",""frecuencia"":1},{""valor"":""100892507.0"",""frecuencia"":1},{""valor"":""10277790.0"",""frecuencia"":1},{""valor"":""103667517.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1964,7,float64,266,264,2,0.7519,261,98.1203,6,12,3811.0,3260479625.0,"[{""valor"":""107577280.0"",""frecuencia"":2},{""valor"":""627867470.0"",""frecuencia"":2},{""valor"":""251565974.0"",""frecuencia"":2},{""valor"":""58178.0"",""frecuencia"":1},{""valor"":""145605995.0"",""frecuencia"":1}]","[{""valor"":""10119835.0"",""frecuencia"":1},{""valor"":""101241.0"",""frecuencia"":1},{""valor"":""1017629.0"",""frecuencia"":1},{""valor"":""101772.0"",""frecuencia"":1},{""valor"":""102904.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1965,8,float64,266,264,2,0.7519,261,98.1203,6,12,4161.0,3328242834.0,"[{""valor"":""110431969.0"",""frecuencia"":2},{""valor"":""642649029.0"",""frecuencia"":2},{""valor"":""258078554.0"",""frecuencia"":2},{""valor"":""58782.0"",""frecuencia"":1},{""valor"":""149742351.0"",""frecuencia"":1}]","[{""valor"":""101157868.0"",""frecuencia"":1},{""valor"":""10130096.0"",""frecuencia"":1},{""valor"":""10147935.0"",""frecuencia"":1},{""valor"":""10229.0"",""frecuencia"":1},{""valor"":""104566.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1966,9,float64,266,264,2,0.7519,261,98.1203,6,12,4531.0,3398509802.0,"[{""valor"":""113410132.0"",""frecuencia"":2},{""valor"":""657382046.0"",""frecuencia"":2},{""valor"":""264754002.0"",""frecuencia"":2},{""valor"":""59291.0"",""frecuencia"":1},{""valor"":""153955516.0"",""frecuencia"":1}]","[{""valor"":""10010685.0"",""frecuencia"":1},{""valor"":""10014505.0"",""frecuencia"":1},{""valor"":""1004323080.0"",""frecuencia"":1},{""valor"":""10178653.0"",""frecuencia"":1},{""valor"":""102281.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1967,10,float64,266,264,2,0.7519,261,98.1203,6,12,4930.0,3468395137.0,"[{""valor"":""116518346.0"",""frecuencia"":2},{""valor"":""672401853.0"",""frecuencia"":2},{""valor"":""271633185.0"",""frecuencia"":2},{""valor"":""59522.0"",""frecuencia"":1},{""valor"":""158313235.0"",""frecuencia"":1}]","[{""valor"":""10010030.0"",""frecuencia"":1},{""valor"":""1016638561.0"",""frecuencia"":1},{""valor"":""10201068.0"",""frecuencia"":1},{""valor"":""10216604.0"",""frecuencia"":1},{""valor"":""1024992.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1968,11,float64,266,264,2,0.7519,261,98.1203,6,12,5354.0,3540185668.0,"[{""valor"":""119706733.0"",""frecuencia"":2},{""valor"":""688013461.0"",""frecuencia"":2},{""valor"":""278796894.0"",""frecuencia"":2},{""valor"":""59471.0"",""frecuencia"":1},{""valor"":""162875171.0"",""frecuencia"":1}]","[{""valor"":""100400.0"",""frecuencia"":1},{""valor"":""1005182826.0"",""frecuencia"":1},{""valor"":""101011000.0"",""frecuencia"":1},{""valor"":""10247780.0"",""frecuencia"":1},{""valor"":""10255815.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1969,12,float64,266,264,2,0.7519,261,98.1203,6,12,5646.0,3614592846.0,"[{""valor"":""122973346.0"",""frecuencia"":2},{""valor"":""704112818.0"",""frecuencia"":2},{""valor"":""286211901.0"",""frecuencia"":2},{""valor"":""59330.0"",""frecuencia"":1},{""valor"":""167596160.0"",""frecuencia"":1}]","[{""valor"":""10006526.0"",""frecuencia"":1},{""valor"":""1002691282.0"",""frecuencia"":1},{""valor"":""10061684.0"",""frecuencia"":1},{""valor"":""101605.0"",""frecuencia"":1},{""valor"":""10181.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1970,13,float64,266,264,2,0.7519,261,98.1203,6,12,5665.0,3690229198.0,"[{""valor"":""126316235.0"",""frecuencia"":2},{""valor"":""720399195.0"",""frecuencia"":2},{""valor"":""293900563.0"",""frecuencia"":2},{""valor"":""59106.0"",""frecuencia"":1},{""valor"":""172475766.0"",""frecuencia"":1}]","[{""valor"":""1012186875.0"",""frecuencia"":1},{""valor"":""10143.0"",""frecuencia"":1},{""valor"":""1023481.0"",""frecuencia"":1},{""valor"":""10306508.0"",""frecuencia"":1},{""valor"":""103090.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1971,14,float64,266,264,2,0.7519,261,98.1203,6,12,5742.0,3767950635.0,"[{""valor"":""129707914.0"",""frecuencia"":2},{""valor"":""736135444.0"",""frecuencia"":2},{""valor"":""301839225.0"",""frecuencia"":2},{""valor"":""58816.0"",""frecuencia"":1},{""valor"":""177503186.0"",""frecuencia"":1}]","[{""valor"":""1000130.0"",""frecuencia"":1},{""valor"":""10154928.0"",""frecuencia"":1},{""valor"":""1023331593.0"",""frecuencia"":1},{""valor"":""10367537.0"",""frecuencia"":1},{""valor"":""104781.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1972,15,float64,266,264,2,0.7519,261,98.1203,6,12,5891.0,3843630361.0,"[{""valor"":""133164152.0"",""frecuencia"":2},{""valor"":""752397791.0"",""frecuencia"":2},{""valor"":""309963136.0"",""frecuencia"":2},{""valor"":""58855.0"",""frecuencia"":1},{""valor"":""182599092.0"",""frecuencia"":1}]","[{""valor"":""100357161.0"",""frecuencia"":1},{""valor"":""10070625.0"",""frecuencia"":1},{""valor"":""100843.0"",""frecuencia"":1},{""valor"":""101194394.0"",""frecuencia"":1},{""valor"":""1013031.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1973,16,float64,266,264,2,0.7519,261,98.1203,6,12,5934.0,3920044841.0,"[{""valor"":""136734072.0"",""frecuencia"":2},{""valor"":""770083670.0"",""frecuencia"":2},{""valor"":""318464764.0"",""frecuencia"":2},{""valor"":""59365.0"",""frecuencia"":1},{""valor"":""187901657.0"",""frecuencia"":1}]","[{""valor"":""10018.0"",""frecuencia"":1},{""valor"":""101112680.0"",""frecuencia"":1},{""valor"":""101924.0"",""frecuencia"":1},{""valor"":""10233631.0"",""frecuencia"":1},{""valor"":""1026563.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1974,17,float64,266,264,2,0.7519,261,98.1203,6,12,6100.0,3995920225.0,"[{""valor"":""140444545.0"",""frecuencia"":2},{""valor"":""788213169.0"",""frecuencia"":2},{""valor"":""327466848.0"",""frecuencia"":2},{""valor"":""60028.0"",""frecuencia"":1},{""valor"":""193512956.0"",""frecuencia"":1}]","[{""valor"":""10146.0"",""frecuencia"":1},{""valor"":""101939916.0"",""frecuencia"":1},{""valor"":""102951.0"",""frecuencia"":1},{""valor"":""1030426.0"",""frecuencia"":1},{""valor"":""10392684.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1975,18,float64,266,264,2,0.7519,261,98.1203,6,12,6381.0,4070060140.0,"[{""valor"":""144500701.0"",""frecuencia"":2},{""valor"":""806592758.0"",""frecuencia"":2},{""valor"":""336832917.0"",""frecuencia"":2},{""valor"":""60715.0"",""frecuencia"":1},{""valor"":""199284304.0"",""frecuencia"":1}]","[{""valor"":""10058620.0"",""frecuencia"":1},{""valor"":""102010.0"",""frecuencia"":1},{""valor"":""10209848.0"",""frecuencia"":1},{""valor"":""10282.0"",""frecuencia"":1},{""valor"":""102860571.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1976,19,float64,266,264,2,0.7519,261,98.1203,6,12,6668.0,4143135434.0,"[{""valor"":""149188764.0"",""frecuencia"":2},{""valor"":""825140213.0"",""frecuencia"":2},{""valor"":""346461069.0"",""frecuencia"":2},{""valor"":""61193.0"",""frecuencia"":1},{""valor"":""205202669.0"",""frecuencia"":1}]","[{""valor"":""10019210.0"",""frecuencia"":1},{""valor"":""10125939.0"",""frecuencia"":1},{""valor"":""101590.0"",""frecuencia"":1},{""valor"":""103776068.0"",""frecuencia"":1},{""valor"":""10428.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1977,20,float64,266,264,2,0.7519,261,98.1203,6,12,6885.0,4215876682.0,"[{""valor"":""153922894.0"",""frecuencia"":2},{""valor"":""844199483.0"",""frecuencia"":2},{""valor"":""356243762.0"",""frecuencia"":2},{""valor"":""61465.0"",""frecuencia"":1},{""valor"":""211120911.0"",""frecuencia"":1}]","[{""valor"":""10172.0"",""frecuencia"":1},{""valor"":""10186755.0"",""frecuencia"":1},{""valor"":""10363575.0"",""frecuencia"":1},{""valor"":""103676.0"",""frecuencia"":1},{""valor"":""104616884.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1978,21,float64,266,264,2,0.7519,261,98.1203,6,12,7110.0,4289852068.0,"[{""valor"":""158089953.0"",""frecuencia"":2},{""valor"":""863852185.0"",""frecuencia"":2},{""valor"":""366688083.0"",""frecuencia"":2},{""valor"":""61738.0"",""frecuencia"":1},{""valor"":""217481420.0"",""frecuencia"":1}]","[{""valor"":""10242098.0"",""frecuencia"":1},{""valor"":""105329397.0"",""frecuencia"":1},{""valor"":""105710.0"",""frecuencia"":1},{""valor"":""106236.0"",""frecuencia"":1},{""valor"":""10684822.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1979,22,float64,266,264,2,0.7519,261,98.1203,6,12,7332.0,4365802882.0,"[{""valor"":""162482818.0"",""frecuencia"":2},{""valor"":""884031584.0"",""frecuencia"":2},{""valor"":""377775643.0"",""frecuencia"":2},{""valor"":""62006.0"",""frecuencia"":1},{""valor"":""224315978.0"",""frecuencia"":1}]","[{""valor"":""1008706437.0"",""frecuencia"":1},{""valor"":""10292341.0"",""frecuencia"":1},{""valor"":""105948616.0"",""frecuencia"":1},{""valor"":""106882.0"",""frecuencia"":1},{""valor"":""10704152.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1980,23,float64,266,264,2,0.7519,261,98.1203,6,12,7598.0,4442416674.0,"[{""valor"":""167489905.0"",""frecuencia"":2},{""valor"":""904993069.0"",""frecuencia"":2},{""valor"":""388793467.0"",""frecuencia"":2},{""valor"":""62267.0"",""frecuencia"":1},{""valor"":""230967858.0"",""frecuencia"":1}]","[{""valor"":""1014048.0"",""frecuencia"":1},{""valor"":""10171710.0"",""frecuencia"":1},{""valor"":""1017462.0"",""frecuencia"":1},{""valor"":""1018252563.0"",""frecuencia"":1},{""valor"":""10304193.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1981,24,float64,266,264,2,0.7519,261,98.1203,6,12,7691.0,4520993169.0,"[{""valor"":""173266699.0"",""frecuencia"":2},{""valor"":""926216545.0"",""frecuencia"":2},{""valor"":""400260774.0"",""frecuencia"":2},{""valor"":""62614.0"",""frecuencia"":1},{""valor"":""237937461.0"",""frecuencia"":1}]","[{""valor"":""1027442087.0"",""frecuencia"":1},{""valor"":""10300591.0"",""frecuencia"":1},{""valor"":""10678211.0"",""frecuencia"":1},{""valor"":""10711848.0"",""frecuencia"":1},{""valor"":""107129392.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1982,25,float64,266,264,2,0.7519,261,98.1203,6,12,7672.0,4602785312.0,"[{""valor"":""179198278.0"",""frecuencia"":2},{""valor"":""948043890.0"",""frecuencia"":2},{""valor"":""412410102.0"",""frecuencia"":2},{""valor"":""63116.0"",""frecuencia"":1},{""valor"":""245386717.0"",""frecuencia"":1}]","[{""valor"":""100068.0"",""frecuencia"":1},{""valor"":""1005520.0"",""frecuencia"":1},{""valor"":""1008630000.0"",""frecuencia"":1},{""valor"":""10088289.0"",""frecuencia"":1},{""valor"":""100931.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1983,26,float64,266,264,2,0.7519,261,98.1203,6,12,7832.0,4684967631.0,"[{""valor"":""184832095.0"",""frecuencia"":2},{""valor"":""970938323.0"",""frecuencia"":2},{""valor"":""424346370.0"",""frecuencia"":2},{""valor"":""63683.0"",""frecuencia"":1},{""valor"":""252779730.0"",""frecuencia"":1}]","[{""valor"":""1001691.0"",""frecuencia"":1},{""valor"":""100348.0"",""frecuencia"":1},{""valor"":""1023310000.0"",""frecuencia"":1},{""valor"":""10237391.0"",""frecuencia"":1},{""valor"":""102650.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1984,27,float64,266,264,2,0.7519,260,97.7444,6,12,8125.0,4766740755.0,"[{""valor"":""13299.0"",""frecuencia"":2},{""valor"":""190720860.0"",""frecuencia"":2},{""valor"":""994345688.0"",""frecuencia"":2},{""valor"":""436263644.0"",""frecuencia"":2},{""valor"":""64174.0"",""frecuencia"":1}]","[{""valor"":""10015017.0"",""frecuencia"":1},{""valor"":""100600.0"",""frecuencia"":1},{""valor"":""10065539.0"",""frecuencia"":1},{""valor"":""1012221.0"",""frecuencia"":1},{""valor"":""10183138.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1985,28,float64,266,264,2,0.7519,261,98.1203,6,12,8313.0,4850182355.0,"[{""valor"":""196641041.0"",""frecuencia"":2},{""valor"":""1018142776.0"",""frecuencia"":2},{""valor"":""448755435.0"",""frecuencia"":2},{""valor"":""64478.0"",""frecuencia"":1},{""valor"":""267938123.0"",""frecuencia"":1}]","[{""valor"":""10023613.0"",""frecuencia"":1},{""valor"":""100576.0"",""frecuencia"":1},{""valor"":""100760.0"",""frecuencia"":1},{""valor"":""10149044.0"",""frecuencia"":1},{""valor"":""1020528.0"",""frecuencia"":1}]"
