fuente,archivo_relativo,nombre_archivo,columna,posicion_columna,tipo_inferido,filas_total,no_nulos,nulos,porcentaje_nulos,valores_unicos,porcentaje_cardinalidad,longitud_min_texto,longitud_max_texto,minimo_numerico,maximo_numerico,ejemplos_frecuentes,ejemplos_poco_frecuentes
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1986,29,float64,266,264,2,0.7519,261,98.1203,6,12,8496.0,4936116651.0,"[{""valor"":""202653537.0"",""frecuencia"":2},{""valor"":""1042169001.0"",""frecuencia"":2},{""valor"":""461756164.0"",""frecuencia"":2},{""valor"":""64553.0"",""frecuencia"":1},{""valor"":""276035920.0"",""frecuencia"":1}]","[{""valor"":""10032734.0"",""frecuencia"":1},{""valor"":""10043000.0"",""frecuencia"":1},{""valor"":""100618523.0"",""frecuencia"":1},{""valor"":""100842.0"",""frecuencia"":1},{""valor"":""100893.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1987,30,float64,266,264,2,0.7519,261,98.1203,6,12,8665.0,5024401475.0,"[{""valor"":""208687611.0"",""frecuencia"":2},{""valor"":""1066371857.0"",""frecuencia"":2},{""valor"":""475250346.0"",""frecuencia"":2},{""valor"":""64450.0"",""frecuencia"":1},{""valor"":""284490394.0"",""frecuencia"":1}]","[{""valor"":""10000595.0"",""frecuencia"":1},{""valor"":""10030031.0"",""frecuencia"":1},{""valor"":""100490256.0"",""frecuencia"":1},{""valor"":""100599.0"",""frecuencia"":1},{""valor"":""100901.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1988,31,float64,266,264,2,0.7519,261,98.1203,6,12,8844.0,5113495865.0,"[{""valor"":""214593293.0"",""frecuencia"":2},{""valor"":""1091004504.0"",""frecuencia"":2},{""valor"":""488764908.0"",""frecuencia"":2},{""valor"":""64332.0"",""frecuencia"":1},{""valor"":""292795186.0"",""frecuencia"":1}]","[{""valor"":""10019610.0"",""frecuencia"":1},{""valor"":""10036983.0"",""frecuencia"":1},{""valor"":""100952.0"",""frecuencia"":1},{""valor"":""10140000.0"",""frecuencia"":1},{""valor"":""102688833.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1989,32,float64,266,264,2,0.7519,261,98.1203,6,12,9017.0,5202686551.0,"[{""valor"":""220541237.0"",""frecuencia"":2},{""valor"":""1116147699.0"",""frecuencia"":2},{""valor"":""502517080.0"",""frecuencia"":2},{""valor"":""64596.0"",""frecuencia"":1},{""valor"":""301124880.0"",""frecuencia"":1}]","[{""valor"":""10005000.0"",""frecuencia"":1},{""valor"":""10089498.0"",""frecuencia"":1},{""valor"":""101041.0"",""frecuencia"":1},{""valor"":""10170000.0"",""frecuencia"":1},{""valor"":""10210185.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1990,33,float64,266,265,1,0.3759,263,98.8722,6,12,9182.0,5293498452.0,"[{""valor"":""1141312704.0"",""frecuencia"":2},{""valor"":""516629688.0"",""frecuencia"":2},{""valor"":""65712.0"",""frecuencia"":1},{""valor"":""309890664.0"",""frecuencia"":1},{""valor"":""10694796.0"",""frecuencia"":1}]","[{""valor"":""10113893.0"",""frecuencia"":1},{""valor"":""10189348.0"",""frecuencia"":1},{""valor"":""10196792.0"",""frecuencia"":1},{""valor"":""10333355.0"",""frecuencia"":1},{""valor"":""10373988.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1991,34,float64,266,265,1,0.3759,263,98.8722,6,12,9354.0,5382640911.0,"[{""valor"":""1166480561.0"",""frecuencia"":2},{""valor"":""530716971.0"",""frecuencia"":2},{""valor"":""67864.0"",""frecuencia"":1},{""valor"":""318544083.0"",""frecuencia"":1},{""valor"":""10745167.0"",""frecuencia"":1}]","[{""valor"":""10004486.0"",""frecuencia"":1},{""valor"":""100427.0"",""frecuencia"":1},{""valor"":""1009995.0"",""frecuencia"":1},{""valor"":""10194050.0"",""frecuencia"":1},{""valor"":""10308578.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1992,35,float64,266,265,1,0.3759,263,98.8722,6,12,9466.0,5470271607.0,"[{""valor"":""1192390433.0"",""frecuencia"":2},{""valor"":""544899623.0"",""frecuencia"":2},{""valor"":""70192.0"",""frecuencia"":1},{""valor"":""326933522.0"",""frecuencia"":1},{""valor"":""12057433.0"",""frecuencia"":1}]","[{""valor"":""100182045.0"",""frecuencia"":1},{""valor"":""10045158.0"",""frecuencia"":1},{""valor"":""101040.0"",""frecuencia"":1},{""valor"":""10115420.0"",""frecuencia"":1},{""valor"":""10129.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1993,36,float64,266,265,1,0.3759,263,98.8722,6,12,9517.0,5556732311.0,"[{""valor"":""1219180082.0"",""frecuencia"":2},{""valor"":""559413902.0"",""frecuencia"":2},{""valor"":""72360.0"",""frecuencia"":1},{""valor"":""335625136.0"",""frecuencia"":1},{""valor"":""14003760.0"",""frecuencia"":1}]","[{""valor"":""10084475.0"",""frecuencia"":1},{""valor"":""102173.0"",""frecuencia"":1},{""valor"":""10226.0"",""frecuencia"":1},{""valor"":""10239050.0"",""frecuencia"":1},{""valor"":""10243550.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1994,37,float64,266,265,1,0.3759,263,98.8722,6,12,9559.0,5642156981.0,"[{""valor"":""1246157499.0"",""frecuencia"":2},{""valor"":""574094137.0"",""frecuencia"":2},{""valor"":""74710.0"",""frecuencia"":1},{""valor"":""344418362.0"",""frecuencia"":1},{""valor"":""15455555.0"",""frecuencia"":1}]","[{""valor"":""10037522.0"",""frecuencia"":1},{""valor"":""10091256.0"",""frecuencia"":1},{""valor"":""10115603.0"",""frecuencia"":1},{""valor"":""10131799.0"",""frecuencia"":1},{""valor"":""10226955.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1995,38,float64,266,265,1,0.3759,263,98.8722,6,12,9585.0,5726848893.0,"[{""valor"":""1272877742.0"",""frecuencia"":2},{""valor"":""589328085.0"",""frecuencia"":2},{""valor"":""77050.0"",""frecuencia"":1},{""valor"":""353466601.0"",""frecuencia"":1},{""valor"":""16418912.0"",""frecuencia"":1}]","[{""valor"":""10026176.0"",""frecuencia"":1},{""valor"":""10112816.0"",""frecuencia"":1},{""valor"":""10136811.0"",""frecuencia"":1},{""valor"":""10193831.0"",""frecuencia"":1},{""valor"":""10286786.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1996,39,float64,266,265,1,0.3759,263,98.8722,6,12,9611.0,5811694918.0,"[{""valor"":""1299407301.0"",""frecuencia"":2},{""valor"":""605186062.0"",""frecuencia"":2},{""valor"":""79417.0"",""frecuencia"":1},{""valor"":""362985802.0"",""frecuencia"":1},{""valor"":""17106595.0"",""frecuencia"":1}]","[{""valor"":""1000693857.0"",""frecuencia"":1},{""valor"":""100195.0"",""frecuencia"":1},{""valor"":""10031623.0"",""frecuencia"":1},{""valor"":""10063945.0"",""frecuencia"":1},{""valor"":""1011243210.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1997,40,float64,266,265,1,0.3759,263,98.8722,6,12,9630.0,5896174827.0,"[{""valor"":""1326007987.0"",""frecuencia"":2},{""valor"":""621065325.0"",""frecuencia"":2},{""valor"":""81858.0"",""frecuencia"":1},{""valor"":""372352230.0"",""frecuencia"":1},{""valor"":""17788819.0"",""frecuencia"":1}]","[{""valor"":""1002335230.0"",""frecuencia"":1},{""valor"":""1005936747.0"",""frecuencia"":1},{""valor"":""100658.0"",""frecuencia"":1},{""valor"":""10108977.0"",""frecuencia"":1},{""valor"":""10117433.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1998,41,float64,266,265,1,0.3759,263,98.8722,6,12,9634.0,5979851049.0,"[{""valor"":""1352849350.0"",""frecuencia"":2},{""valor"":""637198518.0"",""frecuencia"":2},{""valor"":""84355.0"",""frecuencia"":1},{""valor"":""381715600.0"",""frecuencia"":1},{""valor"":""18493132.0"",""frecuencia"":1}]","[{""valor"":""1005158.0"",""frecuencia"":1},{""valor"":""10071963.0"",""frecuencia"":1},{""valor"":""1010875500.0"",""frecuencia"":1},{""valor"":""101343.0"",""frecuencia"":1},{""valor"":""10160196.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,1999,42,float64,266,265,1,0.3759,263,98.8722,6,12,9640.0,6062415429.0,"[{""valor"":""1379874856.0"",""frecuencia"":2},{""valor"":""653883261.0"",""frecuencia"":2},{""valor"":""86867.0"",""frecuencia"":1},{""valor"":""391486231.0"",""frecuencia"":1},{""valor"":""19262847.0"",""frecuencia"":1}]","[{""valor"":""10026738.0"",""frecuencia"":1},{""valor"":""1015710581.0"",""frecuencia"":1},{""valor"":""1018370.0"",""frecuencia"":1},{""valor"":""101982.0"",""frecuencia"":1},{""valor"":""10217828.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2000,43,float64,266,265,1,0.3759,263,98.8722,6,12,9638.0,6144444748.0,"[{""valor"":""1406945493.0"",""frecuencia"":2},{""valor"":""671212486.0"",""frecuencia"":2},{""valor"":""89101.0"",""frecuencia"":1},{""valor"":""401600588.0"",""frecuencia"":1},{""valor"":""19542982.0"",""frecuencia"":1}]","[{""valor"":""1020793420.0"",""frecuencia"":1},{""valor"":""10210971.0"",""frecuencia"":1},{""valor"":""10251250.0"",""frecuencia"":1},{""valor"":""10255063.0"",""frecuencia"":1},{""valor"":""102603.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2001,44,float64,266,265,1,0.3759,263,98.8722,6,12,9621.0,6226487141.0,"[{""valor"":""1434314654.0"",""frecuencia"":2},{""valor"":""689161982.0"",""frecuencia"":2},{""valor"":""90691.0"",""frecuencia"":1},{""valor"":""412001885.0"",""frecuencia"":1},{""valor"":""19688632.0"",""frecuencia"":1}]","[{""valor"":""10187576.0"",""frecuencia"":1},{""valor"":""10191964.0"",""frecuencia"":1},{""valor"":""10216605.0"",""frecuencia"":1},{""valor"":""1025680356.0"",""frecuencia"":1},{""valor"":""10286570.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2002,45,float64,266,265,1,0.3759,263,98.8722,6,12,9609.0,6308284566.0,"[{""valor"":""1462070145.0"",""frecuencia"":2},{""valor"":""707693440.0"",""frecuencia"":2},{""valor"":""91781.0"",""frecuencia"":1},{""valor"":""422741118.0"",""frecuencia"":1},{""valor"":""21000256.0"",""frecuencia"":1}]","[{""valor"":""100917081.0"",""frecuencia"":1},{""valor"":""10094561.0"",""frecuencia"":1},{""valor"":""10158608.0"",""frecuencia"":1},{""valor"":""10180950.0"",""frecuencia"":1},{""valor"":""10196916.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2003,46,float64,266,265,1,0.3759,263,98.8722,6,12,9668.0,6389592840.0,"[{""valor"":""1489358080.0"",""frecuencia"":2},{""valor"":""726785433.0"",""frecuencia"":2},{""valor"":""92701.0"",""frecuencia"":1},{""valor"":""433807484.0"",""frecuencia"":1},{""valor"":""22645130.0"",""frecuencia"":1}]","[{""valor"":""1000350.0"",""frecuencia"":1},{""valor"":""10129552.0"",""frecuencia"":1},{""valor"":""10193798.0"",""frecuencia"":1},{""valor"":""10193998.0"",""frecuencia"":1},{""valor"":""102429341.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2004,47,float64,266,265,1,0.3759,263,98.8722,6,12,9791.0,6471033757.0,"[{""valor"":""1515703001.0"",""frecuencia"":2},{""valor"":""746546802.0"",""frecuencia"":2},{""valor"":""93540.0"",""frecuencia"":1},{""valor"":""445281555.0"",""frecuencia"":1},{""valor"":""23553551.0"",""frecuencia"":1}]","[{""valor"":""10107146.0"",""frecuencia"":1},{""valor"":""10117354.0"",""frecuencia"":1},{""valor"":""1018684.0"",""frecuencia"":1},{""valor"":""10197101.0"",""frecuencia"":1},{""valor"":""10292225.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2005,48,float64,266,265,1,0.3759,263,98.8722,6,12,9912.0,6552787172.0,"[{""valor"":""1541263909.0"",""frecuencia"":2},{""valor"":""766978666.0"",""frecuencia"":2},{""valor"":""94483.0"",""frecuencia"":1},{""valor"":""457153837.0"",""frecuencia"":1},{""valor"":""24411191.0"",""frecuencia"":1}]","[{""valor"":""10005012.0"",""frecuencia"":1},{""valor"":""10087065.0"",""frecuencia"":1},{""valor"":""10211216.0"",""frecuencia"":1},{""valor"":""10318.0"",""frecuencia"":1},{""valor"":""1037062.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2006,49,float64,266,265,1,0.3759,263,98.8722,7,12,10030.0,6635162568.0,"[{""valor"":""1565892885.0"",""frecuencia"":2},{""valor"":""788110000.0"",""frecuencia"":2},{""valor"":""95606.0"",""frecuencia"":1},{""valor"":""469508516.0"",""frecuencia"":1},{""valor"":""25442944.0"",""frecuencia"":1}]","[{""valor"":""100083.0"",""frecuencia"":1},{""valor"":""10030.0"",""frecuencia"":1},{""valor"":""10071370.0"",""frecuencia"":1},{""valor"":""1015060.0"",""frecuencia"":1},{""valor"":""10238905.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2007,50,float64,266,265,1,0.3759,263,98.8722,7,12,10149.0,6717583637.0,"[{""valor"":""1589454615.0"",""frecuencia"":2},{""valor"":""810019264.0"",""frecuencia"":2},{""valor"":""96787.0"",""frecuencia"":1},{""valor"":""482406426.0"",""frecuencia"":1},{""valor"":""25903301.0"",""frecuencia"":1}]","[{""valor"":""10055780.0"",""frecuencia"":1},{""valor"":""10149.0"",""frecuencia"":1},{""valor"":""1019362.0"",""frecuencia"":1},{""valor"":""101998.0"",""frecuencia"":1},{""valor"":""10267.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2008,51,float64,266,265,1,0.3759,263,98.8722,7,12,10243.0,6801421733.0,"[{""valor"":""1612709085.0"",""frecuencia"":2},{""valor"":""832642735.0"",""frecuencia"":2},{""valor"":""97996.0"",""frecuencia"":1},{""valor"":""495748900.0"",""frecuencia"":1},{""valor"":""26427199.0"",""frecuencia"":1}]","[{""valor"":""10038188.0"",""frecuencia"":1},{""valor"":""10243.0"",""frecuencia"":1},{""valor"":""10272.0"",""frecuencia"":1},{""valor"":""10384603.0"",""frecuencia"":1},{""valor"":""103966.0"",""frecuencia"":1}]"
fuente1,data/raw/fuente1/clean/populations.csv,populations.csv,2009,52,float64,266,265,1,0.3759,263,98.8722,7,12,10233.0,6885608628.0,"[{""valor"":""1636411632.0"",""frecuencia"":2},{""valor"":""855885698.0"",""frecuencia"":2},{""valor"":""99212.0"",""frecuencia"":1},{""valor"":""509410477.0"",""frecuencia"":1},{""valor"":""27385307.0"",""frecuencia"":1}]","[{""valor"":""10021323.0"",""frecuencia"":1},{""valor"":""10022650.0"",""frecuencia"":1},{""valor"":""10043737.0"",""frecuencia"":1},{""valor"":""10051317.0"",""frecuencia"":1},{""valor"":""10233.0"",""frecuencia"":1}]"
