fuente,archivo_relativo,nombre_archivo,columna,tipo_deteccion,valor_especial_detectado,frecuencia,ejemplos
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Title(s),NON_ASCII,<NON_ASCII>,37,"[""Marqués (Marquis) de los Trujillos"",""2nd Marqués (Marquis) de Guadalmina"",""5ème Marquis d'Orgeix"",""12. Marqués (Marquis) de San Damián"",""Prinz (Prince) von Preußen"",""Conde (Count) de Guaqu, Conde (Count) de Casa Saavedra, Marqués (Marquis) de Artasona, Marqués (Marquis) de Villafuerte"",""Prins (Prince), Hertig (Duke) av Västerbotten"",""Marqués (Marquis) de Alhendin de la Vega de Granada"",""Marquês (Marquis) do Funchal"",""IV Duque (Duke) de Arjona, XIV Conde (Count) de Salvatierra, XVIII Duque (Duke) de Huéscar""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Other names,EMPTY_STRING,<EMPTY_STRING>,138333,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Other names,NON_ASCII,<NON_ASCII>,3644,"[""陈新华"",""施婕"",""Călin Creangă"",""Ilona Várady"",""Kálmán Kirchmayr"",""Momčilo Tapavica, Момчило Тапавица"",""Leó von Baráth"",""Aurél von Kelemen"",""Béla von Kehrling"",""Jenő von Zsigmondy""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Nationality,EMPTY_STRING,<EMPTY_STRING>,137241,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Original name,EMPTY_STRING,<EMPTY_STRING>,114761,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Original name,NON_ASCII,<NON_ASCII>,30739,"[""Χριστίνα•Παπαδάκη"",""Ολγα•Τσαρμπόπουλος"",""Λενα•Βαλαωρίτου-Σκαραμαγκά"",""Χριστίνα•Ζαχαριάδου"",""Αριστίδης•Ακρατόπουλοσ"",""Κωνσταντίνος \""Κωστας\""•Ακρατόπουλοσ"",""Αναστάσιος \""Τάσος\""•Μπαβελας"",""Κωνσταντίνος•Εφρεμογλου"",""Γεώργιος•Καλοβελωνης"",""Δημήτριος Εμμανουήλ•Κάσδαγλης""]"
fuente1,data/raw/fuente1/raw/bios.csv,bios.csv,Name order,EMPTY_STRING,<EMPTY_STRING>,137656,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Event,NON_ASCII,<NON_ASCII>,23668,"[""Épée, Individual, Men (Olympic)"",""Sur La Perche À La Herse, Men (Olympic)"",""Au Cordon Doré, 33 metres, Men (Olympic)"",""Au Cordon Doré, 50 metres, Men (Olympic)"",""Sur La Perche À La Pyramide, Men (Olympic)"",""Kayak Relay, 4 × 500 metres, Men (Olympic)"",""¼ mile, Men (Olympic)"",""½ mile, Men (Olympic)"",""½ mile, Handicap, Men (Olympic (non-medal))"",""333⅓ metres Time Trial, Men (Olympic)""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Team,EMPTY_STRING,<EMPTY_STRING>,186694,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Team,NON_ASCII,<NON_ASCII>,3547,"[""René Lacoste"",""Jean-François Blanchy"",""Édouard Mény de Marangue"",""Christophe Legoût"",""André Prévost"",""André Vacherot"",""Étienne Durand"",""Damien Éloi"",""André Gobert"",""Élisabeth d'Ayen""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=17,5138,"[""=17""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,SPECIAL_TOKEN,DNS,8837,"[""DNS""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=32,230,"[""=32""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=8,416,"[""=8""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=15,489,"[""=15""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=9,7312,"[""=9""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=33,1534,"[""=33""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=49,310,"[""=49""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=3,1338,"[""=3""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=5,5235,"[""=5""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,EMPTY_STRING,<EMPTY_STRING>,1825,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=31,192,"[""=31""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=14,406,"[""=14""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=16,512,"[""=16""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=7,1387,"[""=7""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=13,1452,"[""=13""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=4,299,"[""=4""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=29,202,"[""=29""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=25,416,"[""=25""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=21,401,"[""=21""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=11,1159,"[""=11""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=48,56,"[""=48""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=26,198,"[""=26""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=41,155,"[""=41""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=61,62,"[""=61""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,SPECIAL_TOKEN,DNF,7943,"[""DNF""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=28,179,"[""=28""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=57,55,"[""=57""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=64,34,"[""=64""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=65,83,"[""=65""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=50,62,"[""=50""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=10,425,"[""=10""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=19,586,"[""=19""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=6,329,"[""=6""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=24,179,"[""=24""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=22,242,"[""=22""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=20,461,"[""=20""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,SPECIAL_TOKEN,DQ,1563,"[""DQ""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=12,401,"[""=12""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=39,110,"[""=39""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=37,104,"[""=37""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=34,157,"[""=34""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=40,90,"[""=40""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=23,256,"[""=23""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=43,70,"[""=43""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=66,12,"[""=66""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=27,138,"[""=27""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=35,143,"[""=35""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=30,143,"[""=30""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=18,345,"[""=18""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=1,97,"[""=1""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=36,120,"[""=36""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=47,75,"[""=47""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=42,82,"[""=42""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=46,58,"[""=46""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=2,153,"[""=2""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=44,89,"[""=44""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=52,36,"[""=52""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=58,38,"[""=58""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=54,41,"[""=54""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=55,48,"[""=55""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=38,104,"[""=38""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=74,21,"[""=74""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=67,29,"[""=67""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=79,32,"[""=79""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=101,13,"[""=101""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=56,42,"[""=56""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=98,15,"[""=98""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=112,8,"[""=112""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=103,14,"[""=103""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=118,12,"[""=118""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=59,23,"[""=59""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=77,31,"[""=77""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=75,15,"[""=75""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=51,64,"[""=51""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=111,11,"[""=111""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=71,25,"[""=71""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=73,34,"[""=73""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=62,27,"[""=62""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=91,12,"[""=91""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=85,8,"[""=85""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=89,14,"[""=89""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=121,9,"[""=121""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=86,13,"[""=86""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=69,26,"[""=69""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=115,2,"[""=115""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=83,13,"[""=83""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=60,30,"[""=60""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=90,6,"[""=90""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=84,23,"[""=84""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=128,11,"[""=128""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=125,7,"[""=125""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=97,10,"[""=97""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=63,31,"[""=63""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=81,13,"[""=81""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=94,16,"[""=94""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=107,10,"[""=107""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=53,43,"[""=53""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=119,8,"[""=119""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=70,14,"[""=70""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=113,7,"[""=113""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=88,11,"[""=88""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=92,15,"[""=92""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=82,6,"[""=82""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=104,13,"[""=104""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=123,9,"[""=123""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=80,6,"[""=80""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=151,6,"[""=151""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=76,2,"[""=76""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=96,8,"[""=96""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=157,8,"[""=157""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=161,3,"[""=161""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=130,2,"[""=130""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=131,7,"[""=131""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=132,4,"[""=132""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=45,70,"[""=45""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=135,2,"[""=135""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=127,7,"[""=127""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=117,6,"[""=117""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=100,21,"[""=100""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=120,5,"[""=120""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=134,3,"[""=134""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=122,7,"[""=122""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=154,5,"[""=154""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=162,4,"[""=162""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=126,10,"[""=126""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=72,8,"[""=72""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=148,8,"[""=148""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=68,26,"[""=68""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=137,11,"[""=137""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=114,10,"[""=114""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=129,9,"[""=129""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=78,12,"[""=78""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=110,6,"[""=110""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=158,5,"[""=158""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=102,9,"[""=102""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=87,21,"[""=87""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=140,4,"[""=140""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=169,2,"[""=169""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=99,2,"[""=99""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=108,9,"[""=108""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=155,2,"[""=155""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=109,9,"[""=109""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=106,5,"[""=106""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=133,3,"[""=133""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=141,2,"[""=141""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=95,8,"[""=95""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=124,4,"[""=124""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=146,3,"[""=146""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=116,2,"[""=116""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=159,2,"[""=159""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=182,2,"[""=182""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=136,2,"[""=136""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=147,5,"[""=147""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=156,2,"[""=156""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=152,3,"[""=152""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=105,2,"[""=105""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=149,3,"[""=149""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=144,5,"[""=144""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=142,8,"[""=142""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=153,3,"[""=153""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=145,5,"[""=145""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=174,2,"[""=174""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=170,2,"[""=170""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=150,4,"[""=150""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=173,2,"[""=173""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=166,2,"[""=166""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=163,2,"[""=163""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=164,2,"[""=164""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=143,2,"[""=143""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_EQUALS_PREFIX,=93,4,"[""=93""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_CATEGORY,NUMERIC_POSITION,198884,"[""1.0"",""2.0"",""3.0"",""4.0"",""5.0"",""6.0"",""7.0"",""8.0"",""9.0"",""10.0""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_CATEGORY,EQUALS_POSITION,35670,"[""=9"",""=5"",""=17"",""=33"",""=13"",""=7"",""=3"",""=11"",""=19"",""=16""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Pos,POSITION_CATEGORY,OTHER_POSITION_VALUE,72029,"[""DNS"",""DNF"",""AC"",""DQ"",""AC r1/2"",""AC r2/2"",""5 h1 r2/3"",""4 h1 r2/3"",""6 h1 r2/3"",""5 h2 r2/3""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Medal,EMPTY_STRING,<EMPTY_STRING>,264269,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Medal,MEDAL_VALUE,<EMPTY_STRING>,264269,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Medal,MEDAL_VALUE,Bronze,14810,"[""Bronze""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Medal,MEDAL_VALUE,Gold,14783,"[""Gold""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Medal,MEDAL_VALUE,Silver,14546,"[""Silver""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,As,NON_ASCII,<NON_ASCII>,57960,"[""Jean-François Blanchy"",""Élie, Comte de Lastours"",""Étienne Durand"",""Damien Éloi"",""André Gobert"",""René Lacoste"",""Christophe Legoût"",""Édouard Mény de Marangue"",""André Prévost"",""Stéphane Renault""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,NOC,EMPTY_STRING,<EMPTY_STRING>,1,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Discipline,EMPTY_STRING,<EMPTY_STRING>,1,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Discipline,NON_ASCII,<NON_ASCII>,1,"[""Glíma""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Nationality,EMPTY_STRING,<EMPTY_STRING>,308327,"[""<EMPTY_STRING>""]"
fuente1,data/raw/fuente1/raw/results.csv,results.csv,Unnamed: 7,EMPTY_STRING,<EMPTY_STRING>,308408,"[""<EMPTY_STRING>""]"
