id_evento,id_disciplina,nombre
678,79,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)"
679,79,"Rapid-Fire Pistol, 25 metres, Open (Olympic)"
680,79,"Small-Bore Rifle, Three Positions, 50 metres, Open (Olympic)"
681,79,"Skeet, Men (Olympic)"
682,79,"Running Target, 50 metres, Open (Olympic)"
683,79,"Skeet, Open (Olympic)"
684,79,"Air Rifle, 10 metres, Men (Olympic)"
685,79,"Air Pistol, 10 metres, Men (Olympic)"
686,79,"Double Trap, Women (Olympic)"
687,79,"Trap, Women (Olympic)"
688,79,"Running Target, Single and Double Shot, Men (Olympic)"
689,79,"Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic)"
690,79,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)"
691,79,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)"
692,79,"Running Target, 50 metres, Men (Olympic)"
693,79,"Running Target, 10 metres, Men (Olympic)"
694,6,"100 metres Freestyle, Men (Intercalated)"
695,6,"400 metres Freestyle, Men (Intercalated)"
696,6,"1 mile Freestyle, Men (Intercalated)"
697,6,"4 × 250 metres Freestyle Relay, Men (Intercalated)"
698,60,"Free Pistol, 50 metres, Men (Olympic)"
699,60,"Dueling Pistol, 30 metres, Men (Olympic)"
700,79,"Military Rifle, Three Positions, 300 metres, Men (Olympic)"
701,79,"Military Rifle, Any Position, 600 metres, Men (Olympic)"
702,79,"Dueling Pistol, 30 metres, Men (Olympic)"
703,79,"Free Pistol, 50 metres, Men (Intercalated)"
704,79,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men (Intercalated)"
705,79,"Military Revolver, 20 metres, Men (Intercalated)"
706,79,"Dueling Pistol Au Visé 20 metres, Men (Intercalated)"
707,79,"Dueling Pistol Au Commandement, 25 metres, Men (Intercalated)"
708,79,"Free Rifle, Any Position, 300 metres, Men (Intercalated)"
709,79,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres, Men (Intercalated)"
710,79,"Military Rifle, Kneeling Or Standing, 300 metres, Men (Intercalated)"
711,79,"Free Pistol, 50 metres, Team, Men (Olympic)"
712,79,"Free Rifle, Prone, 600 metres, Men (Olympic)"
713,79,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic)"
714,79,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)"
715,79,"Smal-Bore Rifle, Standing, 50 metres, Team, Men (Olympic)"
716,79,"Military Pistol, Team, Men (Olympic)"
717,79,"Free Rifle, Kneeling, 300 metres, Men (Olympic)"
718,79,"Free Rifle, Prone, 300 metres, Men (Olympic)"
719,79,"Free Rifle, Standing, 300 metres, Men (Olympic)"
720,79,"Free Pistol, 50 yards, Team, Men (Olympic)"
721,79,"Military Pistol, 30 metres, Men (Olympic)"
722,79,"Free Rifle, 1,000 yards, Men (Olympic)"
723,79,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic)"
724,79,"Skeet, Women (Olympic)"
725,79,"Free Rifle, Three Positions, 300 metres, Open (Olympic)"
726,79,"Military Rifle, Prone, 300 metres, Men (Olympic)"
727,79,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)"
728,79,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)"
729,79,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)"
730,79,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)"
731,10,Shooting
732,10,"Free Rifle, Any Position, 300 metres, Men (Olympic)"
733,10,"Military Rifle, 200 metres, Men (Olympic)"
734,10,"Unlimited, One Hand, Men (Olympic)"
735,10,"Unlimited, Two Hands, Men (Olympic)"
736,41,"Rapid-Fire Pistol, 25 metres, Men (Olympic)"
738,21,"Skeleton, Men (Olympic)"
739,79,"Free Pistol, 25 metres, Men (Intercalated)"
740,79,"Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated)"
741,79,"Trap, Single Shot, 16 metres, Men (Intercalated)"
742,79,"Trap, Double Shot, 14 metres, Men (Intercalated)"
743,79,"Dueling Pistol, 30 metres, Team, Men (Olympic)"
744,41,"Trap, Men (Olympic)"
745,45,"26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Honorary Members and Associates, Men (Olympic (non-medal))"
746,60,"Free Pistol, 50 metres, Team, Men (Olympic)"
747,60,"Dueling Pistol, 30 metres, Team, Men (Olympic)"
748,79,"Military Pistol, 25 metres, Men (Olympic)"
749,79,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)"
750,79,"Free Rifle, Any Position, 300 metres, Men (Olympic)"
751,79,"Military Rifle, 200 metres, Men (Olympic)"
752,79,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)"
753,79,"Free Pistol, 30 metres, Men (Olympic)"
754,74,"17-Man Naval Rowing Boats, Men (Intercalated)"
755,3,"Team, Women (Olympic)"
756,9,"Architecture, Further Entries, Open (Olympic)"
757,79,Fencing
758,79,"Sabre, Individual, Men (Olympic)"
759,10,"Rapid-Fire Pistol, 25 metres, Men (Olympic)"
760,10,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)"
761,41,"Free Pistol, 50 yards, Men (Olympic)"
762,41,"Free Pistol, 50 yards, Team, Men (Olympic)"
763,41,"Small-Bore Rifle, 50 and 100 yards, Team, Men (Olympic)"
764,41,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)"
765,41,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)"
766,41,"Free Pistol, 50 metres, Men (Olympic)"
767,41,"Free Pistol, 50 metres, Team, Men (Olympic)"
768,41,"Dueling Pistol, 30 metres, Men (Olympic)"
769,41,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)"
770,41,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)"
771,41,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)"
772,41,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)"
773,79,Art Competitions
774,79,"Sculpturing, Open (Olympic)"
775,6,"100 metres Backstroke, Women (Olympic)"
776,3,"Solo, Women (Olympic)"
777,3,"Duet, Women (Olympic)"
778,6,"50 metres Freestyle, Men (Olympic)"
779,6,"200 metres Freestyle, Men (Olympic)"
780,6,"100 metres Breaststroke, Men (Olympic)"
781,6,"4 × 200 metres Freestyle Relay, Men (Olympic)"
782,6,"1,500 metres Freestyle, Men (Olympic)"
783,6,"100 metres Butterfly, Men (Olympic)"
784,6,"200 metres Butterfly, Men (Olympic)"
785,6,"200 metres Individual Medley, Women (Olympic)"
786,6,"100 metres Breaststroke, Women (Olympic)"
787,6,"200 metres Breaststroke, Women (Olympic)"
788,6,"100 metres Freestyle, Women (Olympic)"
789,6,"50 metres Freestyle, Women (Olympic)"
790,6,"100 metres Butterfly, Women (Olympic)"
791,6,"4 × 100 metres Medley Relay, Men (Olympic)"
792,6,"100 metres Backstroke, Men (Olympic)"
793,6,"4 × 200 metres Freestyle Relay, Women (Olympic)"
794,6,"4 × 100 metres Medley Relay, Women (Olympic)"
795,6,"400 metres Individual Medley, Women (Olympic)"
796,6,"400 metres Freestyle, Women (Olympic)"
797,6,"800 metres Freestyle, Women (Olympic)"
798,6,"4 × 100 metres Freestyle Relay, Women (Olympic)"
799,6,"200 metres Backstroke, Women (Olympic)"
800,6,"200 metres Freestyle, Women (Olympic)"
801,6,"200 metres Butterfly, Women (Olympic)"
802,6,"200 metres Backstroke, Men (Olympic)"
803,6,"200 metres Individual Medley, Men (Olympic)"
804,6,"400 metres Individual Medley, Men (Olympic)"
805,4,"Plain High, Women (Olympic)"
809,4,"Synchronized Springboard, Women (Olympic)"
810,6,"4 × 100 metres Freestyle Relay, Men (Olympic)"
811,22,Diving (Aquatics)
812,22,"Springboard, Men (Olympic)"
813,22,Swimming (Aquatics)
814,22,"100 metres Freestyle, Men (Olympic)"
815,22,"400 metres Freestyle, Men (Olympic)"
816,22,"1,500 metres Freestyle, Men (Olympic)"
817,22,"4 × 200 metres Freestyle Relay, Men (Olympic)"
818,4,"Springboard, Men (Olympic)"
819,6,"1,000 metres Freestyle, Men (Olympic)"
820,6,"200 metres Obstacle Course, Men (Olympic)"
821,4,Wrestling
822,4,"Welterweight, Freestyle, Men (Olympic)"
823,6,"400 metres Breaststroke, Men (Olympic)"
824,6,"1,200 metres Freestyle, Men (Olympic)"
825,7,Swimming (Aquatics)
828,6,"440 yards Freestyle, Men (Olympic)"
829,6,"880 yards Freestyle, Men (Olympic)"
830,6,"1 mile Freestyle, Men (Olympic)"
837,4,"Synchronized Springboard, Men (Olympic)"
838,6,Rowing
839,45,Swimming (Aquatics)
840,45,"100 metres Freestyle, Men (Olympic)"
841,45,"4 × 200 metres Freestyle Relay, Men (Olympic)"
842,45,"200 metres Breaststroke, Men (Olympic)"
843,6,"Underwater Swimming, Men (Olympic)"
844,10,Fencing
845,10,"Foil, Individual, Men (Olympic)"
846,10,"Sabre, Individual, Men (Olympic)"
847,10,"Free Pistol, 30 metres, Men (Olympic)"
848,10,"Military Pistol, 25 metres, Men (Olympic)"
849,10,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)"
850,10,Swimming (Aquatics)
852,10,"500 metres Freestyle, Men (Olympic)"
853,10,"1,200 metres Freestyle, Men (Olympic)"
855,4,Modern Pentathlon
856,4,"Individual, Men (Olympic)"
857,4,Art Competitions
858,4,"Architecture, Designs For Town Planning, Open (Olympic)"
859,6,"300 metres Freestyle, Women (Olympic)"
860,6,"4,000 metres Freestyle, Men (Olympic)"
861,6,"200 metres Team Swimming, Men (Olympic)"
862,10,"Parallel Bars, Men (Olympic)"
863,4,"Team All-Around, Men (Olympic)"
865,6,"50 yards Freestyle, Men (Olympic)"
866,6,"4 × 50 yards Freestyle Relay, Men (Olympic)"
867,6,"100 yards Backstroke, Men (Olympic)"
868,6,"440 yards Breaststroke, Men (Olympic)"
878,6,"100 yards Freestyle, Men (Olympic)"
879,6,"220 yards Freestyle, Men (Olympic)"
880,7,"200 metres Team Swimming, Men (Olympic)"
881,6,"100 metres Freestyle For Sailors, Men (Olympic)"
882,6,"440 yards, Handicap, Men (Olympic (non-medal))"
885,97,"Olympic Distance, Women (Olympic)"
887,6,"Water Polo, Women (Olympic (non-medal))"
893,10,Diving (Aquatics)
894,10,"Platform, Men (Intercalated)"
899,60,"Individual, Women (Olympic)"
900,6,"Plunge For Distance, Men (Olympic)"
901,6,"880 yards, Handicap, Men (Olympic (non-medal))"
902,6,"220 yards, Handicap, Men (Olympic (non-medal))"
903,6,"1 mile, Handicap, Men (Olympic (non-medal))"
905,6,"100 yards, Handicap, Men (Olympic (non-medal))"
908,100,"Volleyball, Women (Olympic)"
909,100,"Volleyball, Men (Olympic)"
914,42,Water Polo (Aquatics)
915,42,"Water Polo, Men (Olympic)"
916,6,Football (Football)
917,6,"Football, Men (Olympic)"
918,101,"Bantamweight, Men (Olympic)"
919,101,"Middle-Heavyweight, Men (Olympic)"
920,101,"Lightweight, Men (Olympic)"
921,101,"Middleweight, Men (Olympic)"
922,101,"Light-Heavyweight, Men (Olympic)"
923,101,"Heavyweight II, Men (Olympic)"
924,101,"Heavyweight I, Men (Olympic)"
925,101,"Heavyweight, Men (Olympic)"
926,101,"Super-Heavyweight, Men (Olympic)"
927,10,"Long Jump, Women (Olympic)"
928,10,"4 × 100 metres Relay, Women (Olympic)"
929,101,"Flyweight, Men (Olympic)"
930,101,Wrestling
932,101,"Unlimited, One Hand, Men (Olympic)"
934,103,"Light-Heavyweight, Freestyle, Men (Olympic)"
935,103,"Lightweight, Freestyle, Men (Olympic)"
936,10,"20 kilometres Race Walk, Women (Olympic)"
937,104,"Featherweight, Greco-Roman, Men (Olympic)"
938,101,Athletics
939,101,"4 × 100 metres Relay, Men (Olympic)"
940,101,"Unlimited, Two Hands, Men (Olympic)"
941,101,"All-Around Dumbbell Contest, Men (Olympic)"
942,103,"Featherweight, Freestyle, Men (Olympic)"
943,103,"Light-Flyweight, Freestyle, Men (Olympic)"
944,103,"Bantamweight, Freestyle, Men (Olympic)"
945,103,"Flyweight, Freestyle, Men (Olympic)"
946,103,"Middleweight, Freestyle, Men (Olympic)"
947,104,"Bantamweight, Greco-Roman, Men (Olympic)"
948,103,"Heavyweight, Freestyle, Men (Olympic)"
949,104,"Middleweight, Greco-Roman, Men (Olympic)"
950,104,"Super-Heavyweight, Greco-Roman, Men (Olympic)"
951,103,"Super-Heavyweight, Freestyle, Men (Olympic)"
952,104,"Heavyweight, Greco-Roman, Men (Olympic)"
953,104,"Light-Heavyweight, Greco-Roman, Men (Olympic)"
954,104,"Flyweight, Greco-Roman, Men (Olympic)"
955,104,"Middleweight B, Greco-Roman, Men (Olympic)"
956,104,"Middleweight A, Greco-Roman, Men (Olympic)"
957,104,"Light-Flyweight, Greco-Roman, Men (Olympic)"
958,101,"Unlimited, One Hand, Men (Intercalated)"
959,101,"Unlimited, Two Hands, Men (Intercalated)"
960,101,"Heavyweight, Greco-Roman, Men (Intercalated)"
961,101,"High Jump, Men (Intercalated)"
962,101,"Standing High Jump, Men (Intercalated)"
963,101,"Pole Vault, Men (Intercalated)"
964,101,"Long Jump, Men (Intercalated)"
965,101,"Standing Long Jump, Men (Intercalated)"
966,101,"Triple Jump, Men (Intercalated)"
967,104,"Lightweight, Greco-Roman, Men (Intercalated)"
968,104,"Heavyweight, Greco-Roman, Men (Intercalated)"
969,104,"All-Around, Greco-Roman, Men (Intercalated)"
970,104,"Middleweight, Greco-Roman, Men (Intercalated)"
971,104,"Unlimited Class, Greco-Roman, Men (Olympic)"
972,43,Glíma
973,67,"Glíma, Men (Olympic (non-medal))"
974,43,"Glíma, Men (Olympic (non-medal))"
975,10,Athletics
977,74,Rowing
980,77,"Two Person Dinghy, Women (Olympic)"
981,77,"Windsurfer, Women (Olympic)"
982,77,"One Person Dinghy, Women (Olympic)"
984,77,"Three Person Keelboat, Women (Olympic)"
985,77,"Two Person Dinghy, Open (Olympic)"
986,77,"5.5 metres, Open (Olympic)"
987,77,"7 metres, Open (Olympic)"
988,77,"Two Person Heavyweight Dinghy, Open (Olympic)"
989,77,"Windsurfer, Men (Olympic)"
990,77,"One Person Dinghy, Men (Olympic)"
991,77,"One Person Heavyweight Dinghy, Men (Olympic)"
992,77,"Windsurfer, Open (Olympic)"
993,77,"Open, Open (Olympic)"
994,77,"1-2 Ton, Open (Olympic)"
995,77,"12 metres, Open (Olympic)"
996,77,"40 metres², Open (Olympic)"
997,77,"Two Person Dinghy, Men (Olympic)"
998,77,"10 metres, Open (Olympic)"
999,77,"½-1 Ton, Open (Olympic)"
1000,9,"Music, Compositions For Orchestra, Open (Olympic)"
1001,77,"Two Person Keelboat, Men (Olympic)"
1002,77,"30 metres², Open (Olympic)"
1003,77,"12 foot, Open (Olympic)"
1004,77,"10-20 Ton, Open (Olympic)"
1005,77,"2-3 Ton, Open (Olympic)"
1006,77,"Skiff, Open (Olympic)"
1007,77,"0-½ Ton, Open (Olympic)"
1008,77,"20+ Ton, Open (Olympic)"
1009,77,"6.5 metres, Open (Olympic)"
1010,77,"3-10 Ton, Open (Olympic)"
1012,77,"Multihull, Mixed (Olympic)"
1013,10,"400 metres Hurdles, Men (Olympic)"
1014,10,"200 metres, Women (Olympic)"
1015,10,"800 metres, Women (Olympic)"
1016,10,"1,500 metres, Women (Olympic)"
1017,10,"Javelin Throw, Women (Olympic)"
1018,10,"Heptathlon, Women (Olympic)"
1019,10,"3,000 metres Steeplechase, Men (Olympic)"
1020,10,"5,000 metres, Men (Olympic)"
1021,10,"20 kilometres Race Walk, Men (Olympic)"
1022,10,"50 kilometres Race Walk, Men (Olympic)"
1023,10,"10,000 metres, Men (Olympic)"
1024,10,"High Jump, Women (Olympic)"
1025,10,"100 metres, Women (Olympic)"
1026,10,"Discus Throw, Women (Olympic)"
1027,10,"100 metres Hurdles, Women (Olympic)"
1028,10,"10,000 metres, Women (Olympic)"
1029,10,"Marathon, Women (Olympic)"
1030,10,"Shot Put, Women (Olympic)"
1031,10,"80 metres Hurdles, Women (Olympic)"
1032,10,"Hammer Throw, Women (Olympic)"
1033,10,"5,000 metres, Women (Olympic)"
1034,10,"10 kilometres Race Walk, Women (Olympic)"
1035,10,"400 metres Hurdles, Women (Olympic)"
1036,10,"Pentathlon, Women (Olympic)"
1037,10,"5 miles, Men (Olympic)"
1038,10,"10 miles Race Walk, Men (Olympic)"
1039,10,"10 kilometres Race Walk, Men (Olympic)"
1040,10,"400 metres, Men (Intercalated)"
1041,10,"800 metres, Men (Intercalated)"
1042,10,"1,500 metres, Men (Intercalated)"
1043,10,"5 miles, Men (Intercalated)"
1044,10,Boxing
1045,10,"Lightweight, Men (Olympic)"
1046,10,"Pentathlon, Men (Olympic)"
1047,10,"100 yards, Handicap, Men (Olympic (non-medal))"
1048,10,"120 yards Hurdles, Handicap, Men (Olympic (non-medal))"
1049,10,"Standing High Jump, Men (Olympic)"
1050,10,"3,500 metres Race Walk, Men (Olympic)"
1051,10,"Cross-Country, Individual, Men (Olympic)"
1052,10,"3,000 metres Race Walk, Men (Olympic)"
1053,10,"60 metres, Men (Olympic)"
1054,10,"100 metres, Handicap, Men (Olympic (non-medal))"
1055,10,"5,000 metres, Team, Men (Olympic)"
1056,10,"Discus Throw, Both Hands, Men (Olympic)"
1057,10,"Discus Throw, Greek Style, Men (Olympic)"
1058,10,"2,500 metres Steeplechase, Men (Olympic)"
1059,10,"2,500 metres Steeplechase, Handicap, Men (Olympic (non-medal))"
1060,10,"3,200 metres Steeplechase, Men (Olympic)"
1061,10,"3,000 metres, Team, Men (Olympic)"
1062,10,"Cross-Country, Team, Men (Olympic)"
1063,10,"Standing Triple Jump, Men (Olympic)"
1064,10,"Javelin Throw, Freestyle, Men (Intercalated)"
1066,10,Wrestling
1067,10,"Light-Heavyweight, Greco-Roman, Men (Olympic)"
1068,10,"1,600 metres Medley Relay, Men (Olympic)"
1069,10,"1 mile, Handicap, Men (Olympic (non-medal))"
1070,10,"56-pound Weight Throw, Handicap, Men (Olympic (non-medal))"
1071,10,"Pole Vault, Handicap, Men (Olympic (non-medal))"
1072,10,"Heavyweight, Men (Olympic)"
1073,10,"200 metres Hurdles, Men (Olympic)"
1074,10,"4,000 metres Steeplechase, Men (Olympic)"
1075,10,"1,500 metres, Handicap, Men (Olympic (non-medal))"
1076,10,"440 yards, Handicap, Men (Olympic (non-medal))"
1077,10,"880 yards, Handicap, Men (Olympic (non-medal))"
1078,101,"Heavyweight, Women (Olympic)"
1079,10,"800 metres, Handicap, Men (Olympic (non-medal))"
1080,6,Athletics
1081,6,"Shot Put, Men (Olympic)"
1082,6,"Discus Throw, Men (Olympic)"
1083,10,"3,000 metres Steeplechase, Women (Olympic)"
1084,10,"Shot Put, Both Hands, Men (Olympic)"
1085,10,"Stone Throw, Men (Intercalated)"
1086,10,"Team All-Around, Men (Olympic)"
1087,19,"20 kilometres, Men (Olympic)"
1088,45,"Pentathlon, Men (Olympic)"
1089,10,"3 miles, Team, Men (Olympic)"
1090,10,Rugby (Rugby)
1091,10,"Rugby, Men (Olympic)"
1092,10,"110 metres Hurdles, Handicap, Men (Olympic (non-medal))"
1093,10,"400 metres, Handicap, Men (Olympic (non-medal))"
1094,10,"4 miles, Team, Men (Olympic)"
1095,10,"Doubles, Handicap, Men (Olympic (non-medal))"
1096,10,"Heavyweight, Greco-Roman, Men (Olympic)"
1097,10,"400 metres Hurdles, Handicap, Men (Olympic (non-medal))"
1099,64,"Shot Put, Men (Olympic)"
1101,10,"2,590 metres Steeplechase, Men (Olympic)"
1102,10,"Unlimited Class, Greco-Roman, Men (Olympic)"
1103,10,"120 yards Hurdles, Men (Olympic (non-medal))"
1108,10,"All-Around Championship, Men (Olympic)"
1112,85,Nordic Combined (Skiing)
1114,10,"Individual All-Around, Men (Olympic)"
1115,10,"Horse Vault, Men (Olympic)"
1116,10,"Parallel Bars, Teams, Men (Olympic)"
1117,10,"Horizontal Bar, Men (Olympic)"
1118,10,"Horizontal Bar, Teams, Men (Olympic)"
1119,10,"Rings, Men (Olympic)"
1120,10,"Pommelled Horse, Men (Olympic)"
1121,10,Football (Football)
1122,10,"Football, Men (Olympic)"
1123,10,Basketball (Basketball)
1124,10,"Basketball, Men (Olympic)"
1125,10,"1,500 metres Race Walk, Men (Intercalated)"
1126,10,"100 metres Backstroke, Men (Olympic)"
1127,10,"200 metres Breaststroke, Men (Olympic)"
1128,10,"Long Jump, Handicap, Men (Olympic (non-medal))"
1129,9,"Literature, Dramatic Works, Open (Olympic)"
1130,10,Glíma
1131,10,"Glíma, Men (Olympic (non-medal))"
1132,85,"4 × 10 kilometres Relay, Men (Olympic)"
1133,10,"6-hour race, Professionals, Men (Olympic (non-medal))"
1134,45,"Pole Vault, Men (Intercalated)"
1135,80,"Pairs, Mixed (Olympic)"
1136,85,"15 kilometres, Men (Olympic)"
1137,85,"30 kilometres, Men (Olympic)"
1138,10,"1 mile, Men (Olympic (non-medal))"
1139,10,Art Competitions
1140,10,"Literature, Epic Works, Open (Olympic)"
1141,45,"Marathon, Men (Intercalated)"
1142,45,"Standing Long Jump, Men (Intercalated)"
1143,45,"Discus Throw, Men (Intercalated)"
1144,45,"Discus Throw, Greek Style, Men (Intercalated)"
1145,45,"Pentathlon (Ancient), Men (Intercalated)"
1146,45,"Marathon, Men (Olympic)"
1147,10,Baseball (Baseball/Softball)
1148,10,"Baseball, Men (Olympic (non-medal))"
1149,10,"440 yards, Men (Olympic (non-medal))"
1150,10,"880 yards, Men (Olympic (non-medal))"
1151,10,"100 yards, Men (Olympic (non-medal))"
1152,10,"2 miles, Men (Olympic (non-medal))"
1153,10,"5 miles, Boys (Olympic (non-medal))"
1154,10,"220 yards, Men (Olympic (non-medal))"
1155,10,"120 yards Hurdles, Boys (Olympic (non-medal))"
1156,10,"1 mile, Boys (Olympic (non-medal))"
1158,10,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))"
1159,10,"Individual All-Around, Field Sports, Men (Olympic)"
1160,10,"Individual All-Around, Apparatus Work, Men (Olympic)"
1161,10,"60 yards, Handicap, Men (Olympic (non-medal))"
1162,10,"1 mile, Team, Handicap, Men (Olympic (non-medal))"
1163,10,"2 miles, Handicap, Men (Olympic (non-medal))"
1165,10,"220 yards, Handicap, Men (Olympic (non-medal))"
1166,10,"100 yards, Boys (Olympic (non-medal))"
1167,10,"220 yards Hurdles, Men (Olympic (non-medal))"
1170,10,"880 yards, Boys (Olympic (non-medal))"
1171,10,"Heavyweight, Greco-Roman, Men (Intercalated)"
1172,10,"Middleweight, Greco-Roman, Men (Intercalated)"
1173,10,"3,000 metres Race Walk, Men (Intercalated)"
1174,10,"Unlimited, One Hand, Men (Intercalated)"
1175,9,"Sculpturing, Open (Olympic)"
1176,10,"Military Rifle, Kneeling Or Standing, 300 metres, Men (Intercalated)"
1177,45,"100 metres Freestyle, Men (Intercalated)"
1178,45,"400 metres Freestyle, Men (Intercalated)"
1179,45,"1 mile Freestyle, Men (Intercalated)"
1180,98,"Heavyweight, Greco-Roman, Men (Intercalated)"
1181,98,"Middleweight, Greco-Roman, Men (Intercalated)"
1182,98,"Unlimited, One Hand, Men (Intercalated)"
1183,98,"Unlimited, Two Hands, Men (Intercalated)"
1185,54,"Sprint, Men (Intercalated)"
1187,96,"Singles, Women (Intercalated)"
1188,42,Tennis
1189,42,"Singles, Men (Intercalated)"
1190,42,"Doubles, Men (Intercalated)"
1191,45,"26th Federal Festival, Society and Association Contests, Non-Simultaneous, Olympic Championships, Individual, Men (Olympic (non-medal))"
1192,98,"Discus Throw, Men (Intercalated)"
1193,98,"Discus Throw, Greek Style, Men (Intercalated)"
1194,45,Wrestling
1195,45,"Lightweight, Greco-Roman, Men (Intercalated)"
1196,74,"6-Man Naval Rowing Boats, Men (Intercalated)"
1198,45,Cycling Track (Cycling)
1199,45,"Tandem Sprint, 2,000 metres, Men (Intercalated)"
1200,41,"Coxed Fours, Men (Intercalated)"
1201,42,Rowing
1202,42,"6-Man Naval Rowing Boats, Men (Intercalated)"
1203,42,"100 metres, Men (Intercalated)"
1204,45,Rowing
1205,45,"Coxed Fours, Men (Intercalated)"
1206,74,Shooting
1207,74,"Free Pistol, 25 metres, Men (Intercalated)"
1208,74,"Free Pistol, 50 metres, Men (Intercalated)"
1209,74,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men (Intercalated)"
1210,74,"Military Revolver, 20 metres, Men (Intercalated)"
1211,96,"High Jump, Men (Intercalated)"
1212,18,"Two-Man Teams With Cesta, Men (Olympic)"
1213,45,"Festival for Societies of the Seine, Olympic Competition, Individual, Men (Olympic (non-medal))"
1214,42,"Coxed Fours, Men (Intercalated)"
1215,42,Fencing
1216,42,"Foil, Individual, Men (Olympic)"
1217,59,"Singles, Women (Olympic)"
1218,84,"Slalom, Women (Olympic)"
1219,85,"5 kilometres, Women (Olympic)"
1220,85,"10 kilometres, Women (Olympic)"
1221,85,"20 kilometres, Women (Olympic)"
1222,80,"Singles, Women (Olympic)"
1223,85,"3 × 5 kilometres Relay, Women (Olympic)"
1224,19,"7.5 kilometres Sprint, Women (Olympic)"
1225,19,"15 kilometres, Women (Olympic)"
1226,19,"3 × 7.5 kilometres Relay, Women (Olympic)"
1227,19,"4 × 7.5 kilometres Relay, Women (Olympic)"
1228,82,"1,500 metres, Women (Olympic)"
1229,84,"Downhill, Women (Olympic)"
1230,84,"Giant Slalom, Women (Olympic)"
1231,85,"30 kilometres, Women (Olympic)"
1232,85,"5/10 kilometres Pursuit, Women (Olympic)"
1233,85,"4 × 5 kilometres Relay, Women (Olympic)"
1234,85,"15 kilometres, Women (Olympic)"
1235,85,"5/5 kilometres Pursuit, Women (Olympic)"
1236,82,"1,000 metres, Women (Olympic)"
1237,81,"3,000 metres Relay, Women (Olympic)"
1238,19,"10 kilometres Pursuit, Women (Olympic)"
1239,19,"4 × 6 kilometres Relay, Women (Olympic)"
1240,80,"Ice Dancing, Mixed (Olympic)"
1241,82,"500 metres, Women (Olympic)"
1242,84,"Super G, Women (Olympic)"
1243,84,"Combined, Women (Olympic)"
1244,82,"5,000 metres, Men (Olympic)"
1251,86,"Moguls, Women (Olympic)"
1252,19,Cross Country Skiing (Skiing)
1253,19,"5 kilometres, Women (Olympic)"
1254,19,"5/10 kilometres Pursuit, Women (Olympic)"
1256,86,"Aerials, Women (Olympic)"
1258,86,"Ballet, Women (Olympic (non-medal))"
1259,19,"12.5 kilometres Mass Start, Women (Olympic)"
1260,91,"Individual, Women (Olympic (non-medal))"
1261,85,"Sprint, Women (Olympic)"
1262,19,"Sprint, Women (Olympic)"
1263,86,"Ski Cross, Women (Olympic)"
1264,19,"30 kilometres, Women (Olympic)"
1266,85,"15 kilometres Skiathlon, Women (Olympic)"
1268,85,"Team Sprint, Women (Olympic)"
1269,82,"Mass Start, Women (Olympic)"
1271,19,"4 × 5 kilometres Relay, Women (Olympic)"
1272,80,"Singles, Men (Olympic)"
1273,88,"Team, Men (Olympic)"
1274,19,"10 kilometres Sprint, Men (Olympic)"
1275,19,"4 × 7.5 kilometres Relay, Men (Olympic)"
1276,84,"Giant Slalom, Men (Olympic)"
1277,84,"Slalom, Men (Olympic)"
1278,82,"500 metres, Men (Olympic)"
1279,82,"1,000 metres, Men (Olympic)"
1280,84,"Downhill, Men (Olympic)"
1281,84,"Super G, Men (Olympic)"
1282,89,"Large Hill, Individual, Men (Olympic)"
1283,82,"1,500 metres, Men (Olympic)"
1284,89,"Normal Hill, Individual, Men (Olympic)"
1285,89,"Large Hill, Team, Men (Olympic)"
1290,81,"3,000 m, Men (Olympic (non-medal))"
1291,81,"5,000 metres Relay, Men (Olympic)"
1292,85,"10 kilometres, Men (Olympic)"
