id_secundario,nombre_secundario,id_canonico,nombre_canonico,norm_name,sexo,nocs,part_secundario,part_canonico
222830,Zdzisaw Filipkiewicz,6084,Zdzisław Filipkiewicz,zdzisaw filipkiewicz,male,167,1,1
223190,Ottorino Flaborea,6089,Ottorino Flaborea,ottorino flaborea,male,104,1,3
223191,Ottorino Flaborea,6089,Ottorino Flaborea,ottorino flaborea,male,104,1,3
223457,Jorge Flores,6094,Jorge Flores,jorge flores,male,135,1,2
232549,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232550,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232551,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232552,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232553,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232554,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232555,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
232556,Manuel Flores,232548,Manuel Flores,manuel flores,male,170,1,1
254948,Manuel Flores,254947,Manuel Flores,manuel flores,male,149,1,1
224794,Kazimierz Frelkiewicz,6106,Kazimierz Frelkiewicz,kazimierz frelkiewicz,male,167,1,2
225637,Manuel Gadea,6118,Manuel Gadea,manuel gadea,male,222,1,2
6126,Juan García,66276,Juan García,juan garcia,male,55,2,2
227135,Giovanni Gavagnin,6136,Giovanni Gavagnin,giovanni gavagnin,male,104,1,2
227229,Andrew Gaze,6137,Andrew Gaze,andrew gaze,male,14,1,5
227230,Andrew Gaze,6137,Andrew Gaze,andrew gaze,male,14,1,5
227231,Andrew Gaze,6137,Andrew Gaze,andrew gaze,male,14,1,5
227232,Andrew Gaze,6137,Andrew Gaze,andrew gaze,male,14,1,5
6144,Iliya Georgiev,56990,Iliya Georgiev,iliya georgiev,male,34,1,2
227595,Blagoja Georgievski,6146,Blagoja Georgievski,blagoja georgievski,male,234,1,2
228228,Enrico Gilardi,6153,Enrico Gilardi,enrico gilardi,male,104,1,2
6154,Tião,24073,Tião,tiao,male,31,1,1
228430,Augusto Giomo,6155,Augusto Giomo,augusto giomo,male,104,1,2
229460,Gong Xiaobin,6170,Gong Xiaobin,gong xiaobin,male,43,1,4
6171,Ricardo González,34958,Ricardo González,ricardo gonzalez,male,10,2,1
85451,Ricardo González,34958,Ricardo González,ricardo gonzalez,male,10,1,1
11965,José González,30486,José González,jose gonzalez,male,135,2,8
42992,José González,30486,José González,jose gonzalez,male,135,2,8
41597,José González,46191,José González,jose gonzalez,male,67,1,2
49542,José González,43493,José González,jose gonzalez,male,170,2,1
230522,Henri Grange,6185,Henri Grange,henri grange,male,73,1,2
144086,Mohamed Habib,137928,Mohamed Habib,mohamed habib,male,32,1,1
232716,Ha Ui-geon,6215,Ha Ui-Geon,ha ui-geon,male,113,1,4
234863,John Hatch,6232,John Hatch,john hatch,male,38,1,2
234925,Roger Haudegand,6236,Roger Haudegand,roger haudegand,male,73,1,2
235249,Shane Heal,6241,Shane Heal,shane heal,male,14,1,4
235250,Shane Heal,6241,Shane Heal,shane heal,male,14,1,4
235251,Shane Heal,6241,Shane Heal,shane heal,male,14,1,4
239094,Huang Yunlong,6272,Huang Yunlong,huang yunlong,male,43,1,4
236152,Heo Jae,6275,Heo Jae,heo jae,male,113,1,4
332597,Adel Ibrahim,6285,Adel Ibrahim,adel ibrahim,male,63,1,2
241020,Takashi Itoyama,6288,Takashi Itoyama,takashi itoyama,male,108,1,2
240090,Giulio Iellini,6296,Giulio Iellini,giulio iellini,male,104,1,2
242630,Vinko Jelovac,6297,Vinko Jelovac,vinko jelovac,male,234,1,2
242833,Tonny Jensen,11310,Tonny Jensen,tonny jensen,male,58,1,4
22753,Luis Jiménez,43000,Luis Jiménez,luis jimenez,male,135,1,1
244304,Michael Jordan,6314,Michael Jordan,michael jordan,male,223,1,2
245321,Fahti Kamel,6327,Fahti Kamel,fahti kamel,male,63,1,2
246104,Andrzej Kasprzak,6346,Andrzej Kasprzak,andrzej kasprzak,male,167,1,2
161574,Zdzisaw Kasprzak,6347,Zdzisław Kasprzak,zdzisaw kasprzak,male,167,1,1
32747,John Keller,6351,John Keller,john keller,male,223,1,1
246671,John Keller,6351,John Keller,john keller,male,223,1,1
246676,John Keller,6351,John Keller,john keller,male,223,1,1
246984,Damian Keogh,6355,Damian Keogh,damian keogh,male,14,1,3
246985,Damian Keogh,6355,Damian Keogh,damian keogh,male,14,1,3
6368,Kim Hyeon-Jun,132129,Kim Hyeon-Jun,kim hyeon-jun,male,113,1,2
162029,Kim Hyeon-Jun,132129,Kim Hyeon-Jun,kim hyeon-jun,male,113,1,2
162030,Kim Hyeon-Jun,132129,Kim Hyeon-Jun,kim hyeon-jun,male,113,2,2
248254,Kim Hyeon-jun,132129,Kim Hyeon-Jun,kim hyeon-jun,male,113,1,2
248255,Kim Hyeon-jun,132129,Kim Hyeon-Jun,kim hyeon-jun,male,113,1,2
248284,Kim In-geon,6370,Kim In-Geon,kim in-geon,male,113,1,4
33661,Kim Seung-Gyu,6371,Kim Seung-Gyu,kim seung-gyu,male,113,1,1
162097,Kim Seung-Gyu,6371,Kim Seung-Gyu,kim seung-gyu,male,113,1,1
162098,Kim Seung-Gyu,6371,Kim Seung-Gyu,kim seung-gyu,male,113,1,1
58777,Kim Yeong-Il,6374,Kim Yeong-Il,kim yeong-il,male,113,1,2
162119,Kim Yeong-Il,6374,Kim Yeong-Il,kim yeong-il,male,113,1,2
162120,Kim Yeong-Il,6374,Kim Yeong-Il,kim yeong-il,male,113,2,2
248566,Kim Yeong-il,6374,Kim Yeong-Il,kim yeong-il,male,113,1,2
248567,Kim Yeong-il,6374,Kim Yeong-Il,kim yeong-il,male,113,1,2
248558,Kim Yeong-gi,6375,Kim Yeong-Gi,kim yeong-gi,male,113,1,4
250504,Arijan Komazec,6393,Arijan Komazec,arijan komazec,male,53,1,2
250955,Grzegorz Korcz,6403,Grzegorz Korcz,grzegorz korcz,male,167,1,2
250990,Mikheil Korkia,6404,Mikheil Korkia,mikheil korkia,male,221,1,2
251021,Yury Korneyev,6406,Yury Korneyev,yury korneyev,male,221,1,2
6410,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,"177,221",3,12
115798,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,177,2,12
251661,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,177,1,12
251662,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,177,1,12
251663,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,177,1,12
251664,Sergey Kovalenko,43633,Sergey Kovalenko,sergey kovalenko,male,177,1,12
253446,Rimas Kurtinaitis,6434,Rimas Kurtinaitis,rimas kurtinaitis,male,126,1,3
253447,Rimas Kurtinaitis,6434,Rimas Kurtinaitis,rimas kurtinaitis,male,126,1,3
253701,Bolesaw Kwiatkowski,6437,Bolesław Kwiatkowski,bolesaw kwiatkowski,male,167,1,1
256267,Lee Byeong-gu,6464,Lee Byeong-Gu,lee byeong-gu,male,113,1,4
6465,Lee Chung-Hui,102543,Lee Chung-Hui,lee chung-hui,male,113,1,2
164373,Lee Chung-Hui,102543,Lee Chung-Hui,lee chung-hui,male,113,2,2
256291,Lee Chung-hui,102543,Lee Chung-Hui,lee chung-hui,male,113,1,2
256292,Lee Chung-hui,102543,Lee Chung-Hui,lee chung-hui,male,113,1,2
6468,Lee Sang-Hun,72410,Lee Sang-Hun,lee sang-hun,male,113,1,2
164428,Lee Sang-Hun,72410,Lee Sang-Hun,lee sang-hun,male,113,2,2
256555,Lee Sang-hun,72410,Lee Sang-Hun,lee sang-hun,male,113,1,2
256556,Lee Sang-hun,72410,Lee Sang-Hun,lee sang-hun,male,113,1,2
256557,Lee Sang-hun,72410,Lee Sang-Hun,lee sang-hun,male,113,1,2
141466,Lee Sang-Min,6469,Lee Sang-Min,lee sang-min,male,113,1,1
164429,Lee Sang-Min,6469,Lee Sang-Min,lee sang-min,male,113,1,1
31617,Marquinhos,6475,Marquinhos,marquinhos,male,31,1,3
130172,Marquinhos,6475,Marquinhos,marquinhos,male,31,2,3
258165,Li Nan,6478,Li Nan,li nan,male,43,1,8
258166,Li Nan,6478,Li Nan,li nan,male,43,1,8
258167,Li Nan,6478,Li Nan,li nan,male,43,1,8
258286,Li Xiaoyong,6479,Li Xiaoyong,li xiaoyong,male,43,1,4
258301,Li Yaguang,6480,Li Yaguang,li yaguang,male,43,1,4
258554,Bohdan Likszo,6484,Bohdan Likszo,bohdan likszo,male,167,1,2
259022,Raimo Lindholm,6486,Raimo Lindholm,raimo lindholm,male,72,1,2
259288,Jaak Lipso,6489,Jaak Lipso,jaak lipso,male,221,1,2
259531,Liu Yudong,6492,Liu Yudong,liu yudong,male,43,1,4
260099,Gianfranco Lombardi,6502,Gianfranco Lombardi,gianfranco lombardi,male,104,1,3
260100,Gianfranco Lombardi,6502,Gianfranco Lombardi,gianfranco lombardi,male,104,1,3
261006,Mieczysaw Opatka,6507,Mieczysław Łopatka,mieczysaw opatka,male,167,1,4
261007,Mieczysaw Opatka,6507,Mieczysław Łopatka,mieczysaw opatka,male,167,1,4
261008,Mieczysaw Opatka,6507,Mieczysław Łopatka,mieczysaw opatka,male,167,1,4
261009,Mieczysaw Opatka,6507,Mieczysław Łopatka,mieczysaw opatka,male,167,1,4
260951,Carlos Loyzaga,6519,Carlos Loyzaga,carlos loyzaga,male,163,1,2
262761,Brett Maher,6545,Brett Maher,brett maher,male,14,1,3
262762,Brett Maher,6545,Brett Maher,brett maher,male,14,1,3
166100,Czesaw Malec,6551,Czesław Malec,czesaw malec,male,167,1,1
263421,Karl Malone,6554,Karl Malone,karl malone,male,223,1,2
263524,Vasil Manchenko,6559,Vasil Manchenko,vasil manchenko,male,34,1,2
264373,Federico Marietti,6570,Federico Marietti,federico marietti,male,104,1,2
264426,Giancarlo Marinelli,6571,Giancarlo Marinelli,giancarlo marinelli,male,104,1,2
265523,Pierluigi Marzorati,6596,Pierluigi Marzorati,pierluigi marzorati,male,104,1,4
265524,Pierluigi Marzorati,6596,Pierluigi Marzorati,pierluigi marzorati,male,104,1,4
265525,Pierluigi Marzorati,6596,Pierluigi Marzorati,pierluigi marzorati,male,104,1,4
265602,Massimo Masini,6597,Massimo Masini,massimo masini,male,104,1,3
265603,Massimo Masini,6597,Massimo Masini,massimo masini,male,104,1,3
265798,Takashi Masuda,6598,Takashi Masuda,takashi masuda,male,108,1,2
6610,Mike McKay,35206,Mike McKay,mike mckay,male,14,1,10
268044,Rogelio Melencio,6622,Rogelio Melencio,rogelio melencio,male,163,1,2
268351,Dino Meneghin,6625,Dino Meneghin,dino meneghin,male,104,1,4
268352,Dino Meneghin,6625,Dino Meneghin,dino meneghin,male,104,1,4
268353,Dino Meneghin,6625,Dino Meneghin,dino meneghin,male,104,1,4
268469,Luiz Menon,6628,Luiz Menon,luiz menon,male,31,1,2
268986,Julien Meuris,6632,Julien Meuris,julien meuris,male,21,1,2
269393,Igors Miglinieks,6635,Igors Miglinieks,igors miglinieks,male,70,1,2
269903,Valery Miloserdov,6639,Valery Miloserdov,valery miloserdov,male,221,1,2
167981,Jerzy Mynarczyk,6645,Jerzy Młynarczyk,jerzy mynarczyk,male,167,1,1
167982,Mieczysaw Mynarski,6646,Mieczysław Młynarski,mieczysaw mynarski,male,167,1,1
271225,Robert Monclar,6652,Robert Monclar,robert monclar,male,73,1,3
271226,Robert Monclar,6652,Robert Monclar,robert monclar,male,73,1,3
271404,Hussain Montassir,6655,Hussain Montassir,hussain montassir,male,63,1,2
6668,Satoshi Mori,99189,Satoshi Mori,satoshi mori,male,108,2,5
168423,Satoshi Mori,99189,Satoshi Mori,satoshi mori,male,108,2,5
168424,Satoshi Mori,99189,Satoshi Mori,satoshi mori,male,108,5,5
272267,Satoshi Mori,99189,Satoshi Mori,satoshi mori,male,108,1,5
272268,Satoshi Mori,99189,Satoshi Mori,satoshi mori,male,108,1,5
168997,Zdzisaw Myrda,6686,Zdzisław Myrda,zdzisaw myrda,male,167,1,1
274162,Anatoly Myshkin,6687,Anatoly Myshkin,anatoly myshkin,male,221,1,2
274666,Setsuo Nara,6698,Setsuo Nara,setsuo nara,male,108,1,3
274667,Setsuo Nara,6698,Setsuo Nara,setsuo nara,male,108,1,3
277615,Hirofumi Numata,6719,Hirofumi Numata,hirofumi numata,male,108,1,2
278093,Fabricio Oberto,6726,Fabricio Oberto,fabricio oberto,male,10,1,3
278094,Fabricio Oberto,6726,Fabricio Oberto,fabricio oberto,male,10,1,3
278815,Stanisaw Olejniczak,6738,Stanisław Olejniczak,stanisaw olejniczak,male,167,1,1
280260,Juan Ostoic,6755,Juan Ostoic,juan ostoic,male,42,1,2
280720,Yury Ozerov,6762,Yury Ozerov,yury ozerov,male,221,1,2
280857,Tadeusz Pacua,6767,Tadeusz Pacuła,tadeusz pacua,male,167,1,1
281545,Georgi Panov,6778,Georgi Panov,georgi panov,male,34,1,3
281546,Georgi Panov,6778,Georgi Panov,georgi panov,male,34,1,3
281547,Lyubomir Panov,6779,Lyubomir Panov,lyubomir panov,male,34,1,2
281548,Sergey Panov,6780,Sergey Panov,sergey panov,male,177,1,3
281770,Jean Pare,6786,Jean Paré,jean pare,male,197,1,2
282313,Andrzej Pasiorowski,6788,Andrzej Pasiorowski,andrzej pasiorowski,male,167,1,2
282599,Modestas Paulauskas,6795,Modestas Paulauskas,modestas paulauskas,male,221,1,2
282855,Gary Payton,6796,Gary Payton,gary payton,male,223,1,2
283293,Giusto Pellanera,6803,Giusto Pellanera,giusto pellanera,male,104,1,2
6818,Raúl Pérez,23774,Raúl Pérez,raul perez,male,10,1,1
95567,Jacques Perrier,6822,Jacques Perrier,jacques perrier,male,73,2,1
9906,Ulrich Peters,6823,Ulrich Peters,ulrich peters,male,74,1,1
171845,Ulrich Peters,6823,Ulrich Peters,ulrich peters,male,74,1,1
171846,Ulrich Peters,6823,Ulrich Peters,ulrich peters,male,74,1,1
284480,Ulrich Peters,6823,Ulrich Peters,ulrich peters,male,74,1,1
27415,Aleksandr Petrov,6827,Aleksandr Petrov,aleksandr petrov,male,221,2,2
284762,Aleksandr Petrov,6827,Aleksandr Petrov,aleksandr petrov,male,221,1,2
59454,Aleksandr Petrov,119990,Aleksandr Petrov,aleksandr petrov,male,177,2,2
285486,Gianfranco Pieri,6835,Gianfranco Pieri,gianfranco pieri,male,104,1,2
286030,Jerzy Piskun,6838,Jerzy Piskun,jerzy piskun,male,167,1,2
285943,Scottie Pippen,6840,Scottie Pippen,scottie pippen,male,223,1,2
289106,Viktor Radev,6879,Viktor Radev,viktor radev,male,34,1,2
173484,Dino Raa,6881,Dino Rađa,dino raa,male,"234,53",3,3
290399,Dino Raa,6881,Dino Rađa,dino raa,male,53,1,3
290400,Dino Raa,6881,Dino Rađa,dino raa,male,53,1,3
289982,Renzo Ranuzzi,6896,Renzo Ranuzzi,renzo ranuzzi,male,104,1,2
290003,Luigi Rapini,6897,Luigi Rapini,luigi rapini,male,104,1,2
290490,Carlo Recalcati,6903,Carlo Recalcati,carlo recalcati,male,104,1,2
292610,David Robinson,6938,David Robinson,david robinson,male,223,1,3
292611,David Robinson,6938,David Robinson,david robinson,male,223,1,3
295685,Arvydas Sabonis,6979,Arvydas Sabonis,arvydas sabonis,male,126,1,3
295686,Arvydas Sabonis,6979,Arvydas Sabonis,arvydas sabonis,male,126,1,3
295726,Romeo Sacchetti,6980,Romeo Sacchetti,romeo sacchetti,male,104,1,2
34649,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,2,2
38337,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
175013,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,2,2
175014,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,2,2
175015,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
296036,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
296037,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
296038,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
296039,Hiroshi Saito,6990,Hiroshi Saito,hiroshi saito,male,108,1,2
296081,Zurab Sak'andelidze,6993,Zurab Sak'andelidze,zurab sak'andelidze,male,221,1,2
297493,Gianfranco Sardagna,7022,Gianfranco Sardagna,gianfranco sardagna,male,104,1,2
7024,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,1,2
175568,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,1,2
175569,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,2,2
297771,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,1,2
297772,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,1,2
297773,Uwe Sauer,12632,Uwe Sauer,uwe sauer,male,74,1,2
303607,Tsvetko Slavov,7027,Tsvetko Slavov,tsvetko slavov,male,34,1,2
298781,Oscar Schmidt,7035,Oscar Schmidt,oscar schmidt,male,31,1,5
298782,Oscar Schmidt,7035,Oscar Schmidt,oscar schmidt,male,31,1,5
298783,Oscar Schmidt,7035,Oscar Schmidt,oscar schmidt,male,31,1,5
298784,Oscar Schmidt,7035,Oscar Schmidt,oscar schmidt,male,31,1,5
299164,Detlef Schrempf,7036,Detlef Schrempf,detlef schrempf,male,83,1,2
299793,Babacar Seck,7040,Babacar Seck,babacar seck,male,182,1,2
300226,Mikhail Semyonov,7045,Mikhail Semyonov,mikhail semyonov,male,221,1,2
300365,Luigi Serafini,7050,Luigi Serafini,luigi serafini,male,104,1,2
300770,Shan Tao,7057,Shan Tao,shan tao,male,43,1,4
301344,Masashi Shiga,7064,Masashi Shiga,masashi shiga,male,108,1,2
302494,Sin Dong-pa,7066,Sin Dong-Pa,sin dong-pa,male,113,1,4
301507,Shutaro Shoji,7068,Shutaro Shoji,shutaro shoji,male,108,1,2
19124,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
70882,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,2,1
176805,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
176806,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,2,1
176807,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
302565,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
302566,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
302567,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
302568,Baldev Singh,7084,Baldev Singh,baldev singh,male,96,1,1
70881,Ajmer Singh,7085,Ajmer Singh,ajmer singh,male,96,1,1
176798,Ajmer Singh,7085,Ajmer Singh,ajmer singh,male,96,1,1
7089,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,1,2
176820,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,1,2
176821,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,2,2
302656,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,1,2
302657,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,1,2
302658,Paramjit Singh,86354,Paramjit Singh,paramjit singh,male,96,1,2
303056,Krzysztof Sitkowski,7093,Krzysztof Sitkowski,krzysztof sitkowski,male,167,1,2
328723,Alzhan Zharmukhamedov,7094,Alzhan Zharmukhamedov,alzhan zharmukhamedov,male,221,1,2
7102,Vladimir Savov,54923,Vladimir Savov,vladimir savov,male,34,2,2
298026,Vladimir Savov,54923,Vladimir Savov,vladimir savov,male,34,1,2
24624,Ahmed Soliman,7110,Ahmed Soliman,ahmed soliman,male,63,1,2
177364,Ahmed Soliman,7110,Ahmed Soliman,ahmed soliman,male,63,1,2
304664,Ahmed Soliman,7110,Ahmed Soliman,ahmed soliman,male,63,1,2
7111,Mohamed Soliman,7112,Mohamed Soliman,mohamed soliman,male,63,1,1
304669,Mohamed Soliman,7112,Mohamed Soliman,mohamed soliman,male,63,1,1
304670,Mohamed Soliman,7112,Mohamed Soliman,mohamed soliman,male,63,1,1
304825,Song Ligang,7117,Song Ligang,song ligang,male,43,1,4
306508,Sergio Stefanini,7134,Sergio Stefanini,sergio stefanini,male,104,1,2
307193,Georges Stockly,7138,Georges Stockly,georges stockly,male,197,1,2
307199,John Stockton,7139,John Stockton,john stockton,male,223,1,2
7141,Stefan Stoykov,35716,Stefan Stoykov,stefan stoykov,male,34,2,4
65275,Stefan Stoykov,35716,Stefan Stoykov,stefan stoykov,male,34,2,4
178162,Stefan Stoykov,35716,Stefan Stoykov,stefan stoykov,male,34,1,4
307556,Stefan Stoykov,35716,Stefan Stoykov,stefan stoykov,male,34,1,4
307300,Pawe Stok,7142,Paweł Stok,pawe stok,male,167,1,1
308031,George Stulac,7149,George Stulac,george stulac,male,38,1,4
308032,George Stulac,7149,George Stulac,george stulac,male,38,1,4
308342,Takeo Sugiyama,7153,Takeo Sugiyama,takeo sugiyama,male,108,1,2
308519,Sun Fengwu,7155,Sun Fengwu,sun fengwu,male,43,1,6
308520,Sun Fengwu,7155,Sun Fengwu,sun fengwu,male,43,1,6
309885,Albert Tadros,7166,Albert Tadros,albert tadros,male,63,1,3
309886,Albert Tadros,7166,Albert Tadros,albert tadros,male,63,1,3
310683,Sergey Tarakanov,7171,Sergey Tarakanov,sergey tarakanov,male,221,1,2
312748,Karl Tilleman,7182,Karl Tilleman,karl tilleman,male,38,1,2
312713,Valery Tikhonenko,7187,Valery Tikhonenko,valery tikhonenko,male,70,1,2
50561,Vladimir Tkachenko,7189,Vladimir Tkachenko,vladimir tkachenko,male,221,2,2
313306,Mariano Tolentino,7192,Mariano Tolentino,mariano tolentino,male,163,1,2
7203,Guillermo Torres,119641,Guillermo Torres,guillermo torres,male,135,1,2
313938,Konstantin Totev,7205,Konstantin Totev,konstantin totev,male,34,1,2
314279,Wodzimierz Trams,7208,Włodzimierz Trams,wodzimierz trams,male,167,1,1
315759,Benjamim Ucuahamba,7223,Benjamim Ucuahamba,benjamim ucuahamba,male,7,1,2
75851,Göran Unger,7227,Göran Unger,goran unger,male,200,1,1
316623,Maigonis Valdmanis,7236,Maigonis Valdmanis,maigonis valdmanis,male,221,1,3
316624,Maigonis Valdmanis,7236,Maigonis Valdmanis,maigonis valdmanis,male,221,1,3
318749,Oscar Varona,7246,Óscar Varona,oscar varona,male,55,1,2
319051,Renzo Vecchiato,7249,Renzo Vecchiato,renzo vecchiato,male,104,1,2
319815,Gabriele Vianello,7257,Gabriele Vianello,gabriele vianello,male,104,1,3
319816,Gabriele Vianello,7257,Gabriele Vianello,gabriele vianello,male,104,1,3
23989,Gérson,7262,Gerson,gerson,male,31,1,3
319914,Edmar Victoriano,7264,Edmar Victoriano,edmar victoriano,male,7,1,3
319915,Edmar Victoriano,7264,Edmar Victoriano,edmar victoriano,male,7,1,3
110105,Marcelo,7266,Marcelo,marcelo,male,31,2,2
320216,Renato Villalta,7268,Renato Villalta,renato villalta,male,104,1,2
320486,Paolo Vittori,7276,Paolo Vittori,paolo vittori,male,104,1,3
320487,Paolo Vittori,7276,Paolo Vittori,paolo vittori,male,104,1,3
320540,Andrew Vlahov,7277,Andrew Vlahov,andrew vlahov,male,14,1,4
320541,Andrew Vlahov,7277,Andrew Vlahov,andrew vlahov,male,14,1,4
320542,Andrew Vlahov,7277,Andrew Vlahov,andrew vlahov,male,14,1,4
7278,Viktor Vlasov,44226,Viktor Vlasov,viktor vlasov,male,221,1,2
320783,Gennady Volnov,7280,Gennady Volnov,gennady volnov,male,221,1,4
320784,Gennady Volnov,7280,Gennady Volnov,gennady volnov,male,221,1,4
320785,Gennady Volnov,7280,Gennady Volnov,gennady volnov,male,221,1,4
321669,Kaoru Wakabayashi,7287,Kaoru Wakabayashi,kaoru wakabayashi,male,108,1,2
321907,Peter Walsh,7289,Peter Walsh,peter walsh,male,14,1,2
102277,Wang Haibo,7294,Wang Haibo,wang haibo,male,43,1,1
181885,Wang Haibo,7294,Wang Haibo,wang haibo,male,43,1,1
181886,Wang Haibo,7294,Wang Haibo,wang haibo,male,43,1,1
322141,Wang Libin,7295,Wang Libin,wang libin,male,43,1,4
322293,Wang Zhizhi,7299,Wang Zhizhi,wang zhizhi,male,43,1,8
322294,Wang Zhizhi,7299,Wang Zhizhi,wang zhizhi,male,43,1,8
322295,Wang Zhizhi,7299,Wang Zhizhi,wang zhizhi,male,43,1,8
322602,Ian Watson,7302,Ian Watson,ian watson,male,14,1,2
323981,Janusz Wichowski,7317,Janusz Wichowski,janusz wichowski,male,167,1,2
324897,George Wilson,7321,George Wilson,george wilson,male,223,1,2
325938,Wu Qinglong,7332,Wu Qinglong,wu qinglong,male,43,1,4
328033,Marino Zanatta,7359,Marino Zanatta,marino zanatta,male,104,1,2
7363,Urbano Zea,48902,Urbano Zea,urbano zea,male,135,2,5
328300,Urbano Zea,48902,Urbano Zea,urbano zea,male,135,1,5
328301,Urbano Zea,48902,Urbano Zea,urbano zea,male,135,1,5
34409,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,2,2
115401,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,2,2
183007,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,2,2
183008,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,2,2
183009,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,2,2
328514,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328515,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328516,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328517,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328518,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328519,Zhang Bin,7366,Zhang Bin,zhang bin,male,43,1,2
328671,Zhang Yongjun,7368,Zhang Yongjun,zhang yongjun,male,43,1,4
328758,Zheng Wu,7369,Zheng Wu,zheng wu,male,43,1,4
329342,Tibor Zsiros,7374,Tibor Zsiros,tibor zsiros,male,94,1,3
329343,Tibor Zsiros,7374,Tibor Zsiros,tibor zsiros,male,94,1,3
328770,Vladimir Zhigily,7375,Vladimir Zhigily,vladimir zhigily,male,221,1,2
329388,Viktor Zubkov,7376,Viktor Zubkov,viktor zubkov,male,221,1,2
186319,Mohamed Allalou,7386,Mohamed Allalou,mohamed allalou,male,"15,5",2,5
301093,Yacine Sheikh,7394,Yacine Sheikh,yacine sheikh,male,5,1,4
294561,Richard Rowles,7406,Richard Rowles,richard rowles,male,14,1,4
309129,James Swan,7411,James Swan,james swan,male,14,1,4
312824,Rick Timperi,7415,Rick Timperi,rick timperi,male,14,1,4
323164,Peter Weiss,7448,Peter Weiss,peter weiss,male,15,1,4
312085,Marcus Thomas,7463,Marcus Thomas,marcus thomas,male,19,1,4
64688,Jean Delarge,7483,Jean Delarge,jean delarge,male,21,2,2
213950,Jean Delarge,7483,Jean Delarge,jean delarge,male,21,1,2
183850,Firmin Abissi,7520,Firmin Abissi,firmin abissi,male,"22,73",2,5
285862,Celestino Pinto,7575,Celestino Pinto,celestino pinto,male,31,1,4
130178,Adilson da Silva,7579,Adilson da Silva,adilson da silva,male,31,1,1
210578,Jorge Silva,7580,Jorge Silva,jorge silva,male,31,1,4
210579,Jorge Silva,7580,Jorge Silva,jorge silva,male,31,1,4
244331,Jorge Silva,7580,Jorge Silva,jorge silva,male,31,1,4
285773,Jorge Silva,7580,Jorge Silva,jorge silva,male,31,1,4
302079,Jorge Silva,7580,Jorge Silva,jorge silva,male,31,1,4
187975,Tsacho Andreykovski,7587,Tsacho Andreykovski,tsacho andreykovski,male,"34,43",2,5
