id_evento_secundario,nombre_secundario,id_evento_canonico,nombre_canonico,deporte,disciplina,part_secundario,part_canonico
19,"Singles, Men (Olympic (non-medal))",1,"Singles, Men (Olympic)",Tennis,Tennis,38,841
2091,Tennis Men's Singles,1,"Singles, Men (Olympic)",Tennis,Tennis,1075,841
2897,Men's Singles,1,"Singles, Men (Olympic)",Tennis,Tennis,128,841
38,"Doubles, Men (Olympic (non-medal))",2,"Doubles, Men (Olympic)",Tennis,Tennis,21,831
1992,Tennis Men's Doubles,2,"Doubles, Men (Olympic)",Tennis,Tennis,1018,831
3054,Men's Doubles,2,"Doubles, Men (Olympic)",Tennis,Tennis,65,831
2409,Tennis Mixed Doubles,3,"Doubles, Mixed (Olympic)",Tennis,Tennis,260,209
3083,Mixed Doubles,3,"Doubles, Mixed (Olympic)",Tennis,Tennis,37,209
2180,Table Tennis Men's Singles,4,"Singles, Men (Olympic)",Table Tennis,Table Tennis,653,721
2245,Table Tennis Men's Doubles,5,"Doubles, Men (Olympic)",Table Tennis,Table Tennis,392,322
1956,"Fencing Men's epee, Individual",8,"Épée, Individual, Men (Olympic)",Fencing,Fencing,2188,1814
2955,Men's Épée Individual,8,"Épée, Individual, Men (Olympic)",Fencing,Fencing,71,1814
2329,"Tennis Mixed Doubles, Covered Courts",17,"Doubles, Covered Courts, Mixed (Olympic)",Tennis,Tennis,29,19
2529,"Tennis Men's Singles, Covered Courts",18,"Singles, Covered Courts, Men (Olympic)",Tennis,Tennis,48,33
2528,"Tennis Men's Doubles, Covered Courts",21,"Doubles, Covered Courts, Men (Olympic)",Tennis,Tennis,42,31
35,"Singles, Men (Olympic (non-medal))",24,"Singles, Men (Olympic)",Badminton,Badminton,1,331
1915,Badminton Men's Singles,24,"Singles, Men (Olympic)",Badminton,Badminton,374,331
2725,Men's Singles,24,"Singles, Men (Olympic)",Badminton,Badminton,81,331
2263,"Tennis Women's Singles, Covered Courts",25,"Singles, Covered Courts, Women (Olympic)",Tennis,Tennis,27,17
36,"Singles, Women (Olympic (non-medal))",26,"Singles, Women (Olympic)",Tennis,Tennis,10,629
2408,Tennis Women's Singles,26,"Singles, Women (Olympic)",Tennis,Tennis,807,629
2830,Women's Singles,26,"Singles, Women (Olympic)",Tennis,Tennis,127,629
2410,Tennis Women's Doubles,27,"Doubles, Women (Olympic)",Tennis,Tennis,681,574
3075,Women's Doubles,27,"Doubles, Women (Olympic)",Tennis,Tennis,64,574
97,"Doubles, Women (Olympic (non-medal))",28,"Doubles, Women (Olympic)",Badminton,Badminton,4,337
2363,Badminton Women's Doubles,28,"Doubles, Women (Olympic)",Badminton,Badminton,366,337
3038,Women's Doubles,28,"Doubles, Women (Olympic)",Badminton,Badminton,32,337
100,"Doubles, Mixed (Olympic (non-medal))",29,"Doubles, Mixed (Olympic)",Badminton,Badminton,1,290
2241,Badminton Mixed Doubles,29,"Doubles, Mixed (Olympic)",Badminton,Badminton,322,290
3027,Mixed Doubles,29,"Doubles, Mixed (Olympic)",Badminton,Badminton,32,290
2075,Table Tennis Women's Singles,31,"Singles, Women (Olympic)",Table Tennis,Table Tennis,696,718
2076,Table Tennis Women's Doubles,32,"Doubles, Women (Olympic)",Table Tennis,Table Tennis,394,290
99,"Singles, Women (Olympic (non-medal))",33,"Singles, Women (Olympic)",Badminton,Badminton,1,339
2089,Badminton Women's Singles,33,"Singles, Women (Olympic)",Badminton,Badminton,389,339
2707,Women's Singles,33,"Singles, Women (Olympic)",Badminton,Badminton,81,339
98,"Doubles, Men (Olympic (non-medal))",34,"Doubles, Men (Olympic)",Badminton,Badminton,8,326
2321,Badminton Men's Doubles,34,"Doubles, Men (Olympic)",Badminton,Badminton,369,326
3037,Men's Doubles,34,"Doubles, Men (Olympic)",Badminton,Badminton,34,326
2513,Table Tennis Women's Team,37,"Team, Women (Olympic)",Table Tennis,Table Tennis,187,282
3034,Men,39,"Hockey, Men (Olympic)",Hockey,Hockey,212,6268
2015,Athletics Men's 400 metres,44,"400 metres, Men (Olympic)",Athletics,Athletics,1883,1629
2018,Athletics Men's 800 metres,45,"800 metres, Men (Olympic)",Athletics,Athletics,1791,1439
2000,Athletics Men's 110 metres Hurdles,46,"110 metres Hurdles, Men (Olympic)",Athletics,Athletics,1217,987
388,"High Jump, Men (Olympic (non-medal))",47,"High Jump, Men (Olympic)",Athletics,Athletics,4,944
1947,Athletics Men's High Jump,47,"High Jump, Men (Olympic)",Athletics,Athletics,1170,944
2810,Men's High Jump,47,"High Jump, Men (Olympic)",Athletics,Athletics,64,944
1169,"Pole Vault, Men (Olympic (non-medal))",48,"Pole Vault, Men (Olympic)",Athletics,Athletics,2,744
1946,Athletics Men's Pole Vault,48,"Pole Vault, Men (Olympic)",Athletics,Athletics,883,744
2982,Men's Pole Vault,48,"Pole Vault, Men (Olympic)",Athletics,Athletics,60,744
1104,"Long Jump, Men (Olympic (non-medal))",49,"Long Jump, Men (Olympic)",Athletics,Athletics,7,1120
1967,Athletics Men's Long Jump,49,"Long Jump, Men (Olympic)",Athletics,Athletics,1286,1120
2979,Men's Long Jump,49,"Long Jump, Men (Olympic)",Athletics,Athletics,64,1120
1105,"Triple Jump, Men (Olympic (non-medal))",50,"Triple Jump, Men (Olympic)",Athletics,Athletics,2,938
2080,Athletics Men's Triple Jump,50,"Triple Jump, Men (Olympic)",Athletics,Athletics,1117,938
2783,Men's Triple Jump,50,"Triple Jump, Men (Olympic)",Athletics,Athletics,64,938
2141,Table Tennis Men's Team,54,"Team, Men (Olympic)",Table Tennis,Table Tennis,166,280
508,"Architecture, Open (Olympic (non-medal))",59,"Architecture, Open (Olympic)",Art Competitions,Art Competitions,2,3
146,"Long Jump, Men (Olympic (non-medal))",66,"Long Jump, Men (Olympic)",Tennis,Tennis,1,1
2009,Modern Pentathlon Men's Individual,68,"Individual, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,1318,1064
2072,Modern Pentathlon Men's Team,69,"Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,665,491
2162,Archery Men's Individual,70,"Individual, Men (Olympic)",Archery,Archery,959,796
2713,Men's Individual,70,"Individual, Men (Olympic)",Archery,Archery,126,796
2034,Archery Women's Individual,71,"Individual, Women (Olympic)",Archery,Archery,850,711
2752,Women's Individual,71,"Individual, Women (Olympic)",Archery,Archery,128,711
2230,Archery Women's Team,72,"Team, Women (Olympic)",Archery,Archery,411,359
2865,Women's Team,72,"Team, Women (Olympic)",Archery,Archery,72,359
2163,Archery Men's Team,73,"Team, Men (Olympic)",Archery,Archery,457,460
2638,Archery Men's Sur La Perche a La Herse,81,"Sur La Perche À La Herse, Men (Olympic)",Archery,Archery,3,10
2661,"Archery Men's Au Chapelet, 33 metres",82,"Au Chapelet, 33 metres, Men (Olympic)",Archery,Archery,5,3
2654,"Archery Men's Au Chapelet, 50 metres",83,"Au Chapelet, 50 metres, Men (Olympic)",Archery,Archery,5,4
2662,"Archery Men's Au Cordon Dore, 33 metres",84,"Au Cordon Doré, 33 metres, Men (Olympic)",Archery,Archery,5,3
2539,"Archery Men's Au Cordon Dore, 50 metres",85,"Au Cordon Doré, 50 metres, Men (Olympic)",Archery,Archery,12,8
2655,Archery Men's Championnat Du Monde,86,"Championnat Du Monde, Men (Olympic)",Archery,Archery,4,2
2493,Archery Men's Continental Style,90,"Continental Style, Men (Olympic)",Archery,Archery,32,25
2508,Archery Men's Double York Round,91,"Double York Round, Men (Olympic)",Archery,Archery,52,43
2648,Archery Men's Sur La Perche a La Pyramide,92,"Sur La Perche À La Pyramide, Men (Olympic)",Archery,Archery,3,10
2476,Archery Women's Double National Round,94,"Double National Round, Women (Olympic)",Archery,Archery,54,31
1949,"Athletics Men's 1,500 metres",95,"1,500 metres, Men (Olympic)",Athletics,Athletics,1598,1331
2041,Athletics Men's Marathon,96,"Marathon, Men (Olympic)",Athletics,Athletics,2856,2212
2700,Men's Marathon,96,"Marathon, Men (Olympic)",Athletics,Athletics,187,2212
2010,Boxing Men's Welterweight,101,"Welterweight, Men (Olympic)",Boxing,Boxing,863,689
2234,Boxing Men's Light-Heavyweight,102,"Light-Heavyweight, Men (Olympic)",Boxing,Boxing,646,515
1991,Boxing Men's Featherweight,103,"Featherweight, Men (Olympic)",Boxing,Boxing,808,644
1968,Boxing Men's Light-Welterweight,104,"Light-Welterweight, Men (Olympic)",Boxing,Boxing,680,535
1981,Boxing Men's Flyweight,105,"Flyweight, Men (Olympic)",Boxing,Boxing,803,636
2008,Boxing Men's Lightweight,106,"Lightweight, Men (Olympic)",Boxing,Boxing,886,707
1972,Boxing Men's Heavyweight,107,"Heavyweight, Men (Olympic)",Boxing,Boxing,494,394
2073,Boxing Men's Bantamweight,108,"Bantamweight, Men (Olympic)",Boxing,Boxing,858,655
2057,Boxing Men's Light-Flyweight,109,"Light-Flyweight, Men (Olympic)",Boxing,Boxing,471,356
1989,Boxing Men's Middleweight,110,"Middleweight, Men (Olympic)",Boxing,Boxing,712,569
2090,Boxing Men's Light-Middleweight,111,"Light-Middleweight, Men (Olympic)",Boxing,Boxing,448,352
2058,Boxing Men's Super-Heavyweight,112,"Super-Heavyweight, Men (Olympic)",Boxing,Boxing,187,162
115,"Baseball, Men (Olympic (non-medal))",114,"Baseball, Men (Olympic)",Baseball/Softball,Baseball,29,1039
2106,Baseball Men's Baseball,114,"Baseball, Men (Olympic)",Baseball/Softball,Baseball,1223,1039
2623,Archery Women's Double Columbia Round,117,"Double Columbia Round, Women (Olympic)",Archery,Archery,11,6
2656,Archery Women's Team Round,118,"Team Round, Women (Olympic)",Archery,Archery,8,4
2593,Archery Men's Double American Round,120,"Double American Round, Men (Olympic)",Archery,Archery,28,21
2594,Archery Men's Team Round,121,"Team Round, Men (Olympic)",Archery,Archery,21,16
132,"Individual, Men (Olympic (non-medal))",131,"Individual, Men (Olympic)",Golf,Golf,43,205
2215,Golf Men's Individual,131,"Individual, Men (Olympic)",Golf,Golf,198,205
139,"Doubles, Men (Olympic (non-medal))",134,"Doubles, Men (Olympic)",Golf,Golf,1,4
136,"Team, Men (Olympic (non-medal))",135,"Team, Men (Olympic)",Golf,Golf,21,30
2600,Golf Men's Team,135,"Team, Men (Olympic)",Golf,Golf,49,30
138,"Singles, Men (Olympic (non-medal))",137,"Singles, Men (Olympic)",Golf,Golf,1,2
2557,Jeu De Paume Men's Singles,145,"Singles, Men (Olympic)",Jeu de Paume,Jeu de Paume,13,11
3088,Men,150,"Basketball, Men (Olympic)",Basketball,Basketball,144,5758
3093,Men,150,"Basketball, Men (Olympic)",Basketball,Basketball,32,5758
1897,"Road Race, Individual, Men (Olympic)",151,"Road Race, Individual, Men (Olympic)",Cycling,Cycling Road,1,3054
1974,"Cycling Men's Road Race, Individual",151,"Road Race, Individual, Men (Olympic)",Cycling,Cycling Road,3890,3054
3074,Women,152,"Basketball, Women (Olympic)",Basketball,Basketball,143,2220
3095,Women,152,"Basketball, Women (Olympic)",Basketball,Basketball,33,2220
2370,Athletics Women's Triple Jump,153,"Triple Jump, Women (Olympic)",Athletics,Athletics,284,234
2999,Women's Triple Jump,153,"Triple Jump, Women (Olympic)",Athletics,Athletics,65,234
3082,Women,154,"Handball, Women (Olympic)",Handball,Handball,202,2481
2123,Athletics Men's Decathlon,157,"Decathlon, Men (Olympic)",Athletics,Athletics,977,813
2959,Men's Decathlon,157,"Decathlon, Men (Olympic)",Athletics,Athletics,45,813
1950,Bobsleigh Men's Four,158,"Four, Men (Olympic)",Bobsleigh,Bobsleigh,1715,1730
2334,"Canoeing Women's Kayak Doubles, 500 metres",167,"Kayak Doubles, 500 metres, Women (Olympic)",Canoeing,Canoe Sprint,552,460
2380,"Canoeing Women's Kayak Singles, 500 metres",168,"Kayak Singles, 500 metres, Women (Olympic)",Canoeing,Canoe Sprint,420,339
2134,"Canoeing Men's Kayak Doubles, 500 metres",169,"Kayak Doubles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,484,379
1986,"Canoeing Men's Kayak Fours, 1,000 metres",170,"Kayak Fours, 1,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,1044,845
2135,"Canoeing Men's Kayak Singles, 500 metres",171,"Kayak Singles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,272,218
2338,"Canoeing Men's Kayak Doubles, 1,000 metres",172,"Kayak Doubles, 1,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,873,728
2136,"Canoeing Men's Kayak Singles, 1,000 metres",173,"Kayak Singles, 1,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,515,430
2161,"Canoeing Men's Kayak Singles, Slalom",174,"Kayak Singles, Slalom, Men (Olympic)",Canoeing,Canoe Slalom,276,261
2201,"Canoeing Women's Kayak Fours, 500 metres",175,"Kayak Fours, 500 metres, Women (Olympic)",Canoeing,Canoe Sprint,554,474
2305,"Canoeing Women's Kayak Singles, Slalom",176,"Kayak Singles, Slalom, Women (Olympic)",Canoeing,Canoe Slalom,234,205
190,"Kayak Singles, 10,000 metres, Men (Olympic)",177,"Kayak Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,24,35
2356,"Canoeing Men's Kayak Singles, 10,000 metres",177,"Kayak Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,75,35
2359,"Canoeing Men's Canadian Singles, Slalom",178,"Canadian Singles, Slalom, Men (Olympic)",Canoeing,Canoe Slalom,203,185
180,"Kayak Doubles, 10,000 metres, Men (Olympic)",189,"Kayak Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,41,73
2290,"Canoeing Men's Kayak Doubles, 10,000 metres",189,"Kayak Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,149,73
2416,Canoeing Men's Kayak Relay 4 x 500 metres,181,"Kayak Relay, 4 × 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,92,73
2258,"Canoeing Men's Canadian Doubles, Slalom",182,"Canadian Doubles, Slalom, Men (Olympic)",Canoeing,Canoe Slalom,274,228
2300,"Canoeing Men's Canadian Singles, 1,000 metres",183,"Canadian Singles, 1,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,341,302
184,"Canadian Singles, 10,000 metres, Men (Olympic)",197,"Canadian Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,9,16
2450,"Canoeing Men's Canadian Singles, 10,000 metres",197,"Canadian Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,33,16
1985,"Canoeing Men's Canadian Doubles, 1,000 metres",185,"Canadian Doubles, 1,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,574,499
196,"Canadian Doubles, 10,000 metres, Men (Olympic)",186,"Canadian Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,30,32
2571,"Canoeing Men's Canadian Doubles, 10,000 metres",186,"Canadian Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,72,32
187,"Folding Kayak Doubles, 10,000 metres, Men (Olympic)",192,"Folding Kayak Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,3,23
188,"Folding Kayak Singles, 10,000 metres, Men (Olympic)",191,"Folding Kayak Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,4,9
2426,"Canoeing Men's Canadian Singles, 500 metres",193,"Canadian Singles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,193,150
1984,"Canoeing Men's Canadian Doubles, 500 metres",194,"Canadian Doubles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,326,263
2021,Rowing Women's Single Sculls,198,"Single Sculls, Women (Olympic)",Rowing,Rowing,303,242
2739,Women's Single Sculls,198,"Single Sculls, Women (Olympic)",Rowing,Rowing,64,242
274,"Team Pursuit, 4,000 metres, Men (Olympic)",199,"Team Pursuit, 4,000 metres, Men (Olympic)",Cycling,Cycling Track,184,1220
2189,"Cycling Men's Team Pursuit, 4,000 metres",199,"Team Pursuit, 4,000 metres, Men (Olympic)",Cycling,Cycling Track,1838,1220
1975,"Cycling Men's Road Race, Team",200,"Road Race, Team, Men (Olympic)",Cycling,Cycling Road,953,697
2108,Cycling Men's 100 kilometres Team Time Trial,201,"100 kilometres Team Time Trial, Men (Olympic)",Cycling,Cycling Road,1392,1069
343,"Polo, Men (Olympic (non-medal))",202,"Polo, Men (Olympic)",Polo,Polo,16,184
3039,Men,203,"Rugby, Men (Olympic)",Rugby,Rugby,159,262
1997,Rowing Men's Coxed Eights,204,"Eights, Men (Olympic)",Rowing,Rowing,3152,2527
205,"Individual, Open (Olympic)",209,"Individual, Open (Olympic)",Equestrian,Equestrian Jumping,707,1091
208,"Individual, Open (Olympic)",209,"Individual, Open (Olympic)",Equestrian,Equestrian Jumping,840,1091
206,"Team, Open (Olympic)",210,"Team, Open (Olympic)",Equestrian,Equestrian Jumping,550,984
207,"Team, Open (Olympic)",210,"Team, Open (Olympic)",Equestrian,Equestrian Jumping,789,984
405,"Lacrosse, Men (Olympic (non-medal))",212,"Lacrosse, Men (Olympic)",Lacrosse,Lacrosse,1,60
2379,Lacrosse Men's Lacrosse,212,"Lacrosse, Men (Olympic)",Lacrosse,Lacrosse,85,60
233,"Hacks and Hunter Combined, Open (Olympic)",213,"Hacks and Hunter Combined, Open (Olympic)",Equestrian,Equestrian Dressage,7,11
2118,Diving Women's Springboard,214,"Springboard, Women (Olympic)",Aquatics,Diving,793,548
215,"Individual, Men (Olympic)",217,"Individual, Men (Olympic)",Equestrian,Equestrian Eventing,317,371
219,"Individual, Men (Olympic)",217,"Individual, Men (Olympic)",Equestrian,Equestrian Eventing,134,371
224,"Individual, Men (Olympic)",217,"Individual, Men (Olympic)",Equestrian,Equestrian Eventing,17,371
216,"Team, Men (Olympic)",218,"Team, Men (Olympic)",Equestrian,Equestrian Eventing,294,347
220,"Team, Men (Olympic)",218,"Team, Men (Olympic)",Equestrian,Equestrian Eventing,78,347
225,"Team, Men (Olympic)",218,"Team, Men (Olympic)",Equestrian,Equestrian Eventing,9,347
223,Equestrian Eventing (Equestrian),221,Equestrian Eventing (Equestrian),Equestrian,Equestrian Jumping,10,61
237,"Four-In-Hand Competition, Open (Olympic)",226,"Four-In-Hand Competition, Open (Olympic)",Equestrian,Equestrian Driving,1,26
239,"Four-In-Hand Competition, Open (Olympic)",226,"Four-In-Hand Competition, Open (Olympic)",Equestrian,Equestrian Driving,1,26
2005,"Fencing Men's Sabre, Team",228,"Sabre, Team, Men (Olympic)",Fencing,Fencing,1773,1503
2722,Men's Sabre Team,228,"Sabre, Team, Men (Olympic)",Fencing,Fencing,67,1503
238,Equestrian Driving (Equestrian),236,Equestrian Driving (Equestrian),Equestrian,Equestrian Jumping,1,1
2372,Bobsleigh Men's Four/Five,240,"Four/Five, Men (Olympic)",Bobsleigh,Bobsleigh,155,156
2052,"Fencing Men's Sabre, Individual",241,"Sabre, Individual, Men (Olympic)",Fencing,Fencing,1674,1430
2721,Men's Sabre Individual,241,"Sabre, Individual, Men (Olympic)",Fencing,Fencing,69,1430
2355,Cycling Men's 20 kilometres,242,"20 kilometres, Men (Olympic)",Cycling,Cycling Track,94,44
269,"Individual Pursuit, 4,000 metres, Men (Olympic)",243,"Individual Pursuit, 4,000 metres, Men (Olympic)",Cycling,Cycling Track,46,227
2152,"Cycling Men's Individual Pursuit, 4,000 metres",243,"Individual Pursuit, 4,000 metres, Men (Olympic)",Cycling,Cycling Track,356,227
246,"Sprint, Men (Olympic)",244,"Sprint, Men (Olympic)",Cycling,Cycling Track,39,708
2101,Cycling Men's Sprint,244,"Sprint, Men (Olympic)",Cycling,Cycling Track,994,708
2940,Men's Sprint,244,"Sprint, Men (Olympic)",Cycling,Cycling Track,71,708
1184,Cycling Track (Cycling),245,Cycling Track (Cycling),Cycling,Cycling Road,1,370
247,"1,000 metres Time Trial, Men (Olympic)",270,"1,000 metres Time Trial, Men (Olympic)",Cycling,Cycling Track,51,366
2151,"Cycling Men's 1,000 metres Time Trial",270,"1,000 metres Time Trial, Men (Olympic)",Cycling,Cycling Track,561,366
248,"Points Race, Men (Olympic)",271,"Points Race, Men (Olympic)",Cycling,Cycling Track,27,198
2281,Cycling Men's Points Race,271,"Points Race, Men (Olympic)",Cycling,Cycling Track,294,198
1624,"Road Race, Individual, Women (Olympic)",249,"Road Race, Individual, Women (Olympic)",Cycling,Cycling Road,3,599
2031,"Cycling Women's Road Race, Individual",249,"Road Race, Individual, Women (Olympic)",Cycling,Cycling Road,744,599
1497,Cycling Mountain Bike (Cycling),250,Cycling Mountain Bike (Cycling),Cycling,Cycling Road,2,13
251,"Cross-Country, Women (Olympic)",252,"Cross-Country, Women (Olympic)",Cycling,Mountain Bike,9,273
256,"Individual Pursuit, Women (Olympic)",253,"Individual Pursuit, Women (Olympic)",Cycling,Cycling Track,21,45
257,"Points Race, Women (Olympic)",254,"Points Race, Women (Olympic)",Cycling,Cycling Track,23,58
2482,Cycling Women's Points Race,254,"Points Race, Women (Olympic)",Cycling,Cycling Track,116,58
1625,"Individual Time Trial, Women (Olympic)",255,"Individual Time Trial, Women (Olympic)",Cycling,Cycling Road,3,168
2473,Cycling Women's Individual Time Trial,255,"Individual Time Trial, Women (Olympic)",Cycling,Cycling Road,208,168
2666,Women's Individual Time Trial,255,"Individual Time Trial, Women (Olympic)",Cycling,Cycling Road,60,168
258,"Team Pursuit, Women (Olympic)",1473,"Team Pursuit, Women (Olympic)",Cycling,Cycling Track,4,105
2467,Cycling Women's Team Pursuit,1473,"Team Pursuit, Women (Olympic)",Cycling,Cycling Track,89,105
2860,Women's Team Pursuit Team,1473,"Team Pursuit, Women (Olympic)",Cycling,Cycling Track,44,105
3044,Women's Team Pursuit,1473,"Team Pursuit, Women (Olympic)",Cycling,Cycling Track,53,105
268,"Sprint, Women (Olympic)",259,"Sprint, Women (Olympic)",Cycling,Cycling Track,2,147
1998,Cycling Women's Sprint,259,"Sprint, Women (Olympic)",Cycling,Cycling Track,158,147
2893,Women's Sprint,259,"Sprint, Women (Olympic)",Cycling,Cycling Track,67,147
1999,Cycling Women's 500 metres Time Trial,260,"500 metres Time Trial, Women (Olympic)",Cycling,Cycling Track,38,29
2488,Bobsleigh Women's Two,261,"Two, Women (Olympic)",Bobsleigh,Bobsleigh,143,220
2044,"Athletics Women's 3,000 metres",262,"3,000 metres, Women (Olympic)",Athletics,Athletics,163,99
1249,"3,000 m, Women (Olympic (non-medal))",263,"3,000 metres, Women (Olympic)",Skating,Speed Skating,17,451
2538,Cycling Women's Keirin,266,"Keirin, Women (Olympic)",Cycling,Cycling Track,60,74
2894,Women's Keirin,266,"Keirin, Women (Olympic)",Cycling,Cycling Track,67,74
2603,Cycling Women's Team Sprint,267,"Team Sprint, Women (Olympic)",Cycling,Cycling Track,48,54
2903,Women's Team Sprint Team,267,"Team Sprint, Women (Olympic)",Cycling,Cycling Track,19,54
3080,Women's Team Sprint,267,"Team Sprint, Women (Olympic)",Cycling,Cycling Track,31,54
300,"Madison, Men (Olympic)",272,"Madison, Men (Olympic)",Cycling,Cycling Track,5,121
2330,Cycling Men's Madison,272,"Madison, Men (Olympic)",Cycling,Cycling Track,123,121
3090,Men's Madison,272,"Madison, Men (Olympic)",Cycling,Cycling Track,43,121
298,"50 kilometres, Men (Olympic)",273,"50 kilometres, Men (Olympic)",Cycling,Cycling Track,15,53
2352,Cycling Men's 50 kilometres,273,"50 kilometres, Men (Olympic)",Cycling,Cycling Track,103,53
293,"Tandem Sprint, 2,000 metres, Men (Olympic)",275,"Tandem Sprint, 2,000 metres, Men (Olympic)",Cycling,Cycling Track,8,278
2278,"Cycling Men's Tandem Sprint, 2,000 metres",275,"Tandem Sprint, 2,000 metres, Men (Olympic)",Cycling,Cycling Track,403,278
2446,"Cycling Men's Team Pursuit, 1,980 yards",276,"Team Pursuit, 1,980 yards, Men (Olympic)",Cycling,Cycling Track,33,20
2447,"Cycling Men's 5,000 metres",277,"5,000 metres, Men (Olympic)",Cycling,Cycling Track,98,42
287,"100 kilometres, Men (Olympic)",278,"100 kilometres, Men (Olympic)",Cycling,Cycling Track,8,43
2448,Cycling Men's 100 kilometres,278,"100 kilometres, Men (Olympic)",Cycling,Cycling Track,68,43
1771,"Individual Time Trial, Men (Olympic)",279,"Individual Time Trial, Men (Olympic)",Cycling,Cycling Road,1,263
2336,Cycling Men's Individual Time Trial,279,"Individual Time Trial, Men (Olympic)",Cycling,Cycling Road,282,263
2851,Men's Individual Time Trial,279,"Individual Time Trial, Men (Olympic)",Cycling,Cycling Road,73,263
314,"Cross-Country, Men (Olympic)",285,"Cross-Country, Men (Olympic)",Cycling,Mountain Bike,4,389
1498,"Cross-Country, Men (Olympic)",285,"Cross-Country, Men (Olympic)",Cycling,Mountain Bike,2,389
1496,"Team Sprint, Men (Olympic)",288,"Team Sprint, Men (Olympic)",Cycling,Cycling Track,1,196
2485,Cycling Men's Team Sprint,288,"Team Sprint, Men (Olympic)",Cycling,Cycling Track,215,196
2980,Men's Team Sprint Team,288,"Team Sprint, Men (Olympic)",Cycling,Cycling Track,32,196
3102,Men's Team Sprint,288,"Team Sprint, Men (Olympic)",Cycling,Cycling Track,32,196
2560,Cycling Men's 1 mile,290,"1 mile, Men (Olympic)",Cycling,Cycling Track,11,8
318,"Sprint, Men (Intercalated)",294,"Sprint, Men (Intercalated)",Cycling,Cycling Track,10,15
319,"333⅓ metres Time Trial, Men (Intercalated)",295,"333⅓ metres Time Trial, Men (Intercalated)",Cycling,Cycling Track,11,13
321,"5,000 metres, Men (Intercalated)",296,"5,000 metres, Men (Intercalated)",Cycling,Cycling Track,12,13
297,"20 kilometres, Men (Intercalated)",323,"20 kilometres, Men (Intercalated)",Cycling,Cycling Road,9,14
1474,"Keirin, Men (Olympic)",299,"Keirin, Men (Olympic)",Cycling,Cycling Track,2,139
2484,Cycling Men's Keirin,299,"Keirin, Men (Olympic)",Cycling,Cycling Track,144,139
2941,Men's Keirin,299,"Keirin, Men (Olympic)",Cycling,Cycling Track,72,139
1601,"Omnium, Men (Olympic)",301,"Omnium, Men (Olympic)",Cycling,Cycling Track,1,54
2477,Cycling Men's Omnium,301,"Omnium, Men (Olympic)",Cycling,Cycling Track,53,54
2996,Men's Omnium,301,"Omnium, Men (Olympic)",Cycling,Cycling Track,68,54
2530,Cycling Men's 25 kilometres,302,"25 kilometres, Men (Olympic)",Cycling,Cycling Track,12,9
3023,Men,303,"Football, Men (Olympic)",Football,Football,313,9940
2644,"Cycling Men's 10,000 metres",313,"10,000 metres, Men (Olympic)",Cycling,Cycling Road,9,5
320,"Tandem Sprint, 2,000 metres, Men (Intercalated)",325,"Tandem Sprint, 2,000 metres, Men (Intercalated)",Cycling,Cycling Track,5,6
324,"12-Hours Race, Men (Olympic)",322,"12-Hours Race, Men (Olympic)",Cycling,Cycling Road,2,4
2658,Cycling Men's 12-Hours Race,322,"12-Hours Race, Men (Olympic)",Cycling,Cycling Road,8,4
326,"Bicycle Polo, Men (Olympic (non-medal))",2884,Men,Cycling,BMX Racing,1,58
1319,"18 kilometres, Men (Olympic)",329,"18 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,12,374
1337,"18 kilometres, Men (Olympic)",329,"18 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,5,374
1342,"50 kilometres, Men (Olympic)",330,"50 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,5,1289
1372,"50 kilometres, Men (Olympic)",330,"50 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,1,1289
1427,"50 kilometres, Men (Olympic)",330,"50 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,2,1289
3033,Women,338,"Hockey, Women (Olympic)",Hockey,Hockey,203,2398
2167,Athletics Women's 400 metres,339,"400 metres, Women (Olympic)",Athletics,Athletics,878,647
