id_evento_secundario,nombre_secundario,id_evento_canonico,nombre_canonico,deporte,disciplina,part_secundario,part_canonico
3105,Women,1410,"Water Polo, Women (Olympic)",Aquatics,Water Polo,130,622
2095,Weightlifting Women's Light-Heavyweight,1411,"Light-Heavyweight, Women (Olympic)",Weightlifting,Weightlifting,94,78
2081,Weightlifting Women's Lightweight,1412,"Lightweight, Women (Olympic)",Weightlifting,Weightlifting,107,89
2190,Weightlifting Women's Middleweight,1413,"Middleweight, Women (Olympic)",Weightlifting,Weightlifting,85,74
1936,Weightlifting Women's Super-Heavyweight,1414,"Super-Heavyweight, Women (Olympic)",Weightlifting,Weightlifting,80,78
2023,Weightlifting Women's Featherweight,1415,"Featherweight, Women (Olympic)",Weightlifting,Weightlifting,81,68
2306,Weightlifting Women's Flyweight,1416,"Flyweight, Women (Olympic)",Weightlifting,Weightlifting,89,81
1647,"Halfpipe, Men (Olympic)",1437,"Halfpipe, Men (Olympic)",Skiing,Snowboard,78,243
1643,"Halfpipe, Women (Olympic)",1438,"Halfpipe, Women (Olympic)",Skiing,Snowboard,65,185
1666,"Parallel Giant Slalom, Women (Olympic)",1440,"Parallel Giant Slalom, Women (Olympic)",Skiing,Snowboard,1,183
1442,"Curling, Women (Olympic (non-medal))",1441,"Curling, Women (Olympic)",Curling,Curling,24,322
2238,Curling Women's Curling,1441,"Curling, Women (Olympic)",Curling,Curling,222,322
1444,"Curling, Men (Olympic (non-medal))",1443,"Curling, Men (Olympic)",Curling,Curling,14,334
2205,Curling Men's Curling,1443,"Curling, Men (Olympic)",Curling,Curling,241,334
1642,"Slopestyle, Women (Olympic)",1447,"Slopestyle, Women (Olympic)",Skiing,Snowboard,69,77
2371,Skeleton Women's Skeleton,1451,"Skeleton, Women (Olympic)",Bobsleigh,Skeleton,66,109
2590,Roque Men's Singles,1462,"Singles, Men (Olympic)",Roque,Roque,4,4
2651,Shooting Men's Unknown Event,1463,"Unknown Event, Men (Olympic)",Shooting,Shooting,4,3
2289,Sailing Women's Skiff,1466,"Skiff, Women (Olympic)",Sailing,Sailing,49,82
3087,Women's Skiff,1466,"Skiff, Women (Olympic)",Sailing,Sailing,40,82
2453,Sailing Men's Skiff,1467,"Skiff, Men (Olympic)",Sailing,Sailing,106,118
3060,Men's Skiff,1467,"Skiff, Men (Olympic)",Sailing,Sailing,40,118
2542,"Canoeing Men's Canadian Singles, 200 metres",1469,"Canadian Singles, 200 metres, Men (Olympic)",Canoeing,Canoe Sprint,59,50
2474,"Fencing Women's Sabre, Individual",1470,"Sabre, Individual, Women (Olympic)",Fencing,Fencing,174,164
2905,Women's Sabre Individual,1470,"Sabre, Individual, Women (Olympic)",Fencing,Fencing,72,164
2344,"Fencing Women's Sabre, Team",1471,"Sabre, Team, Women (Olympic)",Fencing,Fencing,76,95
2906,Women's Sabre Team,1471,"Sabre, Team, Women (Olympic)",Fencing,Fencing,67,95
2496,"Wrestling Women's Flyweight, Freestyle",1476,"Flyweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,94,84
2247,"Wrestling Women's Featherweight, Freestyle",1477,"Featherweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,23,34
2509,"Wrestling Women's Middleweight, Freestyle",1478,"Middleweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,84,84
1898,"Normal Hill, Team, Mixed (Olympic)",1480,"Normal Hill, Team, Mixed (Olympic)",Skiing,Ski Jumping,1,35
1644,"Slopestyle, Men (Olympic)",1481,"Slopestyle, Men (Olympic)",Skiing,Snowboard,88,92
1656,"Big Air, Women (Olympic)",1483,"Big Air, Women (Olympic)",Skiing,Snowboard,24,53
2376,Cycling Women's BMX,1495,"BMX, Women (Olympic)",Cycling,BMX Racing,62,70
2192,"Wrestling Women's Light-Heavyweight, Freestyle",1520,"Light-Heavyweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,24,33
1667,"Big Air, Men (Olympic)",1526,"Big Air, Men (Olympic)",Skiing,Snowboard,26,62
2375,Boxing Women's Lightweight,1546,"Lightweight, Women (Olympic)",Boxing,Boxing,29,40
2235,Boxing Women's Flyweight,1547,"Flyweight, Women (Olympic)",Boxing,Boxing,29,48
2452,Boxing Women's Middleweight,1548,"Middleweight, Women (Olympic)",Boxing,Boxing,24,36
1614,"Individual, Girls (YOG)",1630,"Individual, Girls (YOG)",Gymnastics,Trampoline Gymnastics,3,4
1648,"Halfpipe, Boys (YOG)",1673,"Halfpipe, Boys (YOG)",Skiing,Snowboard,25,31
1649,"Slopestyle, Boys (YOG)",1672,"Slopestyle, Boys (YOG)",Skiing,Snowboard,31,40
2404,"Ski Jumping Women's Normal Hill, Individual",1652,"Normal Hill, Individual, Women (Olympic)",Skiing,Ski Jumping,30,99
1662,"Medium Hill, Team, Mixed Youth (YOG)",1654,"Medium Hill, Team, Mixed Youth (YOG)",Skiing,Ski Jumping,4,8
1665,Snowboarding (Skiing),1807,Snowboarding (Skiing),Skiing,Snowboard,1,2
1778,"Halfpipe, Girls (YOG)",1668,"Halfpipe, Girls (YOG)",Skiing,Freestyle Skiing,20,20
1674,"500 metres, Girls (YOG)",1789,"500 metres, Girls (YOG)",Skating,Speed Skating,34,41
1816,"3,000 metres Relay, Mixed Youth (YOG)",1675,"3,000 metres Relay, Mixed Youth (YOG)",Skating,Short Track Speed Skating,1,45
1817,"1,000 metres, Girls (YOG)",1676,"1,000 metres, Girls (YOG)",Skating,Short Track Speed Skating,1,34
1682,"Sprint, Boys (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",7,14
1683,"10 kilometres, Boys (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",7,14
1780,"Sprint, Girls (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",7,14
1781,"5 kilometres, Girls (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",7,14
1797,"Cross-Country Skiing / Ski Jumping / Nordic Combined Team, Mixed Youth (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",9,14
1799,"Normal Hill, Team, Mixed Youth (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",9,14
1801,"Normal Hill / 5 km, Individual, Boys (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",4,14
1804,"Normal Hill, Individual, Boys (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",2,14
1806,"Freestyle/Snowboard Relay, Mixed Youth (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",3,14
1808,"Cross, Girls (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",2,14
1812,"Normal Hill, Individual, Girls (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",3,14
1822,"Ski Cross, Girls (YOG)",1680,"Cross-Country / Biathlon Relay, Mixed Youth (YOG)",YOG,"Cross-Country / Biathlon Relay, Mixed Youth",1,14
2140,Rugby Sevens Women's Rugby Sevens,1690,"Rugby Sevens, Women (Olympic)",Rugby,Rugby Sevens,198,297
2255,Rugby Sevens Men's Rugby Sevens,1728,"Rugby Sevens, Men (Olympic)",Rugby,Rugby Sevens,191,301
1805,"Cross, Boys (YOG)",1774,"Cross, Boys (YOG)",Skiing,Cross Country Skiing,29,89
1821,Freestyle Skiing (Skiing),1775,Freestyle Skiing (Skiing),Skiing,Alpine Skiing,1,2
1776,"Ski Cross, Boys (YOG)",1837,"Ski Cross, Boys (YOG)",Skiing,Freestyle Skiing,1,27
1782,"Slopestyle, Girls (YOG)",1777,"Slopestyle, Girls (YOG)",Skiing,Snowboard,25,31
1838,"Ski Cross, Girls (YOG)",1786,"Ski Cross, Girls (YOG)",Skiing,Freestyle Skiing,1,24
1873,"Cross, Girls (YOG)",1787,"Cross, Girls (YOG)",Skiing,Cross Country Skiing,27,82
1818,"500 metres, Boys (YOG)",1793,"500 metres, Boys (YOG)",Skating,Short Track Speed Skating,36,40
1795,Mixed Sports,1869,Mixed Sports,Skiing,Snowboard,21,40
1832,Mixed Sports,1869,Mixed Sports,Skiing,Snowboard,39,40
1839,Mixed Sports,1869,Mixed Sports,Skiing,Snowboard,1,40
1864,Mixed Sports,1869,Mixed Sports,Skiing,Snowboard,21,40
1866,Mixed Sports,1869,Mixed Sports,Skiing,Snowboard,19,40
1800,Nordic Combined (Skiing),1798,Ski Jumping (Skiing),Skiing,Ski Jumping,4,9
1823,"Big Air, Girls (YOG)",1871,"Big Air, Girls (YOG)",Skiing,Snowboard,21,25
1840,"Freestyle/Snowboard Relay, Mixed Youth (YOG)",1833,"Freestyle/Snowboard Relay, Mixed Youth (YOG)",Skiing,Freestyle Skiing,1,39
1872,"Big Air, Boys (YOG)",1850,"Big Air, Boys (YOG)",Skiing,Freestyle Skiing,22,26
1855,"3-on-3 Ice Hockey, Girls (YOG)",1852,"3-on-3 Ice Hockey, Girls (YOG)",Ice Hockey,3-on-3 Ice Hockey,13,91
1868,"Normal Hill / 6 km, Individual, Boys (YOG)",1858,"Normal Hill / 6 km, Individual, Boys (YOG)",Skiing,Nordic Combined,1,26
1859,"Normal Hill, Team, Mixed Youth (YOG)",1862,"Normal Hill, Team, Mixed Youth (YOG)",Skiing,Ski Jumping,22,26
1863,"Normal Hill / 4 km, Individual, Girls (YOG)",1860,"Normal Hill / 4 km, Individual, Girls (YOG)",Skiing,Nordic Combined,2,21
2966,Men Team,2676,Men Team,Basketball,Basketball,32,144
2962,Women Team,2677,Women Team,Basketball,Basketball,31,140
2685,Softball Team,2845,Baseball Team,Baseball/Softball,Baseball,90,140
2727,Men Team,2785,Men Team,Volleyball,Volleyball,46,144
2737,Men,3036,Men,Gymnastics,Artistic Gymnastics,32,96
2797,Women,3012,Women,Gymnastics,Artistic Gymnastics,32,94
2929,Women Team,2811,Women Team,Volleyball,Volleyball,47,142
2976,Men's Team Pursuit Team,3099,Men's Team Pursuit,Cycling,Cycling Track,47,50
