origen,destino_canonico,accion,clasificacion,evidencia
536976,71144,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31034, edición=20, evento=493, NOC=221, medalla=."
536977,71145,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31034, edición=20, evento=494, NOC=221, medalla=."
536978,71146,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31034, edición=20, evento=495, NOC=221, medalla=."
612078,71147,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31035, edición=18, evento=488, NOC=221, medalla=Gold."
547147,71163,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=488, NOC=221, medalla=."
547148,71164,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=489, NOC=221, medalla=Silver."
547149,71165,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=490, NOC=221, medalla=."
547150,71166,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=491, NOC=221, medalla=."
547151,71167,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=492, NOC=221, medalla=."
547152,71168,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=493, NOC=221, medalla=."
547153,71169,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=494, NOC=221, medalla=."
547154,71170,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31036, edición=30, evento=495, NOC=221, medalla=."
547594,71171,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=488, NOC=221, medalla=Bronze."
547595,71172,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=489, NOC=221, medalla=Gold."
547596,71173,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=490, NOC=221, medalla=."
547597,71174,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=491, NOC=221, medalla=Bronze."
547598,71175,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=492, NOC=221, medalla=."
547599,71176,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=493, NOC=221, medalla=Silver."
547600,71177,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=494, NOC=221, medalla=."
547601,71178,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=20, evento=495, NOC=221, medalla=."
547602,71179,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=488, NOC=221, medalla=Bronze."
547603,71180,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=489, NOC=221, medalla=Silver."
547604,71181,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=490, NOC=221, medalla=Silver."
547605,71182,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=491, NOC=221, medalla=."
547606,71183,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=492, NOC=221, medalla=."
547607,71184,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=493, NOC=221, medalla=."
547608,71185,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=494, NOC=221, medalla=."
547609,71186,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=22, evento=495, NOC=221, medalla=."
547610,71187,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=488, NOC=221, medalla=."
547611,71188,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=489, NOC=221, medalla=Silver."
547612,71189,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=490, NOC=221, medalla=."
547613,71190,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=491, NOC=221, medalla=."
547614,71191,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=492, NOC=221, medalla=."
547615,71192,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=493, NOC=221, medalla=Silver."
547616,71193,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=494, NOC=221, medalla=."
547617,71194,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31037, edición=24, evento=495, NOC=221, medalla=."
547701,71195,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=488, NOC=221, medalla=."
547702,71196,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=489, NOC=221, medalla=Gold."
547703,71197,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=490, NOC=221, medalla=."
547704,71198,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=492, NOC=221, medalla=Gold."
547705,71199,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=493, NOC=221, medalla=."
547706,71200,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=494, NOC=221, medalla=Silver."
547707,71201,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31038, edición=32, evento=495, NOC=221, medalla=."
551082,71202,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=488, NOC=221, medalla=."
551083,71203,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=489, NOC=221, medalla=Silver."
551084,71204,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=490, NOC=221, medalla=."
551085,71205,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=491, NOC=221, medalla=."
551086,71206,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=492, NOC=221, medalla=."
551087,71207,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=493, NOC=221, medalla=."
551088,71208,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=494, NOC=221, medalla=."
551089,71209,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31039, edición=24, evento=495, NOC=221, medalla=Bronze."
561655,71210,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=488, NOC=221, medalla=Silver."
561656,71211,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=489, NOC=221, medalla=Silver."
561657,71212,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=490, NOC=221, medalla=."
561658,71213,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=491, NOC=221, medalla=Gold."
561659,71214,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=492, NOC=221, medalla=Silver."
561660,71215,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=493, NOC=221, medalla=Gold."
561661,71216,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=494, NOC=221, medalla=Silver."
561662,71217,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=26, evento=495, NOC=221, medalla=Bronze."
561663,71218,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=488, NOC=221, medalla=."
561664,71219,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=489, NOC=221, medalla=Silver."
561665,71220,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=490, NOC=221, medalla=."
561666,71221,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=491, NOC=221, medalla=."
561667,71222,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=492, NOC=221, medalla=."
561668,71223,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=493, NOC=221, medalla=."
561669,71224,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=494, NOC=221, medalla=Silver."
561670,71225,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31040, edición=28, evento=495, NOC=221, medalla=."
313246,71226,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=488, NOC=223, medalla=."
313247,71227,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=489, NOC=223, medalla=."
313248,71228,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=490, NOC=223, medalla=."
313249,71229,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=491, NOC=223, medalla=."
313250,71230,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=492, NOC=223, medalla=."
313251,71231,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=493, NOC=223, medalla=."
313252,71232,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=494, NOC=223, medalla=."
313253,71233,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31041, edición=26, evento=495, NOC=223, medalla=."
314809,71234,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31042, edición=3, evento=488, NOC=223, medalla=."
319380,71241,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=488, NOC=223, medalla=."
319381,71242,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=489, NOC=223, medalla=."
319382,71243,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=490, NOC=223, medalla=."
319383,71244,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=491, NOC=223, medalla=."
319384,71245,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=492, NOC=223, medalla=."
319385,71246,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=493, NOC=223, medalla=."
319386,71247,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=494, NOC=223, medalla=."
319387,71248,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=28, evento=495, NOC=223, medalla=."
319388,71249,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=488, NOC=223, medalla=."
319389,71250,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=489, NOC=223, medalla=."
319390,71251,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=490, NOC=223, medalla=."
319391,71252,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=491, NOC=223, medalla=."
319392,71253,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=492, NOC=223, medalla=."
319393,71254,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=493, NOC=223, medalla=."
319394,71255,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=494, NOC=223, medalla=."
319395,71256,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31044, edición=30, evento=495, NOC=223, medalla=."
320731,71257,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=488, NOC=223, medalla=."
320732,71258,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=489, NOC=223, medalla=."
320733,71259,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=491, NOC=223, medalla=."
320734,71260,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=492, NOC=223, medalla=."
320735,71261,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=493, NOC=223, medalla=."
320736,71262,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31045, edición=41, evento=495, NOC=223, medalla=."
322189,71263,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=488, NOC=223, medalla=."
322190,71264,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=489, NOC=223, medalla=."
322191,71265,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=490, NOC=223, medalla=."
322192,71266,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=491, NOC=223, medalla=."
322193,71267,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=492, NOC=223, medalla=."
322194,71268,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=493, NOC=223, medalla=."
322195,71269,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=494, NOC=223, medalla=."
322196,71270,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=22, evento=495, NOC=223, medalla=."
322197,71271,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=488, NOC=223, medalla=."
322198,71272,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=489, NOC=223, medalla=."
322199,71273,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=490, NOC=223, medalla=."
322200,71274,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=491, NOC=223, medalla=."
322201,71275,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=492, NOC=223, medalla=."
322202,71276,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=493, NOC=223, medalla=."
322203,71277,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=494, NOC=223, medalla=."
322204,71278,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31046, edición=24, evento=495, NOC=223, medalla=."
322400,71279,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=488, NOC=223, medalla=."
322401,71280,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=489, NOC=223, medalla=."
322402,71281,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=490, NOC=223, medalla=."
322403,71282,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=491, NOC=223, medalla=."
322404,71283,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=492, NOC=223, medalla=."
322405,71284,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=493, NOC=223, medalla=."
322406,71285,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=494, NOC=223, medalla=."
322407,71286,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31047, edición=24, evento=495, NOC=223, medalla=."
323401,71287,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31048, edición=3, evento=488, NOC=223, medalla=."
325000,71295,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=488, NOC=223, medalla=."
325001,71296,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=489, NOC=223, medalla=."
325002,71297,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=490, NOC=223, medalla=."
325003,71298,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=491, NOC=223, medalla=."
325004,71299,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=492, NOC=223, medalla=."
325005,71300,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=493, NOC=223, medalla=."
325006,71301,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=494, NOC=223, medalla=."
325007,71302,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31051, edición=30, evento=495, NOC=223, medalla=."
325535,71303,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=488, NOC=223, medalla=."
325536,71304,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=489, NOC=223, medalla=."
325537,71305,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=490, NOC=223, medalla=."
325538,71306,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=491, NOC=223, medalla=."
325539,71307,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=492, NOC=223, medalla=."
325540,71308,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=493, NOC=223, medalla=."
325541,71309,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=494, NOC=223, medalla=."
325542,71310,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=18, evento=495, NOC=223, medalla=."
325543,71311,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=488, NOC=223, medalla=."
325544,71312,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=489, NOC=223, medalla=."
325545,71313,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=490, NOC=223, medalla=."
325546,71314,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=491, NOC=223, medalla=."
325547,71315,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=492, NOC=223, medalla=."
325548,71316,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=493, NOC=223, medalla=."
325549,71317,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=494, NOC=223, medalla=."
325550,71318,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=20, evento=495, NOC=223, medalla=."
325551,71319,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=22, evento=488, NOC=223, medalla=."
325552,71320,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=22, evento=489, NOC=223, medalla=."
325553,71321,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=22, evento=490, NOC=223, medalla=."
325554,71322,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=31052, edición=22, evento=491, NOC=223, medalla=."
