origen,destino_canonico,accion,clasificacion,evidencia
538227,113357,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50550, edición=32, evento=779, NOC=221, medalla=."
538229,113359,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50550, edición=32, evento=781, NOC=221, medalla=Gold."
538237,113361,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50551, edición=28, evento=791, NOC=221, medalla=."
538876,113362,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50552, edición=28, evento=803, NOC=221, medalla=."
538877,113363,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50552, edición=28, evento=804, NOC=221, medalla=."
539185,113365,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50553, edición=24, evento=810, NOC=221, medalla=."
539896,113366,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50554, edición=26, evento=783, NOC=221, medalla=."
544044,113368,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50555, edición=38, evento=810, NOC=70, medalla=Silver."
544045,113369,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50555, edición=38, evento=781, NOC=70, medalla=Gold."
551619,113382,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50564, edición=24, evento=791, NOC=221, medalla=."
560993,113391,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50568, edición=36, evento=791, NOC=221, medalla=Bronze."
560995,113393,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50568, edición=38, evento=791, NOC=70, medalla=Silver."
573954,113396,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50569, edición=36, evento=791, NOC=221, medalla=Bronze."
577492,113399,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50572, edición=36, evento=803, NOC=221, medalla=."
577493,113400,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50572, edición=36, evento=804, NOC=221, medalla=."
316902,113405,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50574, edición=26, evento=790, NOC=222, medalla=."
388983,113445,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50585, edición=41, evento=783, NOC=222, medalla=."
388984,113446,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50585, edición=41, evento=784, NOC=222, medalla=."
519178,113454,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50590, edición=34, evento=779, NOC=222, medalla=."
519181,113457,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50590, edición=34, evento=783, NOC=222, medalla=."
519183,113459,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50590, edición=36, evento=779, NOC=222, medalla=."
310732,113462,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50591, edición=38, evento=790, NOC=223, medalla=Silver."
351383,113558,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50632, edición=28, evento=801, NOC=223, medalla=Silver."
356907,113576,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50643, edición=26, evento=790, NOC=223, medalla=Silver."
356908,113577,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50643, edición=26, evento=801, NOC=223, medalla=Bronze."
356910,113579,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50643, edición=28, evento=790, NOC=223, medalla=."
356911,113580,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50643, edición=28, evento=801, NOC=223, medalla=Bronze."
360010,113583,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50644, edición=24, evento=790, NOC=223, medalla=."
360260,113585,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50645, edición=28, evento=790, NOC=223, medalla=."
371054,113600,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50653, edición=24, evento=790, NOC=223, medalla=Bronze."
378840,113621,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50662, edición=30, evento=790, NOC=223, medalla=."
386973,113636,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50671, edición=26, evento=801, NOC=223, medalla=."
403216,113690,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50699, edición=26, evento=790, NOC=223, medalla=."
403217,113691,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50699, edición=26, evento=801, NOC=223, medalla=."
404988,113696,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50701, edición=34, evento=801, NOC=223, medalla=."
412674,113707,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50706, edición=41, evento=801, NOC=223, medalla=."
417200,113716,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50712, edición=34, evento=790, NOC=223, medalla=Silver."
418218,113722,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50716, edición=36, evento=790, NOC=223, medalla=."
455926,113788,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50749, edición=20, evento=790, NOC=223, medalla=Gold."
458588,113797,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50752, edición=41, evento=790, NOC=223, medalla=Bronze."
462718,113816,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50760, edición=34, evento=790, NOC=223, medalla=Gold."
462719,113817,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50760, edición=34, evento=801, NOC=223, medalla=Gold."
462721,113819,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50760, edición=36, evento=790, NOC=223, medalla=."
462722,113820,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50760, edición=36, evento=801, NOC=223, medalla=Bronze."
468396,113841,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50770, edición=28, evento=801, NOC=223, medalla=Gold."
468397,113842,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50770, edición=30, evento=801, NOC=223, medalla=."
503635,113901,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50803, edición=20, evento=790, NOC=223, medalla=Silver."
515862,113935,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50818, edición=41, evento=801, NOC=223, medalla=."
516921,113936,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50819, edición=38, evento=790, NOC=223, medalla=."
516922,113937,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50819, edición=38, evento=801, NOC=223, medalla=Gold."
521517,113950,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50826, edición=22, evento=790, NOC=223, medalla=Gold."
522442,113953,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50827, edición=20, evento=790, NOC=223, medalla=Bronze."
525595,113957,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50831, edición=26, evento=790, NOC=223, medalla=Bronze."
526153,113959,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50832, edición=28, evento=790, NOC=223, medalla=."
537225,113993,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50849, edición=24, evento=790, NOC=223, medalla=Gold."
546276,114028,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50859, edición=43, evento=790, NOC=223, medalla=."
546280,114032,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50859, edición=45, evento=790, NOC=223, medalla=."
549122,114042,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50860, edición=43, evento=790, NOC=223, medalla=Bronze."
555826,114054,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50865, edición=41, evento=790, NOC=223, medalla=Gold."
565914,114089,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50877, edición=30, evento=801, NOC=223, medalla=."
569659,114101,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50884, edición=22, evento=790, NOC=223, medalla=."
570104,114107,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50888, edición=30, evento=790, NOC=223, medalla=."
570105,114108,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50888, edición=30, evento=801, NOC=223, medalla=."
319281,114127,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50897, edición=24, evento=810, NOC=223, medalla=Gold."
320359,114130,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50899, edición=28, evento=784, NOC=223, medalla=Bronze."
328322,114143,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50906, edición=36, evento=791, NOC=223, medalla=Gold."
328324,114145,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50906, edición=38, evento=791, NOC=223, medalla=Gold."
330261,114147,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=34, evento=810, NOC=223, medalla=Gold."
330264,114150,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=36, evento=779, NOC=223, medalla=Bronze."
330265,114151,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=36, evento=810, NOC=223, medalla=Gold."
330266,114152,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=36, evento=781, NOC=223, medalla=Gold."
330267,114153,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=36, evento=783, NOC=223, medalla=Silver."
330268,114154,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=36, evento=791, NOC=223, medalla=Gold."
330271,114157,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=38, evento=810, NOC=223, medalla=Gold."
330272,114158,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50908, edición=38, evento=791, NOC=223, medalla=Gold."
331482,114160,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50910, edición=22, evento=781, NOC=223, medalla=Gold."
333709,114163,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50913, edición=12, evento=781, NOC=223, medalla=Silver."
334788,114165,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50914, edición=30, evento=783, NOC=223, medalla=Silver."
336797,114170,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50916, edición=20, evento=781, NOC=223, medalla=Silver."
337141,114173,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50917, edición=8, evento=781, NOC=223, medalla=Gold."
338445,114177,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50920, edición=28, evento=791, NOC=223, medalla=Gold."
338681,114178,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50921, edición=30, evento=781, NOC=223, medalla=Gold."
338682,114179,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50921, edición=30, evento=784, NOC=223, medalla=Gold."
339400,114181,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50923, edición=26, evento=803, NOC=223, medalla=Silver."
339401,114182,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50923, edición=26, evento=804, NOC=223, medalla=."
340285,114183,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50924, edición=38, evento=803, NOC=223, medalla=Silver."
340286,114184,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50924, edición=41, evento=803, NOC=223, medalla=."
343483,114191,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50928, edición=41, evento=784, NOC=223, medalla=."
343486,114194,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50929, edición=34, evento=791, NOC=223, medalla=Gold."
345293,114197,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50931, edición=34, evento=810, NOC=223, medalla=Gold."
345976,114200,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50932, edición=36, evento=781, NOC=223, medalla=Gold."
350245,114205,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50935, edición=10, evento=781, NOC=223, medalla=Gold."
350398,114209,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50936, edición=24, evento=810, NOC=223, medalla=Gold."
350399,114210,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50936, edición=24, evento=781, NOC=223, medalla=Gold."
350400,114211,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50936, edición=24, evento=791, NOC=223, medalla=Gold."
353871,114228,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50947, edición=24, evento=791, NOC=223, medalla=Gold."
356426,114231,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50949, edición=36, evento=779, NOC=223, medalla=."
356427,114232,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50949, edición=36, evento=810, NOC=223, medalla=Gold."
356428,114233,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50949, edición=36, evento=781, NOC=223, medalla=Gold."
356962,114247,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50950, edición=5, evento=781, NOC=223, medalla=Bronze."
357902,114249,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=41, evento=779, NOC=223, medalla=."
357903,114250,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=41, evento=810, NOC=223, medalla=Gold."
357904,114251,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=41, evento=781, NOC=223, medalla=Gold."
357905,114252,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=41, evento=791, NOC=223, medalla=Gold."
357906,114253,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=43, evento=779, NOC=223, medalla=."
357907,114254,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=43, evento=810, NOC=223, medalla=Silver."
357908,114255,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50952, edición=43, evento=781, NOC=223, medalla=Silver."
360240,114258,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50954, edición=36, evento=784, NOC=223, medalla=."
362070,114262,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50956, edición=38, evento=791, NOC=223, medalla=Gold."
363349,114271,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50960, edición=38, evento=791, NOC=223, medalla=Gold."
364828,114274,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50962, edición=41, evento=803, NOC=223, medalla=."
364829,114275,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50962, edición=41, evento=804, NOC=223, medalla=Gold."
364830,114276,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50962, edición=43, evento=803, NOC=223, medalla=Silver."
364831,114277,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50962, edición=43, evento=804, NOC=223, medalla=Gold."
369237,114285,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50969, edición=28, evento=810, NOC=223, medalla=Gold."
369238,114286,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50969, edición=28, evento=783, NOC=223, medalla=."
374648,114291,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50973, edición=22, evento=781, NOC=223, medalla=Gold."
374649,114292,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50973, edición=22, evento=791, NOC=223, medalla=Gold."
376566,114295,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50976, edición=26, evento=784, NOC=223, medalla=Bronze."
376567,114296,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50976, edición=26, evento=803, NOC=223, medalla=Bronze."
377774,114300,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50979, edición=12, evento=781, NOC=223, medalla=Silver."
378025,114304,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50980, edición=14, evento=781, NOC=223, medalla=Silver."
378312,114305,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50981, edición=34, evento=779, NOC=223, medalla=."
378313,114306,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50981, edición=34, evento=781, NOC=223, medalla=Gold."
561264,114308,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50983, edición=2, evento=779, NOC=15, medalla=."
379171,114309,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50984, edición=30, evento=784, NOC=223, medalla=Bronze."
379726,114313,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50986, edición=41, evento=810, NOC=223, medalla=Gold."
382032,114316,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50989, edición=30, evento=779, NOC=223, medalla=Gold."
382033,114317,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50989, edición=30, evento=781, NOC=223, medalla=Gold."
382034,114318,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50990, edición=28, evento=803, NOC=223, medalla=Bronze."
382035,114319,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50990, edición=28, evento=804, NOC=223, medalla=."
382036,114320,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50990, edición=30, evento=804, NOC=223, medalla=."
382254,114321,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50991, edición=34, evento=781, NOC=223, medalla=Gold."
382586,114332,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50994, edición=34, evento=810, NOC=223, medalla=Gold."
382587,114333,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50994, edición=34, evento=791, NOC=223, medalla=Gold."
385648,114340,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50997, edición=28, evento=779, NOC=223, medalla=Silver."
385650,114342,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=50997, edición=28, evento=781, NOC=223, medalla=Gold."
387232,114347,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51002, edición=22, evento=784, NOC=223, medalla=Bronze."
387928,114350,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51004, edición=36, evento=810, NOC=223, medalla=Gold."
387929,114351,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51004, edición=36, evento=781, NOC=223, medalla=Gold."
387930,114352,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51004, edición=38, evento=779, NOC=223, medalla=."
387931,114353,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51004, edición=38, evento=781, NOC=223, medalla=Bronze."
387984,114354,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51005, edición=8, evento=781, NOC=223, medalla=Gold."
389958,114370,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51008, edición=5, evento=781, NOC=223, medalla=Bronze."
391829,114379,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51014, edición=30, evento=784, NOC=223, medalla=Silver."
392095,114380,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51015, edición=34, evento=783, NOC=223, medalla=."
392987,114385,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51017, edición=41, evento=791, NOC=223, medalla=Gold."
396183,114388,FUSIONAR_PARTICIPACION,FINAL_SAFE_PARTICIPATION,"Clave lógica idéntica después del alias/reasignación: atleta=51019, edición=22, evento=791, NOC=223, medalla=Gold."
