nombre_normalizado,ids_involucrados,identidad_canonica_propuesta,nombre_muestra,clasificacion,evidencia_a_favor,conflictos,participaciones_por_id,cantidad_ids,nota
richard gosper,230094;230095;230096,230094,Richard Gosper,REVIEW,nombre_auxiliar_comun,,230094:1;230095:1;230096:1,3,No se aplica merge; requiere revisión.
eleanor lanning,230098;230099,230098,Eleanor (-lanning),REVIEW,nombre_auxiliar_comun,,230098:1;230099:1,2,No se aplica merge; requiere revisión.
donald goss,230102;230103;230104;230105;230106;230107;230108;230109,230102,Donald Goss,REVIEW,nombre_auxiliar_comun,,230102:1;230103:1;230104:1;230105:1;230106:1;230107:1;230108:1;230109:1,8,No se aplica merge; requiere revisión.
steven goss,230110;230111,230110,Steven Goss,REVIEW,nombre_auxiliar_comun,,230110:1;230111:1,2,No se aplica merge; requiere revisión.
susanne gossick,230115;230116,230115,Susanne Gossick,REVIEW,nombre_auxiliar_comun,,230115:1;230116:1,2,No se aplica merge; requiere revisión.
ludwig gssing,230117;230118;230119;230120,230117,Ludwig Gssing,REVIEW,nombre_auxiliar_comun,,230117:1;230118:1;230119:1;230120:1,4,No se aplica merge; requiere revisión.
marianne fankhauser,230121;230122;230123;230124,230121,Marianne (-fankhauser),REVIEW,nombre_auxiliar_comun,,230121:1;230122:1;230123:1;230124:1,4,No se aplica merge; requiere revisión.
joseph gostigian,230125;230126;230127;230128;230129,230125,Joseph Gostigian,REVIEW,nombre_auxiliar_comun,,230125:1;230126:1;230127:1;230128:1;230129:1,5,No se aplica merge; requiere revisión.
anna gostomelsky,230130;230131;230132;230133;230134;230135;230136,230130,Anna Gostomelsky,REVIEW,nombre_auxiliar_comun,,230130:1;230131:1;230132:1;230133:1;230134:1;230135:1;230136:1,7,No se aplica merge; requiere revisión.
gretchen cordero,230137;288906,230137,Gretchen Cordero,REVIEW,nombre_auxiliar_comun,,230137:1;288906:1,2,No se aplica merge; requiere revisión.
valentna tolstika,230141;230142;230143;230144,230141,Valentna (tolstika-),REVIEW,nombre_auxiliar_comun,,230141:1;230142:1;230143:1;230144:1,4,No se aplica merge; requiere revisión.
qianhong he,230146;230147,230146,Qianhong (he-),REVIEW,nombre_auxiliar_comun,,230146:1;230147:1,2,No se aplica merge; requiere revisión.
kara wheeler,230176;230177;230178,230176,Kara Wheeler-),REVIEW,nombre_auxiliar_comun,,230176:1;230177:1;230178:1,3,No se aplica merge; requiere revisión.
donna kite,230194;230195,230194,Donna (-kite),REVIEW,nombre_auxiliar_comun,,230194:1;230195:1,2,No se aplica merge; requiere revisión.
shane nelms,230201;230202;230203;230204;230205;230206,230201,Shane -nelms),REVIEW,nombre_auxiliar_comun,,230201:1;230202:1;230203:1;230204:1;230205:1;230206:1,6,No se aplica merge; requiere revisión.
jlio gourinho,230236;230237;230238,230236,Jlio Gourinho,REVIEW,nombre_auxiliar_comun,,230236:1;230237:1;230238:1,3,No se aplica merge; requiere revisión.
alan gourley,230246;230247,230246,Alan Gourley,REVIEW,nombre_auxiliar_comun,,230246:1;230247:1,2,No se aplica merge; requiere revisión.
yulieski castillo,230249;230250,230249,Yulieski Castillo,REVIEW,nombre_auxiliar_comun,,230249:1;230250:1,2,No se aplica merge; requiere revisión.
anastasios gousis,230255;230256;230257;230258;230259,230255,Anastasios Gousis,REVIEW,nombre_auxiliar_comun,,230255:1;230256:1;230257:1;230258:1;230259:1,5,No se aplica merge; requiere revisión.
manuel gouveia,230260;230261;230262;230263;230264;230265;230266;230267,230260,Manuel Gouveia,REVIEW,nombre_auxiliar_comun,,230260:1;230261:1;230262:1;230263:1;230264:1;230265:1;230266:1;230267:1,8,No se aplica merge; requiere revisión.
viviane naudin,230268;230269,230268,Viviane (-naudin),REVIEW,nombre_auxiliar_comun,,230268:1;230269:1,2,No se aplica merge; requiere revisión.
ann steinburg,230271;230272,230271,Ann Steinburg),REVIEW,nombre_auxiliar_comun,,230271:1;230272:1,2,No se aplica merge; requiere revisión.
donata sandrini,230277;230278;230279,230277,Donata (-sandrini),REVIEW,nombre_auxiliar_comun,,230277:1;230278:1;230279:1,3,No se aplica merge; requiere revisión.
olga govortsova,230282;230283,230282,Olga Govortsova,REVIEW,nombre_auxiliar_comun,,230282:1;230283:1,2,No se aplica merge; requiere revisión.
ronald gower,230289;230290,230289,Ronald Gower,REVIEW,nombre_auxiliar_comun,,230289:1;230290:1,2,No se aplica merge; requiere revisión.
jos bilbao,230295;240132;240133,230295,Jos Bilbao,REVIEW,nombre_auxiliar_comun,,230295:1;240132:1;240133:1,3,No se aplica merge; requiere revisión.
francisco caamao,230300;230301;230302;230303;230304,230300,Francisco Caamao,REVIEW,nombre_auxiliar_comun,,230300:1;230301:1;230302:1;230303:1;230304:1,5,No se aplica merge; requiere revisión.
toms palacios,230305;230306;230307;230308;230309;230310;230311;230312,230305,Toms Palacios,REVIEW,nombre_auxiliar_comun,,230305:1;230306:1;230307:1;230308:1;230309:1;230310:1;230311:1;230312:1,8,No se aplica merge; requiere revisión.
johannes gozal,230314;230315,230314,Johannes Gozal,REVIEW,nombre_auxiliar_comun,,230314:1;230315:1,2,No se aplica merge; requiere revisión.
robert grabarz,230324;230325,230324,Robert Grabarz,REVIEW,nombre_auxiliar_comun,,230324:1;230325:1,2,No se aplica merge; requiere revisión.
william graber,230326;230327,230326,William Graber,REVIEW,nombre_auxiliar_comun,,230326:1;230327:1,2,No se aplica merge; requiere revisión.
robert grabert,230328;230329,230328,Robert Grabert,REVIEW,nombre_auxiliar_comun,,230328:1;230329:1,2,No se aplica merge; requiere revisión.
jurica grabui,230346;230347,230346,Jurica Grabui,REVIEW,nombre_auxiliar_comun,,230346:1;230347:1,2,No se aplica merge; requiere revisión.
frederick grace,230349;230350;230353,230349,Frederick Grace,REVIEW,nombre_auxiliar_comun,,230349:1;230350:1;230353:1,3,No se aplica merge; requiere revisión.
gabriel jaramillo,230361;230362,230361,Gabriel Jaramillo,REVIEW,nombre_auxiliar_comun,,230361:1;230362:1,2,No se aplica merge; requiere revisión.
samuel iii,230363;230364,230363,Samuel Iii,REVIEW,nombre_auxiliar_comun,,230363:1;230364:1,2,No se aplica merge; requiere revisión.
lenua grdinaru grasu,230366;230367;230368;230369;230370;230371,230366,Lenua Grdinaru-grasu,REVIEW,nombre_auxiliar_comun,,230366:1;230367:1;230368:1;230369:1;230370:1;230371:1,6,No se aplica merge; requiere revisión.
richard gradley,230372;230373;230374;230375;230376;230377;230378;230379,230372,Richard Gradley,REVIEW,nombre_auxiliar_comun,,230372:1;230373:1;230374:1;230375:1;230376:1;230377:1;230378:1;230379:1,8,No se aplica merge; requiere revisión.
carlos aguilar,230383;316644,230383,Carlos Aguilar,REVIEW,nombre_auxiliar_comun,,230383:1;316644:1,2,No se aplica merge; requiere revisión.
ernst graeffe,230384;230385,230384,Ernst Graeffe,REVIEW,nombre_auxiliar_comun,,230384:1;230385:1,2,No se aplica merge; requiere revisión.
josep esquius,230394;230395,230394,Josep Esquius,REVIEW,nombre_auxiliar_comun,,230394:1;230395:1,2,No se aplica merge; requiere revisión.
stefanie graf,230404;230405;230406;230407,230404,Stefanie Graf,REVIEW,nombre_auxiliar_comun,,230404:1;230405:1;230406:1;230407:1,4,No se aplica merge; requiere revisión.
johanna zuschneid,230421;230422;230423;230424;230425;230426;230427,230421,Johanna -zuschneid),REVIEW,nombre_auxiliar_comun,,230421:1;230422:1;230423:1;230424:1;230425:1;230426:1;230427:1,7,No se aplica merge; requiere revisión.
robert graham,230429;230450,230429,Robert Graham,REVIEW,nombre_auxiliar_comun,,230429:1;230450:1,2,No se aplica merge; requiere revisión.
clifford graham,230430;230431,230430,Clifford Graham,REVIEW,nombre_auxiliar_comun,,230430:1;230431:1,2,No se aplica merge; requiere revisión.
elka whalan,230433;230434;230435;230436;230437,230433,Elka (-whalan),REVIEW,nombre_auxiliar_comun,,230433:1;230434:1;230435:1;230436:1;230437:1,5,No se aplica merge; requiere revisión.
kimberly miller,230446;230447,230446,Kimberly (-miller),REVIEW,nombre_auxiliar_comun,,230446:1;230447:1,2,No se aplica merge; requiere revisión.
lorraine fenton,230448;230449,230448,Lorraine (-fenton),REVIEW,nombre_auxiliar_comun,,230448:1;230449:1,2,No se aplica merge; requiere revisión.
philip graham,230453;230454,230453,Philip Graham,REVIEW,nombre_auxiliar_comun,,230453:1;230454:1,2,No se aplica merge; requiere revisión.
timothy graham,230455;230456,230455,Timothy Graham,REVIEW,nombre_auxiliar_comun,,230455:1;230456:1,2,No se aplica merge; requiere revisión.
catherine grainger brain,230469;230470,230469,Catherine Grainger-brain,REVIEW,nombre_auxiliar_comun,,230469:1;230470:1,2,No se aplica merge; requiere revisión.
crisanto valencia,230471;230472,230471,Crisanto Valencia,REVIEW,nombre_auxiliar_comun,,230471:1;230472:1,2,No se aplica merge; requiere revisión.
pedro escobar,230473;230474;230475;230476,230473,Pedro Escobar,REVIEW,nombre_auxiliar_comun,,230473:1;230474:1;230475:1;230476:1,4,No se aplica merge; requiere revisión.
luis alvarado,230478;230479,230478,Luis Alvarado,REVIEW,nombre_auxiliar_comun,,230478:1;230479:1,2,No se aplica merge; requiere revisión.
ruth gonzlez,230480;293591;293592;293593;293594;293595;293596,230480,Ruth Gonzlez,REVIEW,nombre_auxiliar_comun,,230480:1;293591:1;293592:1;293593:1;293594:1;293595:1;293596:1,7,No se aplica merge; requiere revisión.
encarnacin aguilera,230488;230489;230490,230488,Encarnacin Aguilera,REVIEW,nombre_auxiliar_comun,,230488:1;230489:1;230490:1,3,No se aplica merge; requiere revisión.
enrique gal,230491;230492,230491,Enrique Gal,REVIEW,nombre_auxiliar_comun,,230491:1;230492:1,2,No se aplica merge; requiere revisión.
enrique aumacellas,230493;230494,230493,Enrique Aumacellas,REVIEW,nombre_auxiliar_comun,,230493:1;230494:1,2,No se aplica merge; requiere revisión.
johan grandjean,230513;230514,230513,Johan Grandjean,REVIEW,nombre_auxiliar_comun,,230513:1;230514:1,2,No se aplica merge; requiere revisión.
landre grandmoulin,230516;230517,230516,Landre Grandmoulin,REVIEW,nombre_auxiliar_comun,,230516:1;230517:1,2,No se aplica merge; requiere revisión.
anna granstrm,230557;230558;230559,230557,Anna Granstrm,REVIEW,nombre_auxiliar_comun,,230557:1;230558:1;230559:1,3,No se aplica merge; requiere revisión.
cameron grant,230568;230569,230568,Cameron Grant,REVIEW,nombre_auxiliar_comun,,230568:1;230569:1,2,No se aplica merge; requiere revisión.
virginia ridpath,230578;230579,230578,Virginia (-ridpath),REVIEW,nombre_auxiliar_comun,,230578:1;230579:1,2,No se aplica merge; requiere revisión.
zilpha wheelton,230580;230581,230580,Zilpha (-wheelton),REVIEW,nombre_auxiliar_comun,,230580:1;230581:1,2,No se aplica merge; requiere revisión.
joseph gratton,230594;230595,230594,Joseph Gratton,REVIEW,nombre_auxiliar_comun,,230594:1;230595:1,2,No se aplica merge; requiere revisión.
jorge potrille,230596;230597,230596,Jorge Potrille,REVIEW,nombre_auxiliar_comun,,230596:1;230597:1,2,No se aplica merge; requiere revisión.
santiago viola,230598;230599,230598,Santiago Viola,REVIEW,nombre_auxiliar_comun,,230598:1;230599:1,2,No se aplica merge; requiere revisión.
yuliya filipova,230600;230601,230600,Yuliya (filipova-),REVIEW,nombre_auxiliar_comun,,230600:1;230601:1,2,No se aplica merge; requiere revisión.
gerardus grauss,230602;230603;230604,230602,Gerardus Grauss,REVIEW,nombre_auxiliar_comun,,230602:1;230603:1;230604:1,3,No se aplica merge; requiere revisión.
dibora gravenstijn,230609;230610;230611,230609,Dibora Gravenstijn,REVIEW,nombre_auxiliar_comun,,230609:1;230610:1;230611:1,3,No se aplica merge; requiere revisión.
carolyn graves,230612;230613,230612,Carolyn Graves,REVIEW,nombre_auxiliar_comun,,230612:1;230613:1,2,No se aplica merge; requiere revisión.
james graves,230618;230619;230620;230621;230622,230618,James Graves,REVIEW,nombre_auxiliar_comun,,230618:1;230619:1;230620:1;230621:1;230622:1,5,No se aplica merge; requiere revisión.
edgar gray,230630;230631;230632;230633,230630,Edgar Gray,REVIEW,nombre_auxiliar_comun,,230630:1;230631:1;230632:1;230633:1,4,No se aplica merge; requiere revisión.
matthew gray,230648;230649;230650;230651;230652;230653,230648,Matthew Gray,REVIEW,nombre_auxiliar_comun,,230648:1;230649:1;230650:1;230651:1;230652:1;230653:1,6,No se aplica merge; requiere revisión.
pauline christison,230654;230655,230654,Pauline (-christison),REVIEW,nombre_auxiliar_comun,,230654:1;230655:1,2,No se aplica merge; requiere revisión.
alla kostadinova,230686;230687;230688,230686,Alla (-kostadinova),REVIEW,nombre_auxiliar_comun,,230686:1;230687:1;230688:1,3,No se aplica merge; requiere revisión.
henri grber,230689;230690,230689,Henri Grber,REVIEW,nombre_auxiliar_comun,,230689:1;230690:1,2,No se aplica merge; requiere revisión.
yevdokia grechishnikova,230704;230705,230704,Yevdokia Grechishnikova,REVIEW,nombre_auxiliar_comun,,230704:1;230705:1,2,No se aplica merge; requiere revisión.
dnut grecu,230706;230707;230708;230709;230710;230711;230712;230713;230714;230715;230716;230717;230718;230719;230720;230721;230722;230723;230724;230725;230726;230727;230728;230729,230706,Dnut Grecu,REVIEW,nombre_auxiliar_comun,,230706:1;230707:1;230708:1;230709:1;230710:1;230711:1;230712:1;230713:1;230714:1;230715:1;230716:1;230717:1;230718:1;230719:1;230720:1;230721:1;230722:1;230723:1;230724:1;230725:1;230726:1;230727:1;230728:1;230729:1,24,No se aplica merge; requiere revisión.
nicholas green,230764;230765,230764,Nicholas Green,REVIEW,nombre_auxiliar_comun,,230764:1;230765:1,2,No se aplica merge; requiere revisión.
susan green,230766;230767;230768;230769;230770,230766,Susan Green,REVIEW,nombre_auxiliar_comun,,230766:1;230767:1;230768:1;230769:1;230770:1,5,No se aplica merge; requiere revisión.
nicola green bethwaite,230772;230773,230772,Nicola Green-bethwaite,REVIEW,nombre_auxiliar_comun,,230772:1;230773:1,2,No se aplica merge; requiere revisión.
charles greene,230781;230782,230781,Charles Greene,REVIEW,nombre_auxiliar_comun,,230781:1;230782:1,2,No se aplica merge; requiere revisión.
david greene,230783;230784,230783,David Greene,REVIEW,nombre_auxiliar_comun,,230783:1;230784:1,2,No se aplica merge; requiere revisión.
joseph greene,230787;230788,230787,Joseph Greene,REVIEW,nombre_auxiliar_comun,,230787:1;230788:1,2,No se aplica merge; requiere revisión.
eric avila,230811;230812;230813,230811,Eric Avila,REVIEW,nombre_auxiliar_comun,,230811:1;230812:1;230813:1,3,No se aplica merge; requiere revisión.
edward greer,230816;230817;230818,230816,Edward Greer,REVIEW,nombre_auxiliar_comun,,230816:1;230817:1;230818:1,3,No se aplica merge; requiere revisión.
einer gregersen,230820;230821,230820,Einer Gregersen,REVIEW,nombre_auxiliar_comun,,230820:1;230821:1,2,No se aplica merge; requiere revisión.
jadel gregrio,230839;230840;230841,230839,Jadel Gregrio,REVIEW,nombre_auxiliar_comun,,230839:1;230840:1;230841:1,3,No se aplica merge; requiere revisión.
alexander gregory,230860;230861,230860,Alexander Gregory,REVIEW,nombre_auxiliar_comun,,230860:1;230861:1,2,No se aplica merge; requiere revisión.
elvis gil,230862;230863;230864;230865;230866;230867,230862,Elvis Gil,REVIEW,nombre_auxiliar_comun,,230862:1;230863:1;230864:1;230865:1;230866:1;230867:1,6,No se aplica merge; requiere revisión.
john gregory,230869;230870,230869,John Gregory,REVIEW,nombre_auxiliar_comun,,230869:1;230870:1,2,No se aplica merge; requiere revisión.
cynthia suggs,230876;230877;230878,230876,Cynthia (suggs-),REVIEW,nombre_auxiliar_comun,,230876:1;230877:1;230878:1,3,No se aplica merge; requiere revisión.
libania scafetti,230893;230894;230895;230896;230897,230893,Libania (-scafetti),REVIEW,nombre_auxiliar_comun,,230893:1;230894:1;230895:1;230896:1;230897:1,5,No se aplica merge; requiere revisión.
eva liedstrm,230926;230927;230928;230929;230930;230931,230926,Eva (liedstrm-),REVIEW,nombre_auxiliar_comun,,230926:1;230927:1;230928:1;230929:1;230930:1;230931:1,6,No se aplica merge; requiere revisión.
ernestus greven,230947;230948,230947,Ernestus Greven,REVIEW,nombre_auxiliar_comun,,230947:1;230948:1,2,No se aplica merge; requiere revisión.
matthew grevers,230949;230950;230951;230952;230953;230954,230949,Matthew Grevers,REVIEW,nombre_auxiliar_comun,,230949:1;230950:1;230951:1;230952:1;230953:1;230954:1,6,No se aplica merge; requiere revisión.
catherine solesbury,230955;230956;230957,230955,Catherine (-solesbury),REVIEW,nombre_auxiliar_comun,,230955:1;230956:1;230957:1,3,No se aplica merge; requiere revisión.
julia radley,230958;230959;230960,230958,Julia (-radley),REVIEW,nombre_auxiliar_comun,,230958:1;230959:1;230960:1,3,No se aplica merge; requiere revisión.
benjamn ahrens,230961;230962,230961,Benjamn Ahrens,REVIEW,nombre_auxiliar_comun,,230961:1;230962:1,2,No se aplica merge; requiere revisión.
kenneth griffin,231012;231013;231014;231015;231016;231017;231018;231019,231012,Kenneth Griffin,REVIEW,nombre_auxiliar_comun,,231012:1;231013:1;231014:1;231015:1;231016:1;231017:1;231018:1;231019:1,8,No se aplica merge; requiere revisión.
thomas griffin,231026;231027,231026,Thomas Griffin,REVIEW,nombre_auxiliar_comun,,231026:1;231027:1,2,No se aplica merge; requiere revisión.
winifred ashby,231028;231029,231028,Winifred (-ashby),REVIEW,nombre_auxiliar_comun,,231028:1;231029:1,2,No se aplica merge; requiere revisión.
xiomara mahon,231034;231035;231036,231034,Xiomara Mahon,REVIEW,nombre_auxiliar_comun,,231034:1;231035:1;231036:1,3,No se aplica merge; requiere revisión.
delorez joyner,231038;231039;231040;231041;231042,231038,Delorez Joyner,REVIEW,nombre_auxiliar_comun,,231038:1;231039:1;231040:1;231041:1;231042:1,5,No se aplica merge; requiere revisión.
harold griffiths,231043;231044,231043,Harold Griffiths,REVIEW,nombre_auxiliar_comun,,231043:1;231044:1,2,No se aplica merge; requiere revisión.
william griffiths,231047;231057,231047,William Griffiths,REVIEW,nombre_auxiliar_comun,,231047:1;231057:1,2,No se aplica merge; requiere revisión.
everardus grift,231058;231059,231058,Everardus Grift,REVIEW,nombre_auxiliar_comun,,231058:1;231059:1,2,No se aplica merge; requiere revisión.
anca mihilescu,231067;231068;231069;231070;231071;231072;231073;231074;231075;231076;231077;231078,231067,Anca (-mihilescu),REVIEW,nombre_auxiliar_comun,,231067:1;231068:1;231069:1;231070:1;231071:1;231072:1;231073:1;231074:1;231075:1;231076:1;231077:1;231078:1,12,No se aplica merge; requiere revisión.
claudia van,231098;231099,231098,Claudia (-van),REVIEW,nombre_auxiliar_comun,,231098:1;231099:1,2,No se aplica merge; requiere revisión.
lidiya nikiforova,231128;231129,231128,Lidiya (nikiforova-),REVIEW,nombre_auxiliar_comun,,231128:1;231129:1,2,No se aplica merge; requiere revisión.
alison grigson,231130;231131,231130,Alison Grigson,REVIEW,nombre_auxiliar_comun,,231130:1;231131:1,2,No se aplica merge; requiere revisión.
adhemar filho,231132;231133;231134,231132,Adhemar Filho,REVIEW,nombre_auxiliar_comun,,231132:1;231133:1;231134:1,3,No se aplica merge; requiere revisión.
johannes grijseels,231135;231136,231135,Johannes Grijseels,REVIEW,nombre_auxiliar_comun,,231135:1;231136:1,2,No se aplica merge; requiere revisión.
hildegard leeb,231152;231153;231154;231155;231156;231157;231158,231152,Hildegard (leeb-),REVIEW,nombre_auxiliar_comun,,231152:1;231153:1;231154:1;231155:1;231156:1;231157:1;231158:1,7,No se aplica merge; requiere revisión.
santiago diez,231161;231162;231163,231161,Santiago Diez,REVIEW,nombre_auxiliar_comun,,231161:1;231162:1;231163:1,3,No se aplica merge; requiere revisión.
lus grilo,231164;231165;231166,231164,Lus Grilo,REVIEW,nombre_auxiliar_comun,,231164:1;231165:1;231166:1,3,No se aplica merge; requiere revisión.
flix grimonprez,231197;231198,231197,Flix Grimonprez,REVIEW,nombre_auxiliar_comun,,231197:1;231198:1,2,No se aplica merge; requiere revisión.
kari grimsb,231199;231200;231201,231199,Kari Grimsb,REVIEW,nombre_auxiliar_comun,,231199:1;231200:1;231201:1,3,No se aplica merge; requiere revisión.
lina samuole,231203;231204,231203,Lina (-samuole),REVIEW,nombre_auxiliar_comun,,231203:1;231204:1,2,No se aplica merge; requiere revisión.
