id_evento_a,id_evento_b,nombre_a,nombre_b,deporte,disciplina,contexto,confianza,clasificacion
386,548,"Tug-Of-War, Men (Olympic)","Tug-Of-War, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
388,1024,"High Jump, Men (Olympic (non-medal))","High Jump, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
391,392,"56-pound Weight Throw, Men (Olympic)","56-pound Weight Throw, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
391,1070,"56-pound Weight Throw, Men (Olympic)","56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=1,media,REVIEW_ALIAS
392,1070,"56-pound Weight Throw, Men (Olympic (non-medal))","56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=1,media,REVIEW_ALIAS
393,394,"Discus Throw, Men (Olympic)","Discus Throw, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
393,1026,"Discus Throw, Men (Olympic)","Discus Throw, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
394,1026,"Discus Throw, Men (Olympic (non-medal))","Discus Throw, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
395,1032,"Hammer Throw, Men (Olympic)","Hammer Throw, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
395,1109,"Hammer Throw, Men (Olympic)","Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
398,1017,"Javelin Throw, Men (Olympic)","Javelin Throw, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
400,928,"4 × 100 metres Relay, Men (Olympic)","4 × 100 metres Relay, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
401,402,Hockey,"Hockey, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=3,media,REVIEW_ALIAS
467,1014,"200 metres, Men (Olympic)","200 metres, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
476,1499,"4 × 400 metres Relay, Men (Olympic)","4 × 400 metres Relay, Mixed (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=18,media,REVIEW_ALIAS
496,1169,"Pole Vault, Women (Olympic)","Pole Vault, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
528,895,"100 metres, Men (Intercalated)","100 metres Freestyle, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
529,564,"High Jump, Men (Intercalated)","Standing High Jump, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=20,media,REVIEW_ALIAS
530,544,"Long Jump, Men (Intercalated)","Standing Long Jump, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=29,media,REVIEW_ALIAS
544,561,"Standing Long Jump, Men (Intercalated)","Standing Long Jump, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
545,1114,"Individual All-Around, Men (Intercalated)","Individual All-Around, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
547,1086,"Team All-Around, Men (Intercalated)","Team All-Around, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
564,1049,"Standing High Jump, Men (Intercalated)","Standing High Jump, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
734,1174,"Unlimited, One Hand, Men (Olympic)","Unlimited, One Hand, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
851,895,"100 metres Freestyle, Men (Olympic)","100 metres Freestyle, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
927,1104,"Long Jump, Women (Olympic)","Long Jump, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
936,1021,"20 kilometres Race Walk, Women (Olympic)","20 kilometres Race Walk, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1013,1035,"400 metres Hurdles, Men (Olympic)","400 metres Hurdles, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1013,1097,"400 metres Hurdles, Men (Olympic)","400 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=2,media,REVIEW_ALIAS
1016,1042,"1,500 metres, Women (Olympic)","1,500 metres, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1016,1075,"1,500 metres, Women (Olympic)","1,500 metres, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1019,1083,"3,000 metres Steeplechase, Men (Olympic)","3,000 metres Steeplechase, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1020,1033,"5,000 metres, Men (Olympic)","5,000 metres, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1020,1055,"5,000 metres, Men (Olympic)","5,000 metres, Team, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1023,1028,"10,000 metres, Men (Olympic)","10,000 metres, Women (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1030,1157,"Shot Put, Women (Olympic)","Shot Put, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1032,1109,"Hammer Throw, Women (Olympic)","Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1033,1055,"5,000 metres, Women (Olympic)","5,000 metres, Team, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1034,1039,"10 kilometres Race Walk, Women (Olympic)","10 kilometres Race Walk, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1035,1097,"400 metres Hurdles, Women (Olympic)","400 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1036,1046,"Pentathlon, Women (Olympic)","Pentathlon, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1037,1164,"5 miles, Men (Olympic)","5 miles, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1048,1103,"120 yards Hurdles, Handicap, Men (Olympic (non-medal))","120 yards Hurdles, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1052,1173,"3,000 metres Race Walk, Men (Olympic)","3,000 metres Race Walk, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
1058,1059,"2,500 metres Steeplechase, Men (Olympic)","2,500 metres Steeplechase, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=3,media,REVIEW_ALIAS
1063,1106,"Standing Triple Jump, Men (Olympic)","Standing Triple Jump, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1064,1065,"Javelin Throw, Freestyle, Men (Intercalated)","Javelin Throw, Freestyle, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1067,1096,"Light-Heavyweight, Greco-Roman, Men (Olympic)","Heavyweight, Greco-Roman, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1069,1162,"1 mile, Handicap, Men (Olympic (non-medal))","1 mile, Team, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1090,1091,Rugby (Rugby),"Rugby, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1093,1097,"400 metres, Handicap, Men (Olympic (non-medal))","400 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1096,1171,"Heavyweight, Greco-Roman, Men (Olympic)","Heavyweight, Greco-Roman, Men (Intercalated)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1103,1155,"120 yards Hurdles, Men (Olympic (non-medal))","120 yards Hurdles, Boys (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
1121,1122,Football (Football),"Football, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=2,media,REVIEW_ALIAS
1123,1124,Basketball (Basketball),"Basketball, Men (Olympic)",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=5,media,REVIEW_ALIAS
1130,1131,Glíma,"Glíma, Men (Olympic (non-medal))",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
1168,1574,"Pole Vault, Boys (Olympic (non-medal))","Pole Vault, Boys (YOG)",Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1532,1565,"100 metres Hurdles, Girls (YOG)","100 metres, Girls (YOG)",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1559,1578,"400 metres Hurdles, Girls (YOG)","400 metres, Girls (YOG)",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1568,1737,"400 metres, Boys (YOG)","400 metres Hurdles, Boys (YOG)",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1911,2003,Athletics Women's 100 metres,Athletics Men's 100 metres,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1911,2236,Athletics Women's 100 metres,Athletics Women's 100 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=12,media,REVIEW_ALIAS
1912,1966,Athletics Women's 4 x 100 metres Relay,Athletics Men's 4 x 100 metres Relay,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1912,2042,Athletics Women's 4 x 100 metres Relay,Athletics Men's 4 x 400 metres Relay,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1912,2145,Athletics Women's 4 x 100 metres Relay,Athletics Women's 4 x 400 metres Relay,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=34,media,REVIEW_ALIAS
1928,1996,Athletics Men's Shot Put,Athletics Women's Shot Put,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1928,2736,Athletics Men's Shot Put,Men's Shot Put,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1928,2762,Athletics Men's Shot Put,Women's Shot Put,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1946,2139,Athletics Men's Pole Vault,Athletics Women's Pole Vault,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1946,2971,Athletics Men's Pole Vault,Women's Pole Vault,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1946,2982,Athletics Men's Pole Vault,Men's Pole Vault,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1947,2199,Athletics Men's High Jump,Athletics Women's High Jump,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1947,2216,Athletics Men's High Jump,Athletics Men's Standing High Jump,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=10,media,REVIEW_ALIAS
1947,2810,Athletics Men's High Jump,Men's High Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1947,2986,Athletics Men's High Jump,Women's High Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1949,2131,"Athletics Men's 1,500 metres","Athletics Women's 1,500 metres",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1949,2578,"Athletics Men's 1,500 metres","Athletics Men's 1,500 metres Walk",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
1966,2042,Athletics Men's 4 x 100 metres Relay,Athletics Men's 4 x 400 metres Relay,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=62,media,REVIEW_ALIAS
1966,2145,Athletics Men's 4 x 100 metres Relay,Athletics Women's 4 x 400 metres Relay,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1967,2082,Athletics Men's Long Jump,Athletics Women's Long Jump,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1967,2217,Athletics Men's Long Jump,Athletics Men's Standing Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=17,media,REVIEW_ALIAS
1967,2912,Athletics Men's Long Jump,Women's Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1967,2979,Athletics Men's Long Jump,Men's Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1969,2062,Athletics Women's Javelin Throw,Athletics Men's Javelin Throw,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1969,2311,Athletics Women's Javelin Throw,"Athletics Men's Javelin Throw, Freestyle",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1969,2696,Athletics Women's Javelin Throw,Men's Javelin Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1969,2888,Athletics Women's Javelin Throw,Women's Javelin Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1973,2094,"Athletics Men's 5,000 metres","Athletics Women's 5,000 metres",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1973,2545,"Athletics Men's 5,000 metres","Athletics Men's 5,000 metres, Team",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
1996,2736,Athletics Women's Shot Put,Men's Shot Put,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1996,2762,Athletics Women's Shot Put,Women's Shot Put,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2002,2041,Athletics Women's Marathon,Athletics Men's Marathon,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2003,2236,Athletics Men's 100 metres,Athletics Women's 100 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2014,2015,Athletics Men's 400 metres Hurdles,Athletics Men's 400 metres,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=40,media,REVIEW_ALIAS
2014,2167,Athletics Men's 400 metres Hurdles,Athletics Women's 400 metres,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2014,2177,Athletics Men's 400 metres Hurdles,Athletics Women's 400 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2015,2167,Athletics Men's 400 metres,Athletics Women's 400 metres,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2015,2177,Athletics Men's 400 metres,Athletics Women's 400 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2016,2514,Athletics Men's Hammer Throw,Athletics Women's Hammer Throw,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2016,2869,Athletics Men's Hammer Throw,Men's Hammer Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2016,2872,Athletics Men's Hammer Throw,Women's Hammer Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2018,2156,Athletics Men's 800 metres,Athletics Women's 800 metres,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2042,2145,Athletics Men's 4 x 400 metres Relay,Athletics Women's 4 x 400 metres Relay,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2043,2120,"Athletics Men's 10,000 metres","Athletics Women's 10,000 metres",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2044,2066,"Athletics Women's 3,000 metres","Athletics Men's 3,000 metres Steeplechase",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2044,2316,"Athletics Women's 3,000 metres","Athletics Women's 3,000 metres Steeplechase",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2044,2417,"Athletics Women's 3,000 metres","Athletics Men's 3,000 metres, Team",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2044,2469,"Athletics Women's 3,000 metres","Athletics Men's 3,000 metres Walk",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2047,2074,Athletics Men's 200 metres,Athletics Women's 200 metres,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2047,2612,Athletics Men's 200 metres,Athletics Men's 200 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=1,media,REVIEW_ALIAS
2062,2311,Athletics Men's Javelin Throw,"Athletics Men's Javelin Throw, Freestyle",Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=12,media,REVIEW_ALIAS
2062,2696,Athletics Men's Javelin Throw,Men's Javelin Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2062,2888,Athletics Men's Javelin Throw,Women's Javelin Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2066,2316,"Athletics Men's 3,000 metres Steeplechase","Athletics Women's 3,000 metres Steeplechase",Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2074,2612,Athletics Women's 200 metres,Athletics Men's 200 metres Hurdles,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2080,2370,Athletics Men's Triple Jump,Athletics Women's Triple Jump,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2080,2535,Athletics Men's Triple Jump,Athletics Men's Standing Triple Jump,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=6,media,REVIEW_ALIAS
2080,2783,Athletics Men's Triple Jump,Men's Triple Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2080,2999,Athletics Men's Triple Jump,Women's Triple Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2082,2217,Athletics Women's Long Jump,Athletics Men's Standing Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2082,2912,Athletics Women's Long Jump,Women's Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2082,2979,Athletics Women's Long Jump,Men's Long Jump,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2094,2545,"Athletics Women's 5,000 metres","Athletics Men's 5,000 metres, Team",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2097,2129,Athletics Men's Discus Throw,Athletics Women's Discus Throw,Athletics,Athletics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2097,2847,Athletics Men's Discus Throw,Women's Discus Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2097,2951,Athletics Men's Discus Throw,Men's Discus Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2129,2847,Athletics Women's Discus Throw,Women's Discus Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2129,2951,Athletics Women's Discus Throw,Men's Discus Throw,Athletics,Athletics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2131,2578,"Athletics Women's 1,500 metres","Athletics Men's 1,500 metres Walk",Athletics,Athletics,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
