clave_logica_final,clasificacion,causa_primaria,filas_entrada,filas_eliminadas,id_participacion_superviviente,ids_participacion_entrada,id_atletas_originales,id_eventos_originales,campos_enriquecidos,campos_conflictivos,fuentes
52933|43|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117583,117583;481482,52933,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52934|24|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117585,117585;482793,52934,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52935|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117586,117586;489939,52935,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52935|38|909|223|United States|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117587,117587;489940,52935,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52936|26|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117588,117588;490481,52936,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52937|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117589,117589;499711,52937,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52938|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117590,117590;511260,52938,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52939|26|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117591,117591;513320,52939,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52940|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117592,117592;515931,52940,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52941|38|909|223|United States|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117593,117593;516434,52941,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52942|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117594,117594;518215;748506,52942,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52942|38|909|223|United States|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117595,117595;518216,52942,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52943|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117596,117596;518489,52943,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52943|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117597,117597;518490,52943,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52944|41|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117598,117598;532455,52944,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52945|26|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117599,117599;534679;761547,52945,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52946|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117600,117600;537159,52946,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52946|38|909|223|United States|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117601,117601;537160,52946,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52946|41|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117602,117602;537161,52946,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52947|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117603,117603;539411;765228,52947,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52948|24|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117604,117604;539885,52948,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52949|26|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117605,117605;539886,52949,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52950|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117606,117606;543389;768372,52950,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52951|24|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117607,117607;544163;769021,52951,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52952|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117608,117608;547295,52952,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52952|36|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117609,117609;547296,52952,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52952|38|909|223|United States|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117610,117610;547297,52952,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52953|24|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117611,117611;558013,52953,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52953|26|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,117612,117612;558014,52953,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52954|34|909|223|United States|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117613,117613;562727;784206,52954,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52955|41|909|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117614,117614;568816;789235,52955,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52957|32|909|234|Yugoslavia|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117617,117617;332524;597932,52957,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52974|32|909|234|Yugoslavia|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117645,117645;533984;760994,52974,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52975|32|909|234|Yugoslavia|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117646,117646;543761;768675,52975,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
52977|32|909|234|Yugoslavia|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,117648,117648;550117;773962,52977,909;2036,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
53666|43|468|200|Sweden|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,118790,118790;440486;685048,53666,468;1954,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
53666|45|468|200|Sweden|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,118791,118791;440487,53666,468;1954,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
53666|47|468|200|Sweden|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,118792,118792;440488,53666,468;1954,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
53900|7|303|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,119274,119274;340470;604384,53900,303;1902,edad,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
53900|8|303|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,119277,119277;340472,53900,303;1902,edad,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
55760|7|211|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,122009,122009;548632;772677,55760,211;1903,edad;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
61310|2|999|73|Sidi-Fekkar|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,130107;130108,61310,999,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
61316|2|999|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,130121;130122,61316,999,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
61381|2|993|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,130219,130219;130220,61381,993,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
61381|2|999|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,130221,130221;130222,61381,999,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
61690|2|999|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,130698,130698;130699,61690,999,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62066|2|999|73|Sidi-Fekkar|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,131240;131241,62066,999,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62263|2|999|73|Sidi-Fekkar|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,131552;131553,62263,999,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62263|2|994|73|Henri Laverne|,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131554,131554;131555,62263,994,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62264|2|994|73|Eugène Laverne|,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131557,131557;131558,62264,994,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62277|2|999|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131576,131576;131578,62277,999,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62280|2|994|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131586,131586;131587,62280,994,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62284|2|999|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,131593;131594,62284,999,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62416|2|1010|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131785,131785;131786,62416,1010,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62452|2|1010|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,131850;131851,62452,1010,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62543|2|1010|73||,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,131980,131980;131981,62543,1010,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62574|2|994|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,132024;132025,62574,994,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62584|2|1007|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,132041;132042,62584,1007,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
62887|2|999|73|Sidi-Fekkar|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,132496;132497,62887,999,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63032|2|999|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,132711;132712,63032,999,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63414|2|993|73|Texier II|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133241;133242,63414,993,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63414|2|999|73|Texier II|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133245;133246,63414,999,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63414|2|994|73|Texier II|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133247;133248,63414,994,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63414|2|1010|73|Texier II|,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,133249,133249;133250,63414,1010,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63415|2|993|73|Texier I|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133251;133252,63415,993,,estado_resultado,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63415|2|999|73|Texier I|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133255;133256,63415,999,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63415|2|994|73|Texier I|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133257;133258,63415,994,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63415|2|1010|73|Texier I|,PREEXISTING_COMPLEMENTARY_DUPLICATE,PREEXISTING_DUPLICATE,2,1,133259,133259;133260,63415,1010,estado_resultado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
63624|2|994|73||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,133546;133547,63624,994,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
64390|34|154|15|Austria|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,135205,135205;540761,64390,154;1935,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
66414|5|303|58|Denmark|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,139686,139686;383261,66414,303;1902,edad,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
67728|14|150|73|France|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,142495,142495;378491,67728,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77246|24|908|223|United States|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,162629,162629;382404,77246,908;2063,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77626|3|1103|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,163409;163410,77626,1103,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77816|3|1138|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,163832;163833,77816,1138,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77816|3|1163|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,163834;163835,77816,1163,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77831|3|389|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,163863;163864,77831,389,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77897|3|384|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,163995;163996,77897,384,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77947|3|1154|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,164104;164105,77947,1154,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
77947|3|1047|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,164107;164108,77947,1047,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
78018|3|392|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,164269;164270,78018,392,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
78018|3|1109|223||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,164273;164274,78018,1109,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
79662|2|343|73|Blue|,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,167723;167725,79662,343,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
79669|2|303|73|USFSA|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,167734,167734;331529,79669,303;1902,,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
79812|7|39|78|Great Britain|Gold,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,167908,167908;342425;606081,79812,39;2019,edad,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
80073|39|1225|94||,CONFLICT_PRESERVED,CONFLICT_PRESERVED,2,0,,168681;168684,80073,1225,,posicion,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82094|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174987,174987;382393;639035,82094,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82095|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174988,174988;418797;668136,82095,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82096|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,174989,174989;487998,82096,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82097|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174990,174990;507864;740098,82097,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82099|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174992,174992;522171;751494,82099,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82100|43|150|73|France|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174993,174993;532340;759621,82100,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82102|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174995,174995;308530;578195,82102,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82103|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174996,174996;323909;591111,82103,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82103|45|150|104|Italy|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,174997,174997;323910,82103,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82104|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,174998,174998;348167;610962,82104,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82104|45|150|104|Italy|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,174999,174999;348168,82104,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82105|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS + ATHLETE_MERGE,3,2,175000,175000;356736;618172,82105;152310,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82106|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175001,175001;381542;638320,82106,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82107|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,175002,175002;382731,82107,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82107|45|150|104|Italy|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,175003,175003;382732,82107,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82108|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,175004,175004;446077,82108,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82109|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175005,175005;456657;698313,82109,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82109|45|150|104|Italy|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,175006,175006;456658,82109,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82111|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175008,175008;465324;705620,82111,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82111|45|150|104|Italy|Silver,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,2,1,175009,175009;465325,82111,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82112|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175010,175010;474196;713062,82112,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82113|43|150|104|Italy|,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175011,175011;519242;749305,82113,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82114|43|150|126|Lithuania|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175012,175012;310072;579533,82114,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82115|43|150|126|Lithuania|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175013,175013;386975;642748,82115,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82118|43|150|126|Lithuania|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175019,175019;459090;700344,82118,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
82121|43|150|126|Lithuania|Bronze,PREEXISTING_COMPLEMENTARY_DUPLICATE,EVENT_ALIAS,3,2,175024,175024;532318;759599,82121,150;1900,edad;altura_cm_registrada;peso_kg_registrado,,No determinable directamente en PARTICIPACION; trazabilidad por IDs en reportes de matching
