clave_logica_original,id_atleta,id_edicion,id_evento,id_noc,equipo,medalla,cantidad_filas,duplicados_excedentes,clasificacion,campos_conflictivos,campos_complementarios,ids_participacion,procedencia
119660|50|1954|176|South Africa|,119660,50,1954,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364316;624489,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
104488|45|2047|201|Swaziland|,104488,45,2047,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364318;624491,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
93405|43|1971|201|Swaziland|,93405,43,1971,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364319;624492,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114663|47|2078|201|Swaziland|,114663,47,2078,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364320;624493,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
75884|38|2018|201|Swaziland|,75884,38,2018,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364321;624494,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
113548|47|2167|201|Swaziland|,113548,47,2167,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364323;624496,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
75885|34|2018|201|Swaziland|,75885,34,2018,201,Swaziland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364324;624497,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
59834|28|2299|213|Tunisia|,59834,28,2299,213,Tunisia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364326;624499,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114182|47|2041|176|South Africa|,114182,47,2041,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364327;624500,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153460|18|1949|167|Poland|,153460,18,1949,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364337;624503,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153463|43|2042|167|Poland|,153463,43,2042,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364341;624504,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153465|28|2013|167|Poland|,153465,28,2013,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364344;624507,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
26249|38|1902|130|Morocco|,26249,38,1902,130,Morocco,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364347;624509,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
30397|41|1920|109|Kazakhstan|,30397,41,1920,109,Kazakhstan,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364351;624513,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
128354|54|2320|109|Kazakhstan|,128354,54,2320,109,Kazakhstan,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364358;624520,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
111942|47|2101|177|Russia|,111942,47,2101,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364362;624521,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
60029|28|2246|221|Soviet Union|Gold,60029,28,2246,221,Soviet Union,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364369;624528,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
14079|26|1974|221|Soviet Union|,14079,26,1974,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364371;624530,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
128987|54|1935|177|Russia|Gold,128987,54,1935,177,Russia,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364373;624532,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
124857|50|2160|177|Russia|Silver,124857,50,2160,177,Russia,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada,364374;624533,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
129005|54|2268|177|Russia|,129005,54,2268,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364375;624534,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
50438|30|2118|221|Soviet Union|,50438,30,2118,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364379;624535,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
110835|47|1935|177|Russia|Silver,110835,47,1935,177,Russia,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364380;624536,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
91956|43|1945|177|Russia|,91956,43,1945,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364382;624537,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
39808|32|1997|221|Soviet Union|Bronze,39808,32,1997,221,Soviet Union,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364388;624541,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120626|50|2218|219|Ukraine|,120626,50,2218,219,Ukraine,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364390;624543,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
30508|5|1921|150|Netherlands|,30508,5,1921,150,Netherlands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364392;624545,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
48161|26|2006|104|Italy|,48161,26,2006,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364396;624549,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
48070|41|2118|104|Italy|,48070,41,2118,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364403;624556,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
131149|54|2191|73|France|,131149,54,2191,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364405;624558,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
21684|16|1955|73|France|Silver,21684,16,1955,73,France,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364406;624559,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
123938|50|2085|14|Australia|,123938,50,2085,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364415;624568,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
131136|54|2453|73|France|,131136,54,2453,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364417;624570,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
53118|24|1942|21|Belgium|,53118,24,1942,21,Belgium,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364418;624571,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
4095|16|2010|104|Italy|Bronze,4095,16,2010,104,Italy,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364419;624572,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
106781|45|2109|104|Italy|Silver,106781,45,2109,104,Italy,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364420;624573,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
11736|7|2195|21|Belgium|Silver,11736,7,2195,21,Belgium,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364422;624575,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
14080|36|2281|113|South Korea|,14080,36,2281,113,South Korea,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364424;624577,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8952|34|1986|14|Australia|,8952,34,1986,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364442;624595,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
44852|24|2085|14|Australia|Bronze,44852,24,2085,14,Australia,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364443;624596,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8953|34|1986|14|Australia|,8953,34,1986,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364445;624598,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
11827|7|2261|223|United States|,11827,7,2261,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364446;624599,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
11254|38|2283|14|Australia|,11254,38,2283,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364455;624608,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
31313|34|1987|5|Algeria|,31313,34,1987,5,Algeria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364457;624609,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153479|47|2078|94|Hungary|,153479,47,2078,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364458;624610,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
4206|38|2008|108|Japan|,4206,38,2008,108,Japan,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364459;624611,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
47821|20|2006|94|Hungary|,47821,20,2006,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364460;624612,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153480|16|2064|21|Belgium|,153480,16,2064,21,Belgium,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364468;624620,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
132593|54|2014|167|Poland|,132593,54,2014,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364474;624622,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
69684|36|2047|74|West Germany|,69684,36,2047,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364475;624623,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153483|32|1997|80|East Germany|Gold,153483,32,1997,80,East Germany,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364479;624627,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
88413|43|2066|223|United States|,88413,43,2066,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364480;624628,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153484|14|2196|204|Czechoslovakia|,153484,14,2196,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364481;624629,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153486|41|2075|57|Czech Republic|,153486,41,2075,57,Czech Republic,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364484;624632,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
13027|34|2031|15|Austria|,13027,34,2031,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364485;624633,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
18468|22|2019|73|France|,18468,22,2019,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364486;624634,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
69686|38|2041|83|Germany|,69686,38,2041,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364487;624635,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
32398|41|1987|197|Switzerland|,32398,41,1987,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364489;624637,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
20554|38|2242|83|Germany|,20554,38,2242,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364491;624638,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153487|38|2268|204|Czechoslovakia|,153487,38,2268,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364493;624640,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
37830|14|2056|94|Hungary|,37830,14,2056,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364495;624642,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153489|45|2003|94|Hungary|,153489,45,2003,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364496;624643,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
43614|36|2132|221|Soviet Union|Bronze,43614,36,2132,221,Soviet Union,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364503;624650,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153491|36|1968|234|Yugoslavia|,153491,36,1968,234,Yugoslavia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364510;624657,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153492|36|1978|175|Romania|Silver,153492,36,1978,175,Romania,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364518;624665,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
115629|47|2496|175|Romania|,115629,47,2496,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364520;624667,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
7864|18|1981|175|Romania|,7864,18,1981,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364536;624683,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
35677|32|2011|34|Bulgaria|Bronze,35677,32,2011,34,Bulgaria,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364539;624686,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
56983|20|2065|34|Bulgaria|Silver,56983,20,2065,34,Bulgaria,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364540;624687,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
103639|45|2061|34|Bulgaria|Gold,103639,45,2061,34,Bulgaria,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364542;624689,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
35678|28|2013|34|Bulgaria|,35678,28,2013,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364543;624690,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45370|28|1951|34|Bulgaria|,45370,28,1951,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364546;624693,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45357|32|2130|34|Bulgaria|,45357,32,2130,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364548;624695,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153494|16|1929|15|Austria|,153494,16,1929,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364549;624696,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8442|28|2008|221|Soviet Union|,8442,28,2008,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364555;624703,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153498|18|2041|94|Hungary|,153498,18,2041,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364556;624704,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
89902|43|2178|177|Russia|,89902,43,2178,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364557;624705,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
106838|45|1983|177|Russia|,106838,45,1983,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364562;624710,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
50439|26|2086|221|Soviet Union|,50439,26,2086,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364565;624713,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
32533|30|1987|204|Czechoslovakia|,32533,30,1987,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364566;624714,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153499|38|2009|118|Latvia|,153499,38,2009,118,Latvia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364567;624715,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153500|36|1982|204|Czechoslovakia|,153500,36,1982,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364569;624717,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153502|47|2162|167|Poland|,153502,47,2162,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364572;624720,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153503|8|2003|167|Poland|,153503,8,2003,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364575;624723,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
103884|45|2280|219|Ukraine|,103884,45,2280,219,Ukraine,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364579;624727,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
43626|6|2224|177|Russia|,43626,6,2224,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364582;624730,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153504|26|2353|94|Hungary|,153504,26,2353,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364589;624737,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
127798|54|2289|78|Great Britain|,127798,54,2289,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364590;624738,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17346|38|1944|14|Australia|,17346,38,1944,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364591;624739,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
41982|22|2054|78|Great Britain|,41982,22,2054,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364592;624740,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114045|47|1973|223|United States|,114045,47,1973,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364593;624741,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
35045|38|2525|14|Australia|,35045,38,2525,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364594;624742,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17347|41|1944|14|Australia|Gold,17347,41,1944,14,Australia,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364595;624743,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45592|34|2088|38|Canada|,45592,34,2088,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364598;624746,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153506|50|1942|53|Croatia|Gold,153506,50,1942,53,Croatia,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364600;624747,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
124172|50|2161|21|Belgium|,124172,50,2161,21,Belgium,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364601;624748,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
105455|45|2291|157|New Zealand|Silver,105455,45,2291,157,New Zealand,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364603;624750,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
112638|47|2019|150|Netherlands|,112638,47,2019,150,Netherlands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364606;624753,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153507|18|1977|73|France|,153507,18,1977,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;peso_kg_registrado,364607;624754,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
56202|32|1976|175|Romania|,56202,32,1976,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364608;624755,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
47218|28|1914|80|East Germany|,47218,28,1914,80,East Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364611;624758,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153508|54|2019|21|Belgium|Silver,153508,54,2019,21,Belgium,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364613;624760,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
46902|5|2006|78|Great Britain|,46902,5,2006,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364615;624761,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153510|38|1942|94|Hungary|,153510,38,1942,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364633;624764,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
574|5|2508|78|Great Britain|Gold,574,5,2508,78,Great Britain,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364635;624766,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
46661|34|2282|78|Great Britain|,46661,34,2282,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364646;624777,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
2506|7|2091|176|South Africa|,2506,7,2091,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,364647;624778,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
132790|54|2398|176|South Africa|,132790,54,2398,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364649;624780,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
18627|34|2019|78|Great Britain|Bronze,18627,34,2019,78,Great Britain,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364656;624784,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
132542|54|2291|157|New Zealand|,132542,54,2291,157,New Zealand,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364658;624786,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
153511|47|2034|73|France|,153511,47,2034,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364659;624787,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
122247|50|1987|200|Sweden|Silver,122247,50,1987,200,Sweden,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364661;624789,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120027|50|2091|53|Croatia|,120027,50,2091,53,Croatia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364671;624793,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
78971|41|2002|207|Tajikistan|,78971,41,2002,207,Tajikistan,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364674;624796,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
54787|22|2017|15|Austria|,54787,22,2017,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,364677;624799,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
