clave_logica_original,id_atleta,id_edicion,id_evento,id_noc,equipo,medalla,cantidad_filas,duplicados_excedentes,clasificacion,campos_conflictivos,campos_complementarios,ids_participacion,procedencia
133259|54|2207|219|Ukraine|,133259,54,2207,219,Ukraine,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477931;716117,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
111749|47|1981|130|Morocco|,111749,47,1981,130,Morocco,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;peso_kg_registrado,477932;716118,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
112044|47|2398|176|South Africa|,112044,47,2398,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477933;716119,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
112167|47|2106|211|Chinese Taipei|,112167,47,2106,211,Chinese Taipei,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477937;716123,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
116730|47|2344|43|China|Silver,116730,47,2344,43,China,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477938;716124,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
53266|36|1942|43|China|,53266,36,1942,43,China,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477939;716125,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
65834|36|1973|41|Chad|,65834,36,1973,41,Chad,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477947;716133,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45754|41|2130|43|China|Silver,45754,41,2130,43,China,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477948;716134,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
132932|54|2022|182|Senegal|,132932,54,2022,182,Senegal,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477950;716136,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
74962|34|2018|182|Senegal|,74962,34,2018,182,Senegal,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477952;716138,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
74919|30|2156|182|Senegal|,74919,30,2156,182,Senegal,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477957;716143,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
88234|43|2042|182|Senegal|,88234,43,2042,182,Senegal,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477959;716145,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169497|54|2349|73|France|Silver,169497,54,2349,73,France,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477966;716152,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169499|47|1928|73|France|,169499,47,1928,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477970;716156,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
59143|24|2093|159|Pakistan|,59143,24,2093,159,Pakistan,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477971;716157,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
19904|24|2019|159|Pakistan|Silver,19904,24,2019,159,Pakistan,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477973;716158,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
4035|34|2008|102|Israel|,4035,34,2008,102,Israel,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477975;716160,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
110361|47|1974|104|Italy|,110361,47,1974,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477976;716161,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169501|14|2092|204|Czechoslovakia|,169501,14,2092,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,477980;716165,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
58526|32|2153|104|Italy|,58526,32,2153,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477981;716166,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169502|47|1900|53|Croatia|,169502,47,1900,53,Croatia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477986;716167,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
20182|32|2019|221|Soviet Union|Bronze,20182,32,2019,221,Soviet Union,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477987;716168,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
33022|41|2383|73|France|,33022,41,2383,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477991;716172,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
10505|30|2334|175|Romania|,10505,30,2334,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477993;716174,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
39329|18|2056|176|South Africa|,39329,18,2056,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,477996;716177,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
104894|45|2363|38|Canada-2|,104894,45,2363,38,Canada-2,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477997;716178,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
92472|43|2033|38|Canada|,92472,43,2033,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,477998;716179,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
68827|8|2003|78|Great Britain|,68827,8,2003,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,477999;716180,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
130550|54|2161|47|Cook Islands|,130550,54,2161,47,Cook Islands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478002;716183,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120498|50|2305|47|Cook Islands|,120498,50,2305,47,Cook Islands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478004;716185,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
25075|7|1902|78|Great Britain|,25075,7,1902,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478006;716187,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
25076|2|1902|78|Upton Park FC|Gold,25076,2,1902,78,Upton Park FC,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478007;716188,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
92182|43|1948|157|New Zealand|,92182,43,1948,157,New Zealand,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478009;716189,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
121744|50|2415|14|Australia|,121744,50,2415,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478010;716190,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
92600|41|2078|38|Canada|,92600,41,2078,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478013;716192,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
124049|50|2024|78|Great Britain|,124049,50,2024,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478020;716199,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
64574|28|1911|19|Barbados|,64574,28,1911,19,Barbados,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478028;716207,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
68828|7|1973|78|Great Britain|,68828,7,1973,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478030;716209,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
112780|47|1944|223|United States|,112780,47,1944,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478033;716212,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
15749|30|2189|14|Australia|,15749,30,2189,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478042;716220,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
106603|45|2038|14|Australia|,106603,45,2038,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478045;716223,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
12423|34|2027|157|New Zealand|,12423,34,2027,157,New Zealand,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478057;716228,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8697|38|1972|223|United States|,8697,38,1972,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478077;716243,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
62656|22|2301|78|Yeoman VII|,62656,22,2301,78,Yeoman VII,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478079;716245,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169506|12|2188|223|United States|,169506,12,2188,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478080;716246,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
15750|26|2101|14|Australia|,15750,26,2101,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478081;716247,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
78252|6|2000|223|United States|,78252,6,2000,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478083;716249,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
107219|45|2106|38|Canada|,107219,45,2106,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478085;716251,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
47005|24|1918|78|Great Britain|,47005,24,1918,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478089;716254,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
37121|22|1978|78|Great Britain|,37121,22,1978,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478091;716256,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169508|22|2054|234|Yugoslavia|,169508,22,2054,234,Yugoslavia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada,478096;716260,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
37123|5|1997|78|Leander Club-1|Gold,37123,5,1997,78,Leander Club-1,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;peso_kg_registrado,478097;716261,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17859|5|2396|78|Roehampton-1|Gold,17859,5,2396,78,Roehampton-1,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478100;716264,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
25270|28|1902|74|West Germany|,25270,28,1902,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478101;716265,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169509|28|2000|74|West Germany|,169509,28,2000,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478102;716266,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
37642|10|2107|83|Germany|,37642,10,2107,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478103;716267,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
9249|18|2290|38|Canada|,9249,18,2290,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478106;716268,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
22139|34|1957|74|West Germany|Gold,22139,34,1957,74,West Germany,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478107;716269,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
10245|16|2338|127|Luxembourg|,10245,16,2338,127,Luxembourg,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478108;716270,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
18700|38|2019|78|Great Britain|,18700,38,2019,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478111;716273,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
6707|14|1900|83|Germany|,6707,14,1900,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478118;716276,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
42595|28|2265|103|United States Virgin Islands|,42595,28,2265,103,United States Virgin Islands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478119;716277,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
68829|5|2015|78|Great Britain|,68829,5,2015,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478122;716280,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17890|2|2332|78|Moseley Wanderers|Silver,17890,2,2332,78,Moseley Wanderers,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478127;716285,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
127088|54|2307|38|Canada|,127088,54,2307,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478129;716286,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17300|36|2019|10|Argentina|,17300,36,2019,10,Argentina,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478131;716288,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
23064|28|2052|175|Romania|,23064,28,2052,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478134;716291,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
121467|50|2171|104|Italy|,121467,50,2171,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478141;716296,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169512|7|2206|104|Italy|Gold,169512,7,2206,104,Italy,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478143;716298,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114494|47|1918|73|France|,114494,47,1918,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478153;716308,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
131083|54|2027|73|France|Silver,131083,54,2027,73,France,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478155;716310,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
67910|26|1949|73|France|,67910,26,1949,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478157;716312,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169514|41|1920|73|France|,169514,41,1920,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478158;716313,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24946|7|1902|73|France|,24946,7,1902,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478167;716322,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169516|43|1935|73|France|,169516,43,1935,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478171;716326,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
67911|26|2015|73|France|,67911,26,2015,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478174;716329,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
87718|43|2370|175|Romania|,87718,43,2370,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478176;716331,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169517|24|2036|175|Romania|,169517,24,2036,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478177;716332,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
105991|45|2062|83|Germany|,105991,45,2062,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478179;716333,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169518|30|1995|197|Switzerland|,169518,30,1995,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478180;716334,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
102231|45|1914|189|San Marino|,102231,45,1914,189,San Marino,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478182;716336,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
10506|38|2201|175|Romania|,10506,38,2201,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478206;716354,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
33359|32|2211|175|Romania|,33359,32,2211,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478207;716355,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
100084|18|1900|175|Romania|,100084,18,1900,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478209;716357,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
7890|24|2010|175|Romania|,7890,24,2010,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478210;716358,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
15752|18|1974|175|Romania|,15752,18,1974,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478212;716360,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
128934|54|2408|175|Romania|,128934,54,2408,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478214;716362,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
2480|38|1992|170|Puerto Rico|,2480,38,1992,170,Puerto Rico,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478217;716364,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
91061|43|1944|43|China|,91061,43,1944,43,China,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478218;716365,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
12425|41|1961|83|Germany|,12425,41,1961,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478220;716367,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
57991|30|2093|74|West Germany|,57991,30,2093,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478228;716371,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8072|18|1989|197|Switzerland|,8072,18,1989,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478241;716378,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
28338|28|2112|74|West Germany|,28338,28,2112,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478242;716379,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
17501|16|2019|15|Austria|,17501,16,2019,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478248;716385,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169527|43|2177|104|Italy|,169527,43,2177,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478258;716387,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
40021|26|2056|221|Soviet Union|,40021,26,2056,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478261;716389,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
169529|32|2056|167|Poland|,169529,32,2056,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478274;716402,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120839|50|2046|38|Canada|,120839,50,2046,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478285;716405,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
103164|45|2078|211|Chinese Taipei|,103164,45,2078,211,Chinese Taipei,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478287;716407,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
38649|26|1997|150|Netherlands|,38649,26,1997,150,Netherlands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478298;716419,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
12426|28|2027|80|East Germany|,12426,28,2027,80,East Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478299;716420,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
37643|30|2107|74|West Germany|Bronze,37643,30,2107,74,West Germany,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478301;716422,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
22933|24|1956|167|Poland|,22933,24,1956,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478302;716423,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24002|28|1902|31|Brazil|,24002,28,1902,31,Brazil,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478314;716433,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
108|38|1915|78|Great Britain|,108,38,1915,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478315;716434,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
88135|43|1935|58|Denmark|Gold,88135,43,1935,58,Denmark,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478330;716449,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24423|41|1954|58|Denmark|,24423,41,1954,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478331;716450,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
66457|7|1973|58|Denmark|,66457,7,1973,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478333;716452,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45989|36|2085|58|Denmark|,45989,36,2085,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478336;716455,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
1739|38|2058|58|Denmark|Bronze,1739,38,2058,58,Denmark,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478343;716462,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
36276|18|2056|58|Denmark|,36276,18,2056,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478355;716474,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
62659|18|2239|21|Belgium|,62659,18,2239,21,Belgium,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478357;716476,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24480|16|1902|58|Denmark|Bronze,24480,16,1902,58,Denmark,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478363;716482,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
793|38|2089|101|Iceland|,793,38,2089,101,Iceland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478365;716484,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24481|22|1902|58|Denmark|Silver,24481,22,1902,58,Denmark,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478369;716488,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
41481|6|2054|58|Denmark|,41481,6,2054,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,478370;716489,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
36278|26|2056|58|Denmark|,36278,26,2056,58,Denmark,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,478379;716498,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
