fuente,archivo,fila_origen,id_original,id_atleta_global,nombre,games_original,evento,motivo_exclusion,criterio,referencia
fuente1,data/intermediate/cleaned/fuente1_raw_results.csv,121778,55911,55516,Sotirios Versis,1888-89 Zappas Olympic Games,"Rope Climbing, Men ()","Registro asociado a una actividad previa a los Juegos Olímpicos modernos oficiales; se conserva para trazabilidad, pero queda fuera de EDICION_OLIMPICA.","El modelo representa únicamente las ediciones oficiales de los Juegos Olímpicos modernos; no se infiere año, temporada ni id_edicion.",https://library.olympics.com/Default/basicfilesdownload.ashx?itemGuid=2ECE9BE9-EA5F-4F0F-97DF-84C75B6BC60A
