id_evento,nombre,deporte,disciplina,genero,categoria_edad,condicion_medalla,modalidad,team_individual,distancia_normalizada,distancia_compuesta,categoria_peso,aparato,numero_participantes,youth,non_medal,modificadores_restantes,redundancia_padre,semantic_key,fuentes
756,"Architecture, Further Entries, Open (Olympic)",,,,adult,medal,open,,,,,,,NO,NO,architecture | entries | further,0,"["""", """", """", ""adult"", ""medal"", [""open""], [], [], [], [""architecture"", ""entries"", ""further""]]",
757,Fencing,,,,adult,medal,,,,,,,,NO,NO,fencing,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""fencing""]]",
758,"Sabre, Individual, Men (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,sabre,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""sabre""]]",
759,"Rapid-Fire Pistol, 25 metres, Men (Olympic)",,,,adult,medal,,,25:m,,,,,NO,NO,fire | pistol | rapid,0,"["""", """", """", ""adult"", ""medal"", [], [""25:m""], [], [], [""fire"", ""pistol"", ""rapid""]]",
760,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",,,,adult,medal,,,50:m,,,,,NO,NO,bore | prone | rifle | small,0,"["""", """", """", ""adult"", ""medal"", [], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]",
761,"Free Pistol, 50 yards, Men (Olympic)",fencing,fencing,men,adult,medal,,,50:yd,,,,,NO,NO,free | pistol,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [], [""50:yd""], [], [], [""free"", ""pistol""]]",fuente1
762,"Free Pistol, 50 yards, Team, Men (Olympic)",fencing,fencing,men,adult,medal,team,team,50:yd,,,,team,NO,NO,free | pistol,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [""team""], [""50:yd""], [], [], [""free"", ""pistol""]]",fuente1
763,"Small-Bore Rifle, 50 and 100 yards, Team, Men (Olympic)",,,,adult,medal,team,team,50/100:yd,50/100:yd,,,team,NO,NO,bore | rifle | small,0,"["""", """", """", ""adult"", ""medal"", [""team""], [""50/100:yd""], [], [], [""bore"", ""rifle"", ""small""]]",
764,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)",,,,adult,medal,,,25:yd,,,,,NO,NO,bore | disappearing | rifle | small | target,0,"["""", """", """", ""adult"", ""medal"", [], [""25:yd""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",
765,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)",,,,adult,medal,,,25:yd,,,,,NO,NO,bore | moving | rifle | small | target,0,"["""", """", """", ""adult"", ""medal"", [], [""25:yd""], [], [], [""bore"", ""moving"", ""rifle"", ""small"", ""target""]]",
766,"Free Pistol, 50 metres, Men (Olympic)",fencing,fencing,men,adult,medal,,,50:m,,,,,NO,NO,free | pistol,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""free"", ""pistol""]]",fuente1
767,"Free Pistol, 50 metres, Team, Men (Olympic)",fencing,fencing,men,adult,medal,team,team,50:m,,,,team,NO,NO,free | pistol,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""free"", ""pistol""]]",fuente1
768,"Dueling Pistol, 30 metres, Men (Olympic)",fencing,fencing,men,adult,medal,,,30:m,,,,,NO,NO,dueling | pistol,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [], [""30:m""], [], [], [""dueling"", ""pistol""]]",fuente1
769,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)",,,,adult,medal,,,50:m,,,,,NO,NO,any | bore | position | rifle | small,0,"["""", """", """", ""adult"", ""medal"", [], [""50:m""], [], [], [""any"", ""bore"", ""position"", ""rifle"", ""small""]]",
770,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",,,,adult,medal,team,team,50:m,,,,team,NO,NO,bore | prone | rifle | small,0,"["""", """", """", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]",
771,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",fencing,fencing,men,adult,medal,,,25:m,,,,,NO,NO,bore | disappearing | rifle | small | target,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",fuente1
772,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",fencing,fencing,men,adult,medal,team,team,25:m,,,,team,NO,NO,bore | disappearing | rifle | small | target,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [""team""], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",fuente1
773,Art Competitions,,,,adult,medal,,,,,,,,NO,NO,art,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""art""]]",
774,"Sculpturing, Open (Olympic)",,,,adult,medal,open,,,,,,,NO,NO,sculpturing,0,"["""", """", """", ""adult"", ""medal"", [""open""], [], [], [], [""sculpturing""]]",
775,"100 metres Backstroke, Women (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""backstroke""]]",
776,"Solo, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,solo,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""solo""]]",
777,"Duet, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,duet,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""duet""]]",
778,"50 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,50:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""50:m""], [], [], []]",
779,"200 metres Freestyle, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle,,200:m,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]",fuente1
780,"100 metres Breaststroke, Men (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""breaststroke""]]",
781,"4 × 200 metres Freestyle Relay, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",fuente1
782,"1,500 metres Freestyle, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle,,1500:m,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1500:m""], [], [], []]",fuente1
783,"100 metres Butterfly, Men (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,butterfly,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""butterfly""]]",
784,"200 metres Butterfly, Men (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,butterfly,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""butterfly""]]",
785,"200 metres Individual Medley, Women (Olympic)",,,,adult,medal,individual,individual,200:m,,,,individual,NO,NO,medley,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [""200:m""], [], [], [""medley""]]",
786,"100 metres Breaststroke, Women (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""breaststroke""]]",
787,"200 metres Breaststroke, Women (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""breaststroke""]]",
788,"100 metres Freestyle, Women (Olympic)",aquatics,swimming,women,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",fuente1
789,"50 metres Freestyle, Women (Olympic)",,,,adult,medal,freestyle,,50:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""50:m""], [], [], []]",
790,"100 metres Butterfly, Women (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,butterfly,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""butterfly""]]",
791,"4 × 100 metres Medley Relay, Men (Olympic)",,,,adult,medal,relay,,100:m,,,,relay,NO,NO,4 | medley | x,0,"["""", """", """", ""adult"", ""medal"", [""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]",
792,"100 metres Backstroke, Men (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""backstroke""]]",
793,"4 × 200 metres Freestyle Relay, Women (Olympic)",aquatics,swimming,women,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",fuente1
794,"4 × 100 metres Medley Relay, Women (Olympic)",,,,adult,medal,relay,,100:m,,,,relay,NO,NO,4 | medley | x,0,"["""", """", """", ""adult"", ""medal"", [""relay""], [""100:m""], [], [], [""4"", ""medley"", ""x""]]",
795,"400 metres Individual Medley, Women (Olympic)",,,,adult,medal,individual,individual,400:m,,,,individual,NO,NO,medley,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [""400:m""], [], [], [""medley""]]",
796,"400 metres Freestyle, Women (Olympic)",,,,adult,medal,freestyle,,400:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""400:m""], [], [], []]",
797,"800 metres Freestyle, Women (Olympic)",,,,adult,medal,freestyle,,800:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""800:m""], [], [], []]",
798,"4 × 100 metres Freestyle Relay, Women (Olympic)",aquatics,swimming,women,adult,medal,freestyle | relay,,100:m,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",fuente1
799,"200 metres Backstroke, Women (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""backstroke""]]",
800,"200 metres Freestyle, Women (Olympic)",aquatics,swimming,women,adult,medal,freestyle,,200:m,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""women"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]",fuente1
801,"200 metres Butterfly, Women (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,butterfly,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""butterfly""]]",
802,"200 metres Backstroke, Men (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""backstroke""]]",
803,"200 metres Individual Medley, Men (Olympic)",,,,adult,medal,individual,individual,200:m,,,,individual,NO,NO,medley,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [""200:m""], [], [], [""medley""]]",
804,"400 metres Individual Medley, Men (Olympic)",,,,adult,medal,individual,individual,400:m,,,,individual,NO,NO,medley,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [""400:m""], [], [], [""medley""]]",
805,"Plain High, Women (Olympic)",,,,adult,medal,,,,,,,,NO,NO,high | plain,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""high"", ""plain""]]",
806,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
807,"100 metres Freestyle, Women (Olympic)",aquatics,diving,women,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"[""aquatics"", ""diving"", ""women"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",fuente1
808,"300 metres Freestyle, Women (Olympic)",,,,adult,medal,freestyle,,300:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""300:m""], [], [], []]",
809,"Synchronized Springboard, Women (Olympic)",aquatics,diving,women,adult,medal,,,,,,,,NO,NO,springboard | synchronized,0,"[""aquatics"", ""diving"", ""women"", ""adult"", ""medal"", [], [], [], [], [""springboard"", ""synchronized""]]",fuente1
810,"4 × 100 metres Freestyle Relay, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle | relay,,100:m,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""100:m""], [], [], [""4"", ""x""]]",fuente1
811,Diving (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | diving,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""diving""]]",
812,"Springboard, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,springboard,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""springboard""]]",
813,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
814,"100 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",
815,"400 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,400:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""400:m""], [], [], []]",
816,"1,500 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,1500:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""1500:m""], [], [], []]",
817,"4 × 200 metres Freestyle Relay, Men (Olympic)",,,,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"["""", """", """", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",
818,"Springboard, Men (Olympic)",aquatics,diving,men,adult,medal,,,,,,,,NO,NO,springboard,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [], [], [], [], [""springboard""]]",fuente1
819,"1,000 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,1000:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""1000:m""], [], [], []]",
820,"200 metres Obstacle Course, Men (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,course | obstacle,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""course"", ""obstacle""]]",
821,Wrestling,,,,adult,medal,,,,,,,,NO,NO,wrestling,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""wrestling""]]",
822,"Welterweight, Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,,,,,,NO,NO,welterweight,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [], [], [], [""welterweight""]]",
823,"400 metres Breaststroke, Men (Olympic)",,,,adult,medal,,,400:m,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""400:m""], [], [], [""breaststroke""]]",
824,"1,200 metres Freestyle, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle,,1200:m,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1200:m""], [], [], []]",fuente1
825,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
826,"100 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",
827,"400 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,400:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""400:m""], [], [], []]",
828,"440 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,440:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""440:yd""], [], [], []]",
829,"880 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,880:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""880:yd""], [], [], []]",
830,"1 mile Freestyle, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle,,1:mile,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1:mile""], [], [], []]",fuente1
831,"200 metres Freestyle, Men (Olympic)",aquatics,water polo,men,adult,medal,freestyle,,200:m,,,,,NO,NO,,0,"[""aquatics"", ""water polo"", ""men"", ""adult"", ""medal"", [""freestyle""], [""200:m""], [], [], []]",fuente1
832,"1,000 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,1000:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""1000:m""], [], [], []]",
833,"4,000 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,4000:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""4000:m""], [], [], []]",
834,"4 × 200 metres Freestyle Relay, Men (Olympic)",,,,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"["""", """", """", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",
835,"100 metres Freestyle, Men (Olympic)",aquatics,diving,men,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",fuente1
836,"100 metres Backstroke, Men (Olympic)",,,,adult,medal,,,100:m,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:m""], [], [], [""backstroke""]]",
837,"Synchronized Springboard, Men (Olympic)",aquatics,diving,men,adult,medal,,,,,,,,NO,NO,springboard | synchronized,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [], [], [], [], [""springboard"", ""synchronized""]]",fuente1
838,Rowing,,,,adult,medal,,,,,,,,NO,NO,rowing,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""rowing""]]",
839,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
840,"100 metres Freestyle, Men (Olympic)",gymnastics,artistic gymnastics,men,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"[""gymnastics"", ""artistic gymnastics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",fuente1
841,"4 × 200 metres Freestyle Relay, Men (Olympic)",,,,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"["""", """", """", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",
842,"200 metres Breaststroke, Men (Olympic)",,,,adult,medal,,,200:m,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""200:m""], [], [], [""breaststroke""]]",
843,"Underwater Swimming, Men (Olympic)",aquatics,swimming,men,adult,medal,,,,,,,,NO,NO,underwater,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [], [], [], [], [""underwater""]]",fuente1
844,Fencing,,,,adult,medal,,,,,,,,NO,NO,fencing,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""fencing""]]",
845,"Foil, Individual, Men (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,foil,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""foil""]]",
846,"Sabre, Individual, Men (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,sabre,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""sabre""]]",
847,"Free Pistol, 30 metres, Men (Olympic)",,,,adult,medal,,,30:m,,,,,NO,NO,free | pistol,0,"["""", """", """", ""adult"", ""medal"", [], [""30:m""], [], [], [""free"", ""pistol""]]",
848,"Military Pistol, 25 metres, Men (Olympic)",,,,adult,medal,,,25:m,,,,,NO,NO,military | pistol,0,"["""", """", """", ""adult"", ""medal"", [], [""25:m""], [], [], [""military"", ""pistol""]]",
849,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)",,,,adult,medal,,,25:m,,,,,NO,NO,loading | muzzle | pistol,0,"["""", """", """", ""adult"", ""medal"", [], [""25:m""], [], [], [""loading"", ""muzzle"", ""pistol""]]",
850,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
851,"100 metres Freestyle, Men (Olympic)",athletics,athletics,men,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",fuente1
852,"500 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,500:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""500:m""], [], [], []]",
853,"1,200 metres Freestyle, Men (Olympic)",athletics,athletics,men,adult,medal,freestyle,,1200:m,,,,,NO,NO,,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [""freestyle""], [""1200:m""], [], [], []]",fuente1
854,"4 × 200 metres Freestyle Relay, Men (Olympic)",aquatics,water polo,men,adult,medal,freestyle | relay,,200:m,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""water polo"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""200:m""], [], [], [""4"", ""x""]]",fuente1
855,Modern Pentathlon,,,,adult,medal,,,,,,,,NO,NO,modern | pentathlon,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""modern"", ""pentathlon""]]",
856,"Individual, Men (Olympic)",,,,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], []]",
857,Art Competitions,,,,adult,medal,,,,,,,,NO,NO,art,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""art""]]",
858,"Architecture, Designs For Town Planning, Open (Olympic)",,,,adult,medal,open,,,,,,,NO,NO,architecture | designs | for | planning | town,0,"["""", """", """", ""adult"", ""medal"", [""open""], [], [], [], [""architecture"", ""designs"", ""for"", ""planning"", ""town""]]",
859,"300 metres Freestyle, Women (Olympic)",,,,adult,medal,freestyle,,300:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""300:m""], [], [], []]",
860,"4,000 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,4000:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""4000:m""], [], [], []]",
861,"200 metres Team Swimming, Men (Olympic)",aquatics,swimming,men,adult,medal,team,team,200:m,,,,team,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""team""], [""200:m""], [], [], []]",fuente1
862,"Parallel Bars, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,bars | parallel,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""bars"", ""parallel""]]",fuente1
863,"Team All-Around, Men (Olympic)",aquatics,diving,men,adult,medal,team,team,,,,,team,NO,NO,all | around,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""all"", ""around""]]",fuente1
864,"4 × 250 metres Freestyle Relay, Men (Intercalated)",,,,adult,medal,freestyle | relay,,250:m,,,,relay,NO,NO,4 | intercalated | x,0,"["""", """", """", ""adult"", ""medal"", [""freestyle"", ""relay""], [""250:m""], [], [], [""4"", ""intercalated"", ""x""]]",
865,"50 yards Freestyle, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle,,50:yd,,,,,NO,NO,,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle""], [""50:yd""], [], [], []]",fuente1
866,"4 × 50 yards Freestyle Relay, Men (Olympic)",aquatics,swimming,men,adult,medal,freestyle | relay,,50:yd,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""swimming"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""50:yd""], [], [], [""4"", ""x""]]",fuente1
867,"100 yards Backstroke, Men (Olympic)",,,,adult,medal,,,100:yd,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:yd""], [], [], [""backstroke""]]",
868,"440 yards Breaststroke, Men (Olympic)",,,,adult,medal,,,440:yd,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""440:yd""], [], [], [""breaststroke""]]",
869,"50 yards Freestyle, Men (Olympic)",aquatics,diving,men,adult,medal,freestyle,,50:yd,,,,,NO,NO,,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""freestyle""], [""50:yd""], [], [], []]",fuente1
870,"100 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,100:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""100:yd""], [], [], []]",
871,"440 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,440:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""440:yd""], [], [], []]",
872,"4 × 50 yards Freestyle Relay, Men (Olympic)",aquatics,diving,men,adult,medal,freestyle | relay,,50:yd,,,,relay,NO,NO,4 | x,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""freestyle"", ""relay""], [""50:yd""], [], [], [""4"", ""x""]]",fuente1
873,"100 yards Backstroke, Men (Olympic)",,,,adult,medal,,,100:yd,,,,,NO,NO,backstroke,0,"["""", """", """", ""adult"", ""medal"", [], [""100:yd""], [], [], [""backstroke""]]",
874,"440 yards Breaststroke, Men (Olympic)",,,,adult,medal,,,440:yd,,,,,NO,NO,breaststroke,0,"["""", """", """", ""adult"", ""medal"", [], [""440:yd""], [], [], [""breaststroke""]]",
875,"100 metres Freestyle, Men (Intercalated)",aquatics,diving,men,adult,medal,freestyle,,100:m,,,,,NO,NO,intercalated,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], [""intercalated""]]",fuente1
876,"400 metres Freestyle, Men (Intercalated)",aquatics,diving,men,adult,medal,freestyle,,400:m,,,,,NO,NO,intercalated,0,"[""aquatics"", ""diving"", ""men"", ""adult"", ""medal"", [""freestyle""], [""400:m""], [], [], [""intercalated""]]",fuente1
877,"1 mile Freestyle, Men (Intercalated)",,,,adult,medal,freestyle,,1:mile,,,,,NO,NO,intercalated,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""1:mile""], [], [], [""intercalated""]]",
878,"100 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,100:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""100:yd""], [], [], []]",
879,"220 yards Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,220:yd,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""220:yd""], [], [], []]",
