id_evento,nombre,deporte,disciplina,genero,categoria_edad,condicion_medalla,modalidad,team_individual,distancia_normalizada,distancia_compuesta,categoria_peso,aparato,numero_participantes,youth,non_medal,modificadores_restantes,redundancia_padre,semantic_key,fuentes
1,"Singles, Men (Olympic)",tennis,tennis,men,adult,medal,singles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
2,"Doubles, Men (Olympic)",tennis,tennis,men,adult,medal,doubles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
3,"Doubles, Mixed (Olympic)",tennis,tennis,mixed,adult,medal,doubles | mixed,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""mixed"", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",fuente1
4,"Singles, Men (Olympic)",table tennis,table tennis,men,adult,medal,singles,,,,,,,NO,NO,,0,"[""table tennis"", ""table tennis"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
5,"Doubles, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
6,"Singles, Handicap, Men (Olympic (non-medal))",tennis,tennis,men,adult,medal,singles,,,,,,,NO,NO,handicap,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], [""handicap""]]",fuente1
7,"Doubles, Handicap, Men (Olympic (non-medal))",tennis,tennis,men,adult,medal,doubles,,,,,,,NO,NO,handicap,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""doubles""], [], [], [], [""handicap""]]",fuente1
8,"Épée, Individual, Men (Olympic)",fencing,fencing,men,adult,medal,individual,individual,,,,,individual,NO,NO,epee,0,"[""fencing"", ""fencing"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""epee""]]",fuente1
9,Tennis,,,,adult,medal,,,,,,,,NO,NO,tennis,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""tennis""]]",
10,"Doubles, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
11,"Doubles, Handicap, Mixed (Olympic (non-medal))",,,,adult,medal,doubles | mixed,,,,,,,NO,NO,handicap,0,"["""", """", """", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], [""handicap""]]",
12,"Singles, Handicap, Men (Olympic (non-medal))",,,,adult,medal,singles,,,,,,,NO,NO,handicap,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], [""handicap""]]",
13,"Doubles, Handicap, Men (Olympic (non-medal))",,,,adult,medal,doubles,,,,,,,NO,NO,handicap,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], [""handicap""]]",
14,"Singles, Men (Intercalated)",,,,adult,medal,singles,,,,,,,NO,NO,intercalated,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], [""intercalated""]]",
15,"Doubles, Mixed (Intercalated)",,,,adult,medal,doubles | mixed,,,,,,,NO,NO,intercalated,0,"["""", """", """", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], [""intercalated""]]",
16,"Doubles, Men (Intercalated)",,,,adult,medal,doubles,,,,,,,NO,NO,intercalated,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], [""intercalated""]]",
17,"Doubles, Covered Courts, Mixed (Olympic)",tennis,tennis,mixed,adult,medal,doubles | mixed,,,,,,,NO,NO,courts | covered,0,"[""tennis"", ""tennis"", ""mixed"", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], [""courts"", ""covered""]]",fuente1
18,"Singles, Covered Courts, Men (Olympic)",,,,adult,medal,singles,,,,,,,NO,NO,courts | covered,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], [""courts"", ""covered""]]",
19,"Singles, Men (Olympic (non-medal))",tennis,tennis,men,adult,medal,singles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
20,"Doubles, Handicap, Mixed (Olympic (non-medal))",,,,adult,medal,doubles | mixed,,,,,,,NO,NO,handicap,0,"["""", """", """", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], [""handicap""]]",
21,"Doubles, Covered Courts, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,courts | covered,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], [""courts"", ""covered""]]",
22,Polo,,,,adult,medal,,,,,,,,NO,NO,polo,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""polo""]]",
23,"Polo, Men (Olympic (non-medal))",,,,adult,medal,,,,,,,,NO,NO,polo,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""polo""]]",
24,"Singles, Men (Olympic)",badminton,badminton,men,adult,medal,singles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
25,"Singles, Covered Courts, Women (Olympic)",tennis,tennis,women,adult,medal,singles,,,,,,,NO,NO,courts | covered,0,"[""tennis"", ""tennis"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], [""courts"", ""covered""]]",fuente1
26,"Singles, Women (Olympic)",tennis,tennis,women,adult,medal,singles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
27,"Doubles, Women (Olympic)",tennis,tennis,women,adult,medal,doubles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""women"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
28,"Doubles, Women (Olympic)",badminton,badminton,women,adult,medal,doubles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""women"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
29,"Doubles, Mixed (Olympic)",badminton,badminton,mixed,adult,medal,doubles | mixed,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""mixed"", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",fuente1
30,"Singles, Handicap, Women (Olympic (non-medal))",tennis,tennis,women,adult,medal,singles,,,,,,,NO,NO,handicap,0,"[""tennis"", ""tennis"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], [""handicap""]]",fuente1
31,"Singles, Women (Olympic)",table tennis,table tennis,women,adult,medal,singles,,,,,,,NO,NO,,0,"[""table tennis"", ""table tennis"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
32,"Doubles, Women (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
33,"Singles, Women (Olympic)",badminton,badminton,women,adult,medal,singles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
34,"Doubles, Men (Olympic)",badminton,badminton,men,adult,medal,doubles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""men"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
35,"Singles, Men (Olympic (non-medal))",badminton,badminton,men,adult,medal,singles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""men"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
36,"Singles, Women (Olympic (non-medal))",tennis,tennis,women,adult,medal,singles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
37,"Team, Women (Olympic)",table tennis,table tennis,women,adult,medal,team,team,,,,,team,NO,NO,,0,"[""table tennis"", ""table tennis"", ""women"", ""adult"", ""medal"", [""team""], [], [], [], []]",fuente1
38,"Doubles, Men (Olympic (non-medal))",tennis,tennis,men,adult,medal,doubles,,,,,,,NO,NO,,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
39,"Hockey, Men (Olympic)",hockey,hockey,men,adult,medal,,,,,,,,NO,NO,,0,"[""hockey"", ""hockey"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
40,Tennis,,,,adult,medal,,,,,,,,NO,NO,tennis,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""tennis""]]",
41,"Singles, Men (Olympic)",,,,adult,medal,singles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], []]",
42,"Doubles, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
43,"100 metres, Men (Olympic)",athletics,athletics,men,adult,medal,,,100:m,,,,,NO,NO,,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""100:m""], [], [], []]",fuente1
44,"400 metres, Men (Olympic)",athletics,athletics,men,adult,medal,,,400:m,,,,,NO,NO,,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""400:m""], [], [], []]",fuente1
45,"800 metres, Men (Olympic)",,,,adult,medal,,,800:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [], [""800:m""], [], [], []]",
46,"110 metres Hurdles, Men (Olympic)",athletics,athletics,men,adult,medal,,,110:m,,,,,NO,NO,hurdles,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [""110:m""], [], [], [""hurdles""]]",fuente1
47,"High Jump, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,high | jump,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""high"", ""jump""]]",fuente1
48,"Pole Vault, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,pole | vault,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""pole"", ""vault""]]",fuente1
49,"Long Jump, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,jump | long,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""long""]]",fuente1
50,"Triple Jump, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,jump | triple,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""triple""]]",fuente1
51,Tennis,,,,adult,medal,,,,,,,,NO,NO,tennis,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""tennis""]]",
52,"Singles, Men (Olympic)",,,,adult,medal,singles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], []]",
53,"Doubles, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
54,"Team, Men (Olympic)",table tennis,table tennis,men,adult,medal,team,team,,,,,team,NO,NO,,0,"[""table tennis"", ""table tennis"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], []]",fuente1
55,Swimming (Aquatics),,,,adult,medal,,,,,,,,NO,NO,aquatics | swimming,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""aquatics"", ""swimming""]]",
56,"100 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,100:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""100:m""], [], [], []]",
57,"500 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,500:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""500:m""], [], [], []]",
58,"1,200 metres Freestyle, Men (Olympic)",,,,adult,medal,freestyle,,1200:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""freestyle""], [""1200:m""], [], [], []]",
59,"Architecture, Open (Olympic)",,,,adult,medal,open,,,,,,,NO,NO,architecture,0,"["""", """", """", ""adult"", ""medal"", [""open""], [], [], [], [""architecture""]]",
60,Weightlifting,,,,adult,medal,,,,,,,,NO,NO,weightlifting,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""weightlifting""]]",
61,"Unlimited, Two Hands, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,hands | two | unlimited,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""hands"", ""two"", ""unlimited""]]",
62,Wrestling,,,,adult,medal,,,,,,,,NO,NO,wrestling,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""wrestling""]]",
63,"Unlimited Class, Greco-Roman, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,class | greco | roman | unlimited,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""class"", ""greco"", ""roman"", ""unlimited""]]",
64,Athletics,,,,adult,medal,,,,,,,,NO,NO,athletics,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""athletics""]]",
65,"Pole Vault, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,pole | vault,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""pole"", ""vault""]]",
66,"Long Jump, Men (Olympic)",tennis,tennis,men,adult,medal,,,,,,,,NO,NO,jump | long,0,"[""tennis"", ""tennis"", ""men"", ""adult"", ""medal"", [], [], [], [], [""jump"", ""long""]]",fuente1
67,"Shot Put, Men (Olympic)",,,,adult,medal,shot,,,,,,,NO,NO,put,0,"["""", """", """", ""adult"", ""medal"", [""shot""], [], [], [], [""put""]]",
68,"Individual, Men (Olympic)",modern pentathlon,modern pentathlon,men,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]",fuente1
69,"Team, Men (Olympic)",modern pentathlon,modern pentathlon,men,adult,medal,team,team,,,,,team,NO,NO,,0,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], []]",fuente1
70,"Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]",fuente1
71,"Individual, Women (Olympic)",archery,archery,women,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"[""archery"", ""archery"", ""women"", ""adult"", ""medal"", [""individual""], [], [], [], []]",fuente1
72,"Team, Women (Olympic)",archery,archery,women,adult,medal,team,team,,,,,team,NO,NO,,0,"[""archery"", ""archery"", ""women"", ""adult"", ""medal"", [""team""], [], [], [], []]",fuente1
73,"Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,,,,,team,NO,NO,,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], []]",fuente1
74,"Target Archery, 28 metres, Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,28:m,,,,team,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [""28:m""], [], [], [""target""]]",fuente1
75,"Target Archery, 33 metres, Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,33:m,,,,team,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [""33:m""], [], [], [""target""]]",fuente1
76,"Target Archery, 50 metres, Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,50:m,,,,team,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""target""]]",fuente1
77,"Pole Archery, Small Birds, Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,,,,,individual,NO,NO,birds | pole | small,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""birds"", ""pole"", ""small""]]",fuente1
78,"Pole Archery, Large Birds, Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,,,,,individual,NO,NO,birds | large | pole,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""birds"", ""large"", ""pole""]]",fuente1
79,"Pole Archery, Small Birds, Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,,,,,team,NO,NO,birds | pole | small,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""birds"", ""pole"", ""small""]]",fuente1
80,"Pole Archery, Large Birds, Team, Men (Olympic)",archery,archery,men,adult,medal,team,team,,,,,team,NO,NO,birds | large | pole,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""birds"", ""large"", ""pole""]]",fuente1
81,"Sur La Perche À La Herse, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,a | herse | la | la | perche | sur,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""a"", ""herse"", ""la"", ""la"", ""perche"", ""sur""]]",
82,"Au Chapelet, 33 metres, Men (Olympic)",,,,adult,medal,,,33:m,,,,,NO,NO,au | chapelet,0,"["""", """", """", ""adult"", ""medal"", [], [""33:m""], [], [], [""au"", ""chapelet""]]",
83,"Au Chapelet, 50 metres, Men (Olympic)",,,,adult,medal,,,50:m,,,,,NO,NO,au | chapelet,0,"["""", """", """", ""adult"", ""medal"", [], [""50:m""], [], [], [""au"", ""chapelet""]]",
84,"Au Cordon Doré, 33 metres, Men (Olympic)",,,,adult,medal,,,33:m,,,,,NO,NO,au | cordon | dore,0,"["""", """", """", ""adult"", ""medal"", [], [""33:m""], [], [], [""au"", ""cordon"", ""dore""]]",
85,"Au Cordon Doré, 50 metres, Men (Olympic)",,,,adult,medal,,,50:m,,,,,NO,NO,au | cordon | dore,0,"["""", """", """", ""adult"", ""medal"", [], [""50:m""], [], [], [""au"", ""cordon"", ""dore""]]",
86,"Championnat Du Monde, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,championnat | du | monde,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""championnat"", ""du"", ""monde""]]",
87,"Target Archery, 28 metres, Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,28:m,,,,individual,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [""28:m""], [], [], [""target""]]",fuente1
88,"Target Archery, 33 metres, Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,33:m,,,,individual,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [""33:m""], [], [], [""target""]]",fuente1
89,"Target Archery, 50 metres, Individual, Men (Olympic)",archery,archery,men,adult,medal,individual,individual,50:m,,,,individual,NO,NO,target,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""individual""], [""50:m""], [], [], [""target""]]",fuente1
90,"Continental Style, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,continental | style,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""continental"", ""style""]]",
91,"Double York Round, Men (Olympic)",,,,adult,medal,double,,,,,,double,NO,NO,round | york,0,"["""", """", """", ""adult"", ""medal"", [""double""], [], [], [], [""round"", ""york""]]",
92,"Sur La Perche À La Pyramide, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,a | la | la | perche | pyramide | sur,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""a"", ""la"", ""la"", ""perche"", ""pyramide"", ""sur""]]",
93,"French Championship, Individual, Men (Olympic (non-medal))",,,,adult,medal,individual,individual,,,,,individual,NO,NO,championship | french,0,"["""", """", """", ""adult"", ""medal"", [""individual""], [], [], [], [""championship"", ""french""]]",
94,"Double National Round, Women (Olympic)",,,,adult,medal,double,,,,,,double,NO,NO,national | round,0,"["""", """", """", ""adult"", ""medal"", [""double""], [], [], [], [""national"", ""round""]]",
95,"1,500 metres, Men (Olympic)",,,,adult,medal,,,1500:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [], [""1500:m""], [], [], []]",
96,"Marathon, Men (Olympic)",athletics,athletics,men,adult,medal,,,,,,,,NO,NO,marathon,0,"[""athletics"", ""athletics"", ""men"", ""adult"", ""medal"", [], [], [], [], [""marathon""]]",fuente1
97,"Doubles, Women (Olympic (non-medal))",badminton,badminton,women,adult,medal,doubles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""women"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
98,"Doubles, Men (Olympic (non-medal))",badminton,badminton,men,adult,medal,doubles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""men"", ""adult"", ""medal"", [""doubles""], [], [], [], []]",fuente1
99,"Singles, Women (Olympic (non-medal))",badminton,badminton,women,adult,medal,singles,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""women"", ""adult"", ""medal"", [""singles""], [], [], [], []]",fuente1
100,"Doubles, Mixed (Olympic (non-medal))",badminton,badminton,mixed,adult,medal,doubles | mixed,,,,,,,NO,NO,,0,"[""badminton"", ""badminton"", ""mixed"", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",fuente1
101,"Welterweight, Men (Olympic)",boxing,boxing,men,adult,medal,,,,,,,,NO,NO,welterweight,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [], [], [], [], [""welterweight""]]",fuente1
102,"Light-Heavyweight, Men (Olympic)",boxing,boxing,men,adult,medal,heavyweight,,,,,,,NO,NO,light,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""light""]]",fuente1
103,"Featherweight, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,featherweight,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""featherweight""]]",
104,"Light-Welterweight, Men (Olympic)",boxing,boxing,men,adult,medal,,,,,,,,NO,NO,light | welterweight,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [], [], [], [], [""light"", ""welterweight""]]",fuente1
105,"Flyweight, Men (Olympic)",boxing,boxing,men,adult,medal,,,,,,,,NO,NO,flyweight,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [], [], [], [], [""flyweight""]]",fuente1
106,"Lightweight, Men (Olympic)",,,,adult,medal,lightweight,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""lightweight""], [], [], [], []]",
107,"Heavyweight, Men (Olympic)",boxing,boxing,men,adult,medal,heavyweight,,,,,,,NO,NO,,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], []]",fuente1
108,"Bantamweight, Men (Olympic)",,,,adult,medal,,,,,,,,NO,NO,bantamweight,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""bantamweight""]]",
109,"Light-Flyweight, Men (Olympic)",boxing,boxing,men,adult,medal,,,,,,,,NO,NO,flyweight | light,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [], [], [], [], [""flyweight"", ""light""]]",fuente1
110,"Middleweight, Men (Olympic)",boxing,boxing,men,adult,medal,middleweight,,,,,,,NO,NO,,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]",fuente1
111,"Light-Middleweight, Men (Olympic)",boxing,boxing,men,adult,medal,middleweight,,,,,,,NO,NO,light,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [""middleweight""], [], [], [], [""light""]]",fuente1
112,"Super-Heavyweight, Men (Olympic)",boxing,boxing,men,adult,medal,heavyweight,,,,,,,NO,NO,super,0,"[""boxing"", ""boxing"", ""men"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""super""]]",fuente1
113,"Softball, Women (Olympic)",baseball softball,softball,women,adult,medal,,,,,,,,NO,NO,,0,"[""baseball softball"", ""softball"", ""women"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
114,"Baseball, Men (Olympic)",baseball softball,baseball,men,adult,medal,,,,,,,,NO,NO,,0,"[""baseball softball"", ""baseball"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
115,"Baseball, Men (Olympic (non-medal))",baseball softball,baseball,men,adult,medal,,,,,,,,NO,NO,,0,"[""baseball softball"", ""baseball"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",fuente1
116,"Team, Mixed (Olympic)",archery,archery,mixed,adult,medal,mixed | team,team,,,,,team,NO,NO,,0,"[""archery"", ""archery"", ""mixed"", ""adult"", ""medal"", [""mixed"", ""team""], [], [], [], []]",fuente1
117,"Double Columbia Round, Women (Olympic)",,,,adult,medal,double,,,,,,double,NO,NO,columbia | round,0,"["""", """", """", ""adult"", ""medal"", [""double""], [], [], [], [""columbia"", ""round""]]",
118,"Team Round, Women (Olympic)",archery,archery,women,adult,medal,team,team,,,,,team,NO,NO,round,0,"[""archery"", ""archery"", ""women"", ""adult"", ""medal"", [""team""], [], [], [], [""round""]]",fuente1
119,"Flight Shooting, Women (Olympic (non-medal))",,,,adult,medal,,,,,,,,NO,NO,flight | shooting,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""flight"", ""shooting""]]",
120,"Double American Round, Men (Olympic)",,,,adult,medal,double,,,,,,double,NO,NO,american | round,0,"["""", """", """", ""adult"", ""medal"", [""double""], [], [], [], [""american"", ""round""]]",
121,"Team Round, Men (Olympic)",archery,archery,men,adult,medal,team,team,,,,,team,NO,NO,round,0,"[""archery"", ""archery"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""round""]]",fuente1
122,"Flight Shooting, Men (Olympic (non-medal))",,,,adult,medal,,,,,,,,NO,NO,flight | shooting,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""flight"", ""shooting""]]",
123,"8 metres, Open (Olympic)",,,,adult,medal,open,,8:m,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""open""], [""8:m""], [], [], []]",
124,Tennis,,,,adult,medal,,,,,,,,NO,NO,tennis,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""tennis""]]",
125,"Singles, Men (Olympic)",,,,adult,medal,singles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], []]",
126,"Doubles, Mixed (Olympic)",,,,adult,medal,doubles | mixed,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles"", ""mixed""], [], [], [], []]",
127,"Doubles, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], []]",
128,"Singles, Covered Courts, Men (Olympic)",,,,adult,medal,singles,,,,,,,NO,NO,courts | covered,0,"["""", """", """", ""adult"", ""medal"", [""singles""], [], [], [], [""courts"", ""covered""]]",
129,"Doubles, Covered Courts, Men (Olympic)",,,,adult,medal,doubles,,,,,,,NO,NO,courts | covered,0,"["""", """", """", ""adult"", ""medal"", [""doubles""], [], [], [], [""courts"", ""covered""]]",
130,"Painting, Unknown Event, Open (Olympic)",,,,adult,medal,open,,,,,,,NO,NO,painting | unknown,0,"["""", """", """", ""adult"", ""medal"", [""open""], [], [], [], [""painting"", ""unknown""]]",
131,"Individual, Men (Olympic)",golf,golf,men,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"[""golf"", ""golf"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]",fuente1
132,"Individual, Men (Olympic (non-medal))",golf,golf,men,adult,medal,individual,individual,,,,,individual,NO,NO,,0,"[""golf"", ""golf"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]",fuente1
133,Tennis,,,,adult,medal,,,,,,,,NO,NO,tennis,0,"["""", """", """", ""adult"", ""medal"", [], [], [], [], [""tennis""]]",
