id_atleta_a,nombre_a,id_atleta_b,nombre_b,fuentes,fecha_a,fecha_b,sexo_a,sexo_b,contextos_a,contextos_b,contextos_compartidos,contextos_solo_a,contextos_solo_b,conflictos_biograficos,unicidad,score_nombre,score_contexto,clasificacion_final,razon,tipo_muestra
113208,Zhang Yingying,328662,Zhang Yingying,fuente1 | fuente2 | fuente3,1990-01-04,,Female,F,"[""2008 Summer | CHN |  | 000 10 metres women | "", ""2008 Summer | CHN |  | 000 5 metres women | "", ""2008 Summer | CHN | China | 000 10 athletics metres women | "", ""2008 Summer | CHN | China | 000 5 athletics metres women | ""]","[""2008 Summer | CHN | China | 000 10 athletics metres women | ""]","[""2008 Summer | CHN | China | 000 10 athletics metres women | ""]","[""2008 Summer | CHN |  | 000 10 metres women | "", ""2008 Summer | CHN |  | 000 5 metres women | "", ""2008 Summer | CHN | China | 000 5 athletics metres women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
160765,Jaroslav Jirsek,243262,Jaroslav Jirsek,fuente2 | fuente3,,,M,M,"[""1956 Summer | TCH | Czechoslovakia | 4 400 athletics men metres relay x | "", ""1960 Summer | TCH | Czechoslovakia | 4 400 athletics men metres relay x | ""]","[""1960 Summer | TCH | Czechoslovakia | 4 400 athletics men metres relay x | ""]","[""1960 Summer | TCH | Czechoslovakia | 4 400 athletics men metres relay x | ""]","[""1956 Summer | TCH | Czechoslovakia | 4 400 athletics men metres relay x | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.5,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
123413,Burcu Dolunay,216172,Burcu Dolunay,fuente1 | fuente2 | fuente3,1984-02-17,,Female,F,"[""2012 Summer | TUR |  | 100 freestyle metres women | "", ""2012 Summer | TUR |  | 50 freestyle metres women | "", ""2012 Summer | TUR | Turkey | 100 freestyle metres swimming women | "", ""2012 Summer | TUR | Turkey | 50 freestyle metres swimming women | ""]","[""2012 Summer | TUR | Turkey | 100 freestyle metres swimming women | ""]","[""2012 Summer | TUR | Turkey | 100 freestyle metres swimming women | ""]","[""2012 Summer | TUR |  | 100 freestyle metres women | "", ""2012 Summer | TUR |  | 50 freestyle metres women | "", ""2012 Summer | TUR | Turkey | 50 freestyle metres swimming women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
37317,Uwe Heppner,236164,Uwe Heppner,fuente1 | fuente2 | fuente3,1960-07-18,,Male,M,"[""1980 Summer | GDR | East Germany | men quadruple rowing sculls | Gold"", ""1980 Summer | GDR | East Germany | men quadruple sculls | Gold"", ""1988 Summer | GDR | East Germany | double men rowing sculls | "", ""1988 Summer | GDR | Uwe Mund | double men sculls | ""]","[""1988 Summer | GDR | East Germany | double men rowing sculls | ""]","[""1988 Summer | GDR | East Germany | double men rowing sculls | ""]","[""1980 Summer | GDR | East Germany | men quadruple rowing sculls | Gold"", ""1980 Summer | GDR | East Germany | men quadruple sculls | Gold"", ""1988 Summer | GDR | Uwe Mund | double men sculls | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
157393,Stanisaw Gociniak,230083,Stanisaw Gociniak,fuente2 | fuente3,,,M,M,"[""1968 Summer | POL | Poland | men volleyball | "", ""1972 Summer | POL | Poland | men volleyball | ""]","[""1972 Summer | POL | Poland | men volleyball | ""]","[""1972 Summer | POL | Poland | men volleyball | ""]","[""1968 Summer | POL | Poland | men volleyball | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.5,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
113148,Valentyna Horpynych-Zhudina,238416,Valentyna Horpynych-zhudina,fuente1 | fuente2 | fuente3,1983-03-12,,Female,F,"[""2008 Summer | UKR |  | 000 3 metres steeplechase women | "", ""2008 Summer | UKR | Ukraine | 000 3 athletics metres steeplechase women | "", ""2012 Summer | UKR |  | 000 3 metres steeplechase women | "", ""2012 Summer | UKR | Ukraine | 000 3 athletics metres steeplechase women | ""]","[""2012 Summer | UKR | Ukraine | 000 3 athletics metres steeplechase women | ""]","[""2012 Summer | UKR | Ukraine | 000 3 athletics metres steeplechase women | ""]","[""2008 Summer | UKR |  | 000 3 metres steeplechase women | "", ""2008 Summer | UKR | Ukraine | 000 3 athletics metres steeplechase women | "", ""2012 Summer | UKR |  | 000 3 metres steeplechase women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
72793,Khalid Skah,303225,Khalid Skah,fuente1 | fuente2 | fuente3,1967-01-29,,Male,M,"[""1992 Summer | MAR |  | 000 10 men metres | Gold"", ""1992 Summer | MAR | Morocco | 000 10 athletics men metres | Gold"", ""1996 Summer | MAR |  | 000 10 men metres | "", ""1996 Summer | MAR | Morocco | 000 10 athletics men metres | ""]","[""1996 Summer | MAR | Morocco | 000 10 athletics men metres | ""]","[""1996 Summer | MAR | Morocco | 000 10 athletics men metres | ""]","[""1992 Summer | MAR |  | 000 10 men metres | Gold"", ""1992 Summer | MAR | Morocco | 000 10 athletics men metres | Gold"", ""1996 Summer | MAR |  | 000 10 men metres | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
17094,Lode Wouters,325752,Lode Wouters,fuente1 | fuente2 | fuente3,1929-05-27,,Male,M,"[""1948 Summer | BEL |  | individual men race road | Bronze"", ""1948 Summer | BEL | Belgium | cycling individual men race road | Bronze"", ""1948 Summer | BEL | Belgium | cycling men race road team | Gold"", ""1948 Summer | BEL | Belgium | men race road team | Gold""]","[""1948 Summer | BEL | Belgium | cycling men race road team | Gold""]","[""1948 Summer | BEL | Belgium | cycling men race road team | Gold""]","[""1948 Summer | BEL |  | individual men race road | Bronze"", ""1948 Summer | BEL | Belgium | cycling individual men race road | Bronze"", ""1948 Summer | BEL | Belgium | men race road team | Gold""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
34348,Siegfried Springer,305741,Siegfried Springer,fuente1 | fuente2 | fuente3,1943-06-24,,Male,M,"[""1968 Summer | AUT |  | individual men | "", ""1968 Summer | AUT | Austria | individual men modern pentathlon | "", ""1968 Summer | AUT | Austria | men modern pentathlon team | "", ""1968 Summer | AUT | Austria | men team | ""]","[""1968 Summer | AUT | Austria | men modern pentathlon team | ""]","[""1968 Summer | AUT | Austria | men modern pentathlon team | ""]","[""1968 Summer | AUT |  | individual men | "", ""1968 Summer | AUT | Austria | individual men modern pentathlon | "", ""1968 Summer | AUT | Austria | men team | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
93691,Kathleen Smet,303814,Kathleen Smet,fuente1 | fuente2 | fuente3,1970-01-19,,Female,F,"[""2000 Summer | BEL |  | distance women | "", ""2000 Summer | BEL | Belgium | distance triathlon women | "", ""2004 Summer | BEL |  | distance women | "", ""2004 Summer | BEL | Belgium | distance triathlon women | ""]","[""2004 Summer | BEL | Belgium | distance triathlon women | ""]","[""2004 Summer | BEL | Belgium | distance triathlon women | ""]","[""2000 Summer | BEL |  | distance women | "", ""2000 Summer | BEL | Belgium | distance triathlon women | "", ""2004 Summer | BEL |  | distance women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,1.0,0.25,EXACT_DUPLICATE_IDENTITY,"Nombre normalizado idéntico, contexto compartido, sin conflicto biográfico y candidato único.",EXACT_DUPLICATE_IDENTITY
53841,Samarandra Chatterjee,150954,Samarandra N. Chatterjee,fuente1 | fuente2 | fuente3,1922-01-01,,Male,M,"[""1948 Summer | IND | India | men polo water | ""]","[""1948 Summer | IND | India | men polo water | ""]","[""1948 Summer | IND | India | men polo water | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.954545,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
183237,Antonio A. Zucchi,329418,Antonio Zucchi,fuente2 | fuente3,,,M,M,"[""1948 Summer | ARG | Argentina | hockey men | ""]","[""1948 Summer | ARG | Argentina | hockey men | ""]","[""1948 Summer | ARG | Argentina | hockey men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.933333,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
6649,Óscar Moglia,168025,Oscar Aldo Moglia Eiras,fuente1 | fuente2,1935-02-01,,Male,M,"[""1956 Summer | URU | Uruguay | basketball men | Bronze""]","[""1956 Summer | URU | Uruguay | basketball men | Bronze""]","[""1956 Summer | URU | Uruguay | basketball men | Bronze""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.685714,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
61624,Carlos Gabutti,155927,Carlos Flix Gabutti,fuente1 | fuente2 | fuente3,1951-08-13,,Male,M,"[""1992 Summer | ARG | Alberto Zanetti | keelboat open person two | "", ""1992 Summer | ARG | Argentina | keelboat mixed person sailing two | ""]","[""1992 Summer | ARG | Argentina | keelboat mixed person sailing two | ""]","[""1992 Summer | ARG | Argentina | keelboat mixed person sailing two | ""]","[""1992 Summer | ARG | Alberto Zanetti | keelboat open person two | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.848485,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
10987,Julie Leach,164308,Julie Marie Jones Leach,fuente1 | fuente2 | fuente3,1957-02-23,,Female,F,"[""1976 Summer | USA |  | 500 kayak metres singles women | "", ""1976 Summer | USA | United States | 500 canoeing kayak metres singles women | ""]","[""1976 Summer | USA | United States | 500 canoeing kayak metres singles women | ""]","[""1976 Summer | USA | United States | 500 canoeing kayak metres singles women | ""]","[""1976 Summer | USA |  | 500 kayak metres singles women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.647059,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
21198,Hélio Vieira,181302,Helio de Arajo Vieira,fuente1 | fuente2 | fuente3,1914-11-15,,Male,M,"[""1952 Summer | BRA | Brazil | epee fencing men team | "", ""1952 Summer | BRA | Brazil | epee men team | ""]","[""1952 Summer | BRA | Brazil | epee fencing men team | ""]","[""1952 Summer | BRA | Brazil | epee fencing men team | ""]","[""1952 Summer | BRA | Brazil | epee men team | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.727273,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
19507,Jorge Bada,147170,Jorge Bada y Snchez,fuente1 | fuente2,1944-08-17,,Male,M,"[""1968 Summer | MEX | Mexico | hockey men | ""]","[""1968 Summer | MEX | Mexico | hockey men | ""]","[""1968 Summer | MEX | Mexico | hockey men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.689655,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
85105,Bob Forhan,155551,"Robert ""Bob"" Forhan",fuente1 | fuente2,1936-03-27,,Male,M,"[""1960 Winter | CAN | Canada | hockey ice men | Silver"", ""1964 Winter | CAN | Canada | hockey ice men | ""]","[""1960 Winter | CAN | Canada | hockey ice men | Silver"", ""1964 Winter | CAN | Canada | hockey ice men | ""]","[""1960 Winter | CAN | Canada | hockey ice men | Silver"", ""1964 Winter | CAN | Canada | hockey ice men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.740741,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
5574,Carlos Alegre,146042,Carlos Alegre Benavides,fuente1 | fuente2,1924-05-07,,Male,M,"[""1948 Summer | PER | Peru | basketball men | ""]","[""1948 Summer | PER | Peru | basketball men | ""]","[""1948 Summer | PER | Peru | basketball men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.722222,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
126521,Antonela Mena,167372,Antonela Luca Mena,fuente1 | fuente2 | fuente3,1988-03-28,,Female,F,"[""2016 Summer | ARG | Argentina | handball women | ""]","[""2016 Summer | ARG | Argentina | handball women | ""]","[""2016 Summer | ARG | Argentina | handball women | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.83871,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
173329,Nio T. Ramrez,289701,Nio Ramrez,fuente2 | fuente3,,,M,M,"[""1936 Summer | PHI | Philippines | athletics jump long men | ""]","[""1936 Summer | PHI | Philippines | athletics jump long men | ""]","[""1936 Summer | PHI | Philippines | athletics jump long men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.909091,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
26199,Tiny Langers,164028,"Franois ""Tiny"" Langers",fuente1 | fuente2,1896-12-29,,Male,M,"[""1920 Summer | LUX | Luxembourg | football men | "", ""1924 Summer | LUX | Luxembourg | football men | ""]","[""1920 Summer | LUX | Luxembourg | football men | "", ""1924 Summer | LUX | Luxembourg | football men | ""]","[""1920 Summer | LUX | Luxembourg | football men | "", ""1924 Summer | LUX | Luxembourg | football men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.75,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
18500,Ido Marang,166291,"Henri ""Ido"" Marang",fuente1 | fuente2,1918-12-19,,Male,M,"[""1960 Summer | FRA | France | hockey men | ""]","[""1960 Summer | FRA | France | hockey men | ""]","[""1960 Summer | FRA | France | hockey men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.769231,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
33735,Gaston Lesturgeon,164706,Gaston M. Lesturgeon,fuente1 | fuente2 | fuente3,1936-11-30,,Male,M,"[""1964 Summer | FRA |  | lightweight men | "", ""1964 Summer | FRA | France | judo lightweight men | ""]","[""1964 Summer | FRA | France | judo lightweight men | ""]","[""1964 Summer | FRA | France | judo lightweight men | ""]","[""1964 Summer | FRA |  | lightweight men | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.944444,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
78339,William Rand,173376,William McNear Rand,fuente1 | fuente2 | fuente3,1886-04-07,,Male,M,"[""1908 Summer | USA |  | 110 hurdles men metres | "", ""1908 Summer | USA | United States | 110 athletics hurdles men metres | ""]","[""1908 Summer | USA | United States | 110 athletics hurdles men metres | ""]","[""1908 Summer | USA | United States | 110 athletics hurdles men metres | ""]","[""1908 Summer | USA |  | 110 hurdles men metres | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.774194,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
89081,Alfonso Reyes,173680,Alfonso Reyes Cabaas,fuente1 | fuente2,1971-09-19,,Male,M,"[""2000 Summer | ESP | Spain | basketball men | ""]","[""2000 Summer | ESP | Spain | basketball men | ""]","[""2000 Summer | ESP | Spain | basketball men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.787879,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
31384,Juan Javier Cabanas,150074,Juan Javier Cabanas Lpez,fuente1 | fuente2,1960-04-24,,Male,M,"[""1980 Summer | ESP | Spain | handball men | "", ""1984 Summer | ESP | Spain | handball men | "", ""1988 Summer | ESP | Spain | handball men | "", ""1992 Summer | ESP | Spain | handball men | ""]","[""1984 Summer | ESP | Spain | handball men | "", ""1988 Summer | ESP | Spain | handball men | "", ""1992 Summer | ESP | Spain | handball men | ""]","[""1984 Summer | ESP | Spain | handball men | "", ""1988 Summer | ESP | Spain | handball men | "", ""1992 Summer | ESP | Spain | handball men | ""]","[""1980 Summer | ESP | Spain | handball men | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.883721,0.75,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
131010,"Savenaca, Ratu Nakalevu",169101,Ratu Savenaca Robosenawainibuka Nakalevu,fuente1 | fuente2,1994-03-07,,Male,M,"[""2016 Summer | FIJ | Fiji | football men | ""]","[""2016 Summer | FIJ | Fiji | football men | ""]","[""2016 Summer | FIJ | Fiji | football men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.677419,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
129197,Sabina Jacobsen-Rosengren,160261,Sabina Rosengren Jacobsen,fuente1 | fuente2,1989-03-24,,Female,F,"[""2016 Summer | SWE | Sweden | handball women | ""]","[""2016 Summer | SWE | Sweden | handball women | ""]","[""2016 Summer | SWE | Sweden | handball women | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.64,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
26589,Agnete Carlsen,150461,Agnete Synnve Carlsen,fuente1 | fuente2 | fuente3,1971-01-15,,Female,F,"[""1996 Summer | NOR | Norway | football women | Bronze""]","[""1996 Summer | NOR | Norway | football women | Bronze""]","[""1996 Summer | NOR | Norway | football women | Bronze""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.8,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
36883,Kareen Marwick,166861,Kareen Elizabeth Marwick,fuente1 | fuente2 | fuente3,1961-05-14,,Female,F,"[""1992 Summer | GBR | Great Britain | coxed eights rowing women | "", ""1992 Summer | GBR | Great Britain | eights women | ""]","[""1992 Summer | GBR | Great Britain | coxed eights rowing women | ""]","[""1992 Summer | GBR | Great Britain | coxed eights rowing women | ""]","[""1992 Summer | GBR | Great Britain | eights women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.736842,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
90187,Steffi Jones,160899,"Stephanie ""Steffi"" Jones",fuente1 | fuente2,1972-12-22,,Female,F,"[""2000 Summer | GER | Germany | football women | Bronze"", ""2004 Summer | GER | Germany | football women | Bronze""]","[""2000 Summer | GER | Germany | football women | Bronze"", ""2004 Summer | GER | Germany | football women | Bronze""]","[""2000 Summer | GER | Germany | football women | Bronze"", ""2004 Summer | GER | Germany | football women | Bronze""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.705882,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
107258,Adiel Palma,170871,Adiel Palma Lpez,fuente1 | fuente2,1970-08-20,,Male,M,"[""2004 Summer | CUB | Cuba | baseball men | Gold"", ""2008 Summer | CUB | Cuba | baseball men | Silver""]","[""2004 Summer | CUB | Cuba | baseball men | Gold"", ""2008 Summer | CUB | Cuba | baseball men | Silver""]","[""2004 Summer | CUB | Cuba | baseball men | Gold"", ""2008 Summer | CUB | Cuba | baseball men | Silver""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.814815,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
43405,Krzysztof Stefaniak,177943,Krzysztof Jzef Stefaniak,fuente1 | fuente2 | fuente3,1957-12-10,,Male,M,"[""1980 Summer | POL |  | 50 bore metres open prone rifle small | "", ""1980 Summer | POL | Poland | 50 bore metres mixed prone rifle shooting small | ""]","[""1980 Summer | POL | Poland | 50 bore metres mixed prone rifle shooting small | ""]","[""1980 Summer | POL | Poland | 50 bore metres mixed prone rifle shooting small | ""]","[""1980 Summer | POL |  | 50 bore metres open prone rifle small | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.883721,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
18400,Kim Malgosa,166116,"Joaqun ""Kim"" Malgosa Morera",fuente1 | fuente2,1963-11-01,,Male,M,"[""1988 Summer | ESP | Spain | hockey men | "", ""1992 Summer | ESP | Spain | hockey men | "", ""1996 Summer | ESP | Spain | hockey men | Silver"", ""2000 Summer | ESP | Spain | hockey men | ""]","[""1988 Summer | ESP | Spain | hockey men | "", ""1992 Summer | ESP | Spain | hockey men | "", ""1996 Summer | ESP | Spain | hockey men | Silver"", ""2000 Summer | ESP | Spain | hockey men | ""]","[""1988 Summer | ESP | Spain | hockey men | "", ""1992 Summer | ESP | Spain | hockey men | "", ""1996 Summer | ESP | Spain | hockey men | Silver"", ""2000 Summer | ESP | Spain | hockey men | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.611111,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
93856,Daniel Moro,168443,Daniel Moro Fernndez,fuente1 | fuente2,1973-08-08,,Male,M,"[""2000 Summer | ESP | Spain | men polo water | "", ""2004 Summer | ESP | Spain | men polo water | ""]","[""2000 Summer | ESP | Spain | men polo water | "", ""2004 Summer | ESP | Spain | men polo water | ""]","[""2000 Summer | ESP | Spain | men polo water | "", ""2004 Summer | ESP | Spain | men polo water | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.709677,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
77272,D'Andre Hill,159157,D'Andre M. Hill,fuente1 | fuente2 | fuente3,1973-04-19,,Female,F,"[""1996 Summer | USA |  | 100 metres women | "", ""1996 Summer | USA | United States | 100 athletics metres women | ""]","[""1996 Summer | USA | United States | 100 athletics metres women | ""]","[""1996 Summer | USA | United States | 100 athletics metres women | ""]","[""1996 Summer | USA |  | 100 metres women | ""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.923077,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
62704,George O'Day,170078,George Dyer O'Day,fuente1 | fuente2 | fuente3,1923-05-19,,Male,M,"[""1960 Summer | USA | Minotaur | 5 metres mixed sailing | Gold"", ""1960 Summer | USA | Minotaur | 5 metres open | Gold""]","[""1960 Summer | USA | Minotaur | 5 metres mixed sailing | Gold""]","[""1960 Summer | USA | Minotaur | 5 metres mixed sailing | Gold""]","[""1960 Summer | USA | Minotaur | 5 metres open | Gold""]",[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.827586,0.5,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
150056,William F. Byrne,202181,William Byrne,fuente2 | fuente3,,,M,M,"[""1932 Summer | USA | United States | art competitions event mixed painting unknown | ""]","[""1932 Summer | USA | United States | art competitions event mixed painting unknown | ""]","[""1932 Summer | USA | United States | art competitions event mixed painting unknown | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad, altura_cm, peso_kg""]",UNICA,0.928571,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
5451,Tania Seino,176181,Tania Seino Barbn,fuente1 | fuente2,1973-07-09,,Female,F,"[""1996 Summer | CUB | Cuba | basketball women | "", ""2000 Summer | CUB | Cuba | basketball women | ""]","[""1996 Summer | CUB | Cuba | basketball women | "", ""2000 Summer | CUB | Cuba | basketball women | ""]","[""1996 Summer | CUB | Cuba | basketball women | "", ""2000 Summer | CUB | Cuba | basketball women | ""]",[],[],"[""unknown: fecha_nacimiento, fecha_fallecimiento, nacionalidad""]",UNICA,0.785714,1.0,STRONG_ALIAS,"Nombre corto contenido en nombre largo, historial compartido y candidato único sin conflicto biográfico.",STRONG_ALIAS
