clasificacion,componente_evento,clave_logica_post,filas,eventos_originales,evento_canonico,cantidad_eventos_originales,extras_inducidos_por_alias,campos_conflictivos,ids_participacion,id_atleta,id_edicion,id_noc,equipo,medalla
ALIAS_INDUCED_MERGEABLE,EV500040,6681|16|150|163|Philippines|,3,150;1900,150,2,1,,10800;473005;712023,6681,16,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6682|14|150|108|Japan|,3,150;1900,150,2,1,,10801;473072;712082,6682,14,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6683|36|150|38|Canada|,3,150;1900,150,2,1,,10802;473127;712129,6683,36,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6684|16|150|38|Canada|,2,150;1900,150,2,1,,10803;473280,6684,16,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6685|18|150|72|Finland|,3,150;1900,150,2,1,,10804;474069;712946,6685,18,72,Finland,
ALIAS_INDUCED_MERGEABLE,EV500040,6687|30|150|221|Soviet Union|Bronze,3,150;1900,150,2,1,,10806;474375;713186,6687,30,221,Soviet Union,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6687|32|150|221|Soviet Union|Bronze,2,150;1900,150,2,1,,10807;474376,6687,32,221,Soviet Union,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6688|28|150|182|Senegal|,3,150;1900,150,2,1,,10808;476197;714670,6688,28,182,Senegal,
ALIAS_INDUCED_MERGEABLE,EV500040,6691|26|150|182|Senegal|,2,150;1900,150,2,1,,10811;476209,6691,26,182,Senegal,
ALIAS_INDUCED_MERGEABLE,EV500040,6692|32|150|96|India|,3,150;1900,150,2,1,,10812;474675;713407,6692,32,96,India,
ALIAS_INDUCED_MERGEABLE,EV500040,6695|14|150|108|Japan|,3,150;1900,150,2,1,,10815;475014;713675,6695,14,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6696|24|150|108|Japan|,3,150;1900,150,2,1,,10816;475096;713743,6696,24,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6698|20|150|108|Japan|,3,150;1900,150,2,1,,10818;475491;714079,6698,20,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6698|22|150|108|Japan|,2,150;1900,150,2,1,,10819;475492,6698,22,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6698|24|150|108|Japan|,2,150;1900,150,2,1,,10820;475493,6698,24,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6699|22|150|167|Poland|,3,150;1900,150,2,1,,10821;475591;714169,6699,22,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6701|26|150|67|Spain|,2,150;1900,150,2,1,,10823;475913,6701,26,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500040,6703|38|150|226|Venezuela|,2,150;1900,150,2,1,,10825;476705,6703,38,226,Venezuela,
ALIAS_INDUCED_MERGEABLE,EV500040,6704|16|150|63|Egypt|,2,150;1900,150,2,1,,10826;477126,6704,16,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500040,6705|16|150|104|Italy|,3,150;1900,150,2,1,,10827;477151;715454,6705,16,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6706|38|150|83|Germany|,3,150;1900,150,2,1,,10828;477317;715591,6706,38,83,Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6707|14|150|83|Germany|,3,150;1900,150,2,1,,10829;478118;716276,6707,14,83,Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6708|41|150|10|Argentina|,2,150;1900,150,2,1,,10830;478132,6708,41,10,Argentina,
ALIAS_INDUCED_MERGEABLE,EV500040,6709|26|150|167|Poland|,3,150;1900,150,2,1,,10831;478590;716684,6709,26,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6710|28|150|167|Poland|,3,150;1900,150,2,1,,10832;478591;716685,6710,28,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6712|20|150|108|Japan|,3,150;1900,150,2,1,,10835;479835;717611,6712,20,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6714|32|150|200|Sweden|,2,150;1900,150,2,1,,10837;480166,6714,32,200,Sweden,
ALIAS_INDUCED_MERGEABLE,EV500040,6716|38|150|70|Unified Team|,3,150;1900,150,2,1,,10839;480441;718111,6716,38,70,Unified Team,
ALIAS_INDUCED_MERGEABLE,EV500040,6717|14|150|104|Italy|,3,150;1900,150,2,1,,10840;480643;718259,6717,14,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6719|28|150|108|Japan|,3,150;1900,150,2,1,,10842;481081;718578,6719,28,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6719|30|150|108|Japan|,2,150;1900,150,2,1,,10843;481082,6719,30,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6722|18|150|72|Finland|,3,150;1900,150,2,1,,10846;481302;718766,6722,18,72,Finland,
ALIAS_INDUCED_MERGEABLE,EV500040,6723|41|150|223|United States|Gold,3,150;1900,150,2,1,,10847;484488;721271,6723,41,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6724|16|150|99|Ireland|,2,150;1900,150,2,1,,10848;482182,6724,16,99,Ireland,
ALIAS_INDUCED_MERGEABLE,EV500040,6726|41|150|10|Argentina|,2,150;1900,150,2,1,,10850;719299,6726,41,10,Argentina,
ALIAS_INDUCED_MERGEABLE,EV500040,6727|14|150|163|Philippines|,2,150;1900,150,2,1,,10853;482057,6727,14,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6731|16|150|73|France|Silver,2,150;1900,150,2,1,,10860;719777,6731,16,73,France,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6734|20|150|108|Japan|,2,150;1900,150,2,1,,10863;482845,6734,20,108,Japan,
ALIAS_INDUCED_MERGEABLE,EV500040,6735|41|150|85|Greece|,2,150;1900,150,2,1,,10864;482991,6735,41,85,Greece,
ALIAS_INDUCED_MERGEABLE,EV500040,6736|41|150|223|United States|Gold,3,150;1900,150,2,1,,10865;483439;720430,6736,41,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6739|14|150|83|Germany|,3,150;1900,150,2,1,,10868;483610;720586,6739,14,83,Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6742|22|150|167|Poland|,3,150;1900,150,2,1,,10871;484289;721111,6742,22,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6743|20|150|184|Singapore|,2,150;1900,150,2,1,,10872;484607,6743,20,184,Singapore,
ALIAS_INDUCED_MERGEABLE,EV500040,6746|38|150|67|Spain|,2,150;1900,150,2,1,,10875;485196,6746,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500040,6751|20|150|38|Canada|,3,150;1900,150,2,1,,10886;485697;722301,6751,20,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6752|41|150|10|Argentina|,3,150;1900,150,2,1,,10887;485758;722349,6752,41,10,Argentina,
ALIAS_INDUCED_MERGEABLE,EV500040,6754|26|150|160|Panama|,2,150;1900,150,2,1,,10889;485912,6754,26,160,Panama,
ALIAS_INDUCED_MERGEABLE,EV500040,6755|18|150|42|Chile|,2,150;1900,150,2,1,,10890;722596,6755,18,42,Chile,
ALIAS_INDUCED_MERGEABLE,EV500040,6759|14|150|163|Philippines|,2,150;1900,150,2,1,,10895;486498,6759,14,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6760|36|150|36|Central African Republic|,2,150;1900,150,2,1,,10896;486595,6760,36,36,Central African Republic,
ALIAS_INDUCED_MERGEABLE,EV500040,6761|20|150|206|Thailand|,2,150;1900,150,2,1,,10897;310945,6761,20,206,Thailand,
ALIAS_INDUCED_MERGEABLE,EV500040,6762|18|150|221|Soviet Union|Silver,3,150;1900,150,2,1,,10898;486970;723305,6762,18,221,Soviet Union,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6762|20|150|221|Soviet Union|Silver,2,150;1900,150,2,1,,10899;486971,6762,20,221,Soviet Union,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6765|22|150|163|Philippines|,2,150;1900,150,2,1,,10902;487148,6765,22,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6766|16|150|31|Brazil|Bronze,2,150;1900,150,2,1,,10903;487162,6766,16,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6768|14|150|163|Philippines|,3,150;1900,150,2,1,,10905;487263;723555,6768,14,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6769|41|150|170|Puerto Rico|,2,150;1900,150,2,1,,10906;487274,6769,41,170,Puerto Rico,
ALIAS_INDUCED_MERGEABLE,EV500040,6771|14|150|104|Italy|,3,150;1900,150,2,1,,10908;487403;723691,6771,14,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6774|30|150|135|Mexico|,3,150;1900,150,2,1,,10911;488092;724247,6774,30,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6776|26|150|34|Bulgaria|,3,150;1900,150,2,1,,10913;488350;724440,6776,26,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6777|28|150|163|Philippines|,2,150;1900,150,2,1,,10914;488361,6777,28,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6778|18|150|34|Bulgaria|,3,150;1900,150,2,1,,10915;488519;724573,6778,18,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6778|20|150|34|Bulgaria|,2,150;1900,150,2,1,,10916;488520,6778,20,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6778|22|150|34|Bulgaria|,2,150;1900,150,2,1,,10917;488521,6778,22,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6779|20|150|34|Bulgaria|,3,150;1900,150,2,1,,10918;488522;724576,6779,20,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6779|22|150|34|Bulgaria|,2,150;1900,150,2,1,,10919;488523,6779,22,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6780|38|150|70|Unified Team|,3,150;1900,150,2,1,,10920;488524;724578,6780,38,70,Unified Team,
ALIAS_INDUCED_MERGEABLE,EV500040,6782|26|150|163|Philippines|,2,150;1900,150,2,1,,10923;488671,6782,26,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6782|28|150|163|Philippines|,2,150;1900,150,2,1,,10924;488672,6782,28,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6783|41|150|85|Greece|,2,150;1900,150,2,1,,10925;488791,6783,41,85,Greece,
ALIAS_INDUCED_MERGEABLE,EV500040,6783|45|150|85|Greece|,2,150;1900,150,2,1,,10926;488792,6783,45,85,Greece,
ALIAS_INDUCED_MERGEABLE,EV500040,6785|34|150|74|West Germany|,3,150;1900,150,2,1,,10928;488905;724872,6785,34,74,West Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6786|14|150|197|Switzerland|,3,150;1900,150,2,1,,10929;489026;724961,6786,14,197,Switzerland,
ALIAS_INDUCED_MERGEABLE,EV500040,6786|16|150|197|Switzerland|,2,150;1900,150,2,1,,10930;489027,6786,16,197,Switzerland,
ALIAS_INDUCED_MERGEABLE,EV500040,6788|26|150|167|Poland|,2,150;1900,150,2,1,,10932;725840,6788,26,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6791|34|150|38|Canada|,2,150;1900,150,2,1,,10939;490170,6791,34,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6791|36|150|38|Canada|,2,150;1900,150,2,1,,10940;490171,6791,36,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6792|18|150|38|Canada|,2,150;1900,150,2,1,,10941;490294,6792,18,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6793|41|150|85|Greece|,2,150;1900,150,2,1,,10942;490303,6793,41,85,Greece,
ALIAS_INDUCED_MERGEABLE,EV500040,6794|14|150|167|Poland|,2,150;1900,150,2,1,,10943;726106,6794,14,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6795|26|150|221|Soviet Union|Bronze,3,150;1900,150,2,1,,10944;490656;726281,6795,26,221,Soviet Union,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6795|28|150|221|Soviet Union|Gold,2,150;1900,150,2,1,,10945;490657,6795,28,221,Soviet Union,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6796|41|150|223|United States|Gold,3,150;1900,150,2,1,,10946;491158;726667,6796,41,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6796|43|150|223|United States|Gold,2,150;1900,150,2,1,,10947;491159,6796,43,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6797|38|150|126|Lithuania|Bronze,3,150;1900,150,2,1,,10948;491204;726712,6797,38,126,Lithuania,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6798|36|150|14|Australia|,3,150;1900,150,2,1,,10949;491274;726755,6798,36,14,Australia,
ALIAS_INDUCED_MERGEABLE,EV500040,6799|14|150|38|Canada|Silver,2,150;1900,150,2,1,,10950;491500,6799,14,38,Canada,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6801|34|150|222|Uruguay|,2,150;1900,150,2,1,,10952;491806,6801,34,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6803|24|150|104|Italy|,3,150;1900,150,2,1,,10954;491948;727312,6803,24,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6803|26|150|104|Italy|,2,150;1900,150,2,1,,10955;491949,6803,26,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6804|16|150|104|Italy|,3,150;1900,150,2,1,,10956;491951;727315,6804,16,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6805|14|150|104|Italy|,2,150;1900,150,2,1,,10957;492042,6805,14,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6806|38|150|170|Puerto Rico|,2,150;1900,150,2,1,,10958;492093,6806,38,170,Puerto Rico,
ALIAS_INDUCED_MERGEABLE,EV500040,6808|18|150|34|Bulgaria|,3,150;1900,150,2,1,,10960;492328;727632,6808,18,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6809|26|150|160|Panama|,2,150;1900,150,2,1,,10961;492493,6809,26,160,Panama,
ALIAS_INDUCED_MERGEABLE,EV500040,6811|34|150|222|Uruguay|,2,150;1900,150,2,1,,10964;492555,6811,34,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6812|24|150|162|Peru|,3,150;1900,150,2,1,,10965;492578;727829,6812,24,162,Peru,
ALIAS_INDUCED_MERGEABLE,EV500040,6814|24|150|31|Brazil|Bronze,2,150;1900,150,2,1,,10967;330281,6814,24,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6814|26|150|31|Brazil|,2,150;1900,150,2,1,,10968;330282,6814,26,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6814|28|150|31|Brazil|,2,150;1900,150,2,1,,10969;330283,6814,28,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6815|34|150|222|Uruguay|,2,150;1900,150,2,1,,10970;492739,6815,34,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6819|24|150|167|Poland|,2,150;1900,150,2,1,,10974;728319,6819,24,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6820|34|150|223|United States|Gold,2,150;1900,150,2,1,,10975;493144,6820,34,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6821|18|150|73|France|,3,150;1900,150,2,1,,10976;493222;728378,6821,18,73,France,
ALIAS_INDUCED_MERGEABLE,EV500040,6822|16|150|73|France|Silver,3,150;1900,150,2,1,,10977;493319;728442,6822,16,73,France,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6824|28|150|74|West Germany|,3,150;1900,150,2,1,,10979;494137;729096,6824,28,74,West Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6827|22|150|221|Soviet Union|Silver,3,150;1900,150,2,1,,10983;494465;729376,6827,22,221,Soviet Union,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6827|24|150|221|Soviet Union|Silver,2,150;1900,150,2,1,,10984;494466,6827,24,221,Soviet Union,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6830|18|150|38|Canada|,2,150;1900,150,2,1,,10989;495183,6830,18,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6832|14|150|104|Italy|,3,150;1900,150,2,1,,10991;495439;730175,6832,14,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6835|22|150|104|Italy|,3,150;1900,150,2,1,,10995;495777;730438,6835,22,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6835|24|150|104|Italy|,2,150;1900,150,2,1,,10996;495778,6835,24,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6836|34|150|222|Uruguay|,2,150;1900,150,2,1,,10997;495818,6836,34,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6837|24|150|72|Finland|,3,150;1900,150,2,1,,10998;496110;730685,6837,24,72,Finland,
ALIAS_INDUCED_MERGEABLE,EV500040,6838|22|150|167|Poland|,3,150;1900,150,2,1,,10999;496773;731257,6838,22,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6838|24|150|167|Poland|,2,150;1900,150,2,1,,11000;496774,6838,24,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6839|14|150|223|United States|Gold,2,150;1900,150,2,1,,11001;496587,6839,14,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6840|38|150|223|United States|Gold,2,150;1900,150,2,1,,11002;731114,6840,38,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6841|18|150|223|United States|Gold,3,150;1900,150,2,1,,11004;496612;731119,6841,18,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6842|24|150|222|Uruguay|,2,150;1900,150,2,1,,11005;496748,6842,24,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6844|16|150|223|United States|Gold,2,150;1900,150,2,1,,11007;496931,6844,16,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6845|18|150|73|France|,3,150;1900,150,2,1,,11008;497109;731517,6845,18,73,France,
ALIAS_INDUCED_MERGEABLE,EV500040,6851|28|150|74|West Germany|,2,150;1900,150,2,1,,11017;498158,6851,28,74,West Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6852|32|150|31|Brazil|,2,150;1900,150,2,1,,11018;456447,6852,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6852|34|150|31|Brazil|,2,150;1900,150,2,1,,11019;456448,6852,34,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6852|36|150|31|Brazil|,2,150;1900,150,2,1,,11020;456449,6852,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6852|38|150|31|Brazil|,2,150;1900,150,2,1,,11021;456450,6852,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500040,6855|16|150|21|Belgium|,3,150;1900,150,2,1,,11026;498904;732961,6855,16,21,Belgium,
ALIAS_INDUCED_MERGEABLE,EV500040,6856|26|150|170|Puerto Rico|,2,150;1900,150,2,1,,11027;498982,6856,26,170,Puerto Rico,
ALIAS_INDUCED_MERGEABLE,EV500040,6858|22|150|222|Uruguay|,2,150;1900,150,2,1,,11031;499724,6858,22,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6858|24|150|222|Uruguay|,2,150;1900,150,2,1,,11032;499725,6858,24,222,Uruguay,
ALIAS_INDUCED_MERGEABLE,EV500040,6859|14|150|104|Italy|,3,150;1900,150,2,1,,11033;500097;733923,6859,14,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6860|34|150|104|Italy|,3,150;1900,150,2,1,,11034;500098;733924,6860,34,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6861|16|150|78|Great Britain|,3,150;1900,150,2,1,,11035;500305;734086,6861,16,78,Great Britain,
ALIAS_INDUCED_MERGEABLE,EV500040,6863|16|150|104|Italy|,3,150;1900,150,2,1,,11037;500440;734199,6863,16,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6865|14|150|204|Czechoslovakia|,3,150;1900,150,2,1,,11039;500794;734479,6865,14,204,Czechoslovakia,
ALIAS_INDUCED_MERGEABLE,EV500040,6866|32|150|167|Poland|,3,150;1900,150,2,1,,11040;500916;734564,6866,32,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6867|14|150|73|France|,3,150;1900,150,2,1,,11041;501011;734637,6867,14,73,France,
ALIAS_INDUCED_MERGEABLE,EV500040,6868|22|150|167|Poland|,2,150;1900,150,2,1,,11042;734703,6868,22,167,Poland,
ALIAS_INDUCED_MERGEABLE,EV500040,6873|22|150|135|Mexico|,2,150;1900,150,2,1,,11048;502343,6873,22,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6873|24|150|135|Mexico|,2,150;1900,150,2,1,,11049;502344,6873,24,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6873|26|150|135|Mexico|,2,150;1900,150,2,1,,11050;502345,6873,26,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6876|34|150|63|Egypt|,2,150;1900,150,2,1,,11054;502523,6876,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500040,6877|41|150|10|Argentina|,3,150;1900,150,2,1,,11055;502546;735854,6877,41,10,Argentina,
ALIAS_INDUCED_MERGEABLE,EV500040,6879|20|150|34|Bulgaria|,3,150;1900,150,2,1,,11057;502687;735958,6879,20,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6879|22|150|34|Bulgaria|,2,150;1900,150,2,1,,11058;502688,6879,22,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6880|32|150|96|India|,2,150;1900,150,2,1,,11059;526334,6880,32,96,India,
ALIAS_INDUCED_MERGEABLE,EV500040,6885|16|150|98|Iran|,2,150;1900,150,2,1,,11067;502929,6885,16,98,Iran,
ALIAS_INDUCED_MERGEABLE,EV500040,6887|24|150|135|Mexico|,2,150;1900,150,2,1,,11071;502968,6887,24,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6887|26|150|135|Mexico|,2,150;1900,150,2,1,,11072;502969,6887,26,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6887|30|150|135|Mexico|,2,150;1900,150,2,1,,11073;502970,6887,30,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6888|14|150|223|United States|Gold,3,150;1900,150,2,1,,11074;502994;736211,6888,14,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6889|32|150|200|Sweden|,3,150;1900,150,2,1,,11075;503092;736292,6889,32,200,Sweden,
ALIAS_INDUCED_MERGEABLE,EV500040,6890|26|150|34|Bulgaria|,3,150;1900,150,2,1,,11076;504899;737782,6890,26,34,Bulgaria,
ALIAS_INDUCED_MERGEABLE,EV500040,6892|22|150|163|Philippines|,3,150;1900,150,2,1,,11079;503592;736692,6892,22,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6894|26|150|67|Spain|,2,150;1900,150,2,1,,11081;503884,6894,26,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500040,6894|28|150|67|Spain|,2,150;1900,150,2,1,,11082;503885,6894,28,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500040,6896|16|150|104|Italy|,3,150;1900,150,2,1,,11084;504223;737243,6896,16,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6896|18|150|104|Italy|,2,150;1900,150,2,1,,11085;504224,6896,18,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6897|16|150|104|Italy|,3,150;1900,150,2,1,,11086;504260;737275,6897,16,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6897|18|150|104|Italy|,2,150;1900,150,2,1,,11087;504261,6897,18,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6898|14|150|63|Egypt|,2,150;1900,150,2,1,,11088;524351,6898,14,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500040,6899|28|150|223|United States|Silver,2,150;1900,150,2,1,,11089;504627,6899,28,223,United States,Silver
ALIAS_INDUCED_MERGEABLE,EV500040,6903|26|150|104|Italy|,3,150;1900,150,2,1,,11095;505211;738027,6903,26,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6903|30|150|104|Italy|,2,150;1900,150,2,1,,11096;505212,6903,30,104,Italy,
ALIAS_INDUCED_MERGEABLE,EV500040,6904|16|150|99|Ireland|,2,150;1900,150,2,1,,11097;505290,6904,16,99,Ireland,
ALIAS_INDUCED_MERGEABLE,EV500040,6905|36|150|223|United States|Bronze,2,150;1900,150,2,1,,11098;505761,6905,36,223,United States,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6906|41|150|14|Australia|,2,150;1900,150,2,1,,11099;505791,6906,41,14,Australia,
ALIAS_INDUCED_MERGEABLE,EV500040,6907|14|150|83|Germany|,2,150;1900,150,2,1,,11100;505979,6907,14,83,Germany,
ALIAS_INDUCED_MERGEABLE,EV500040,6908|16|150|223|United States|Gold,3,150;1900,150,2,1,,11101;506276;738866,6908,16,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6909|41|150|85|Greece|,3,150;1900,150,2,1,,11102;506364;738929,6909,41,85,Greece,
ALIAS_INDUCED_MERGEABLE,EV500040,6910|20|150|73|France|,3,150;1900,150,2,1,,11103;506693;739167,6910,20,73,France,
ALIAS_INDUCED_MERGEABLE,EV500040,6911|30|150|135|Mexico|,3,150;1900,150,2,1,,11104;506733;739198,6911,30,135,Mexico,
ALIAS_INDUCED_MERGEABLE,EV500040,6912|26|150|163|Philippines|,2,150;1900,150,2,1,,11105;739228,6912,26,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6914|24|150|38|Canada|,3,150;1900,150,2,1,,11107;506827;739287,6914,24,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6915|26|150|163|Philippines|,3,150;1900,150,2,1,,11108;506829;739289,6915,26,163,Philippines,
ALIAS_INDUCED_MERGEABLE,EV500040,6917|14|150|63|Egypt|,2,150;1900,150,2,1,,11110;507007,6917,14,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500040,6918|14|150|63|Egypt|,2,150;1900,150,2,1,,11111;507006,6918,14,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500040,6919|26|150|130|Morocco|,2,150;1900,150,2,1,,11112;507012,6919,26,130,Morocco,
ALIAS_INDUCED_MERGEABLE,EV500040,6921|24|150|38|Canada|,2,150;1900,150,2,1,,11115;507487,6921,24,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6922|36|150|223|United States|Bronze,2,150;1900,150,2,1,,11116;507506,6922,36,223,United States,Bronze
ALIAS_INDUCED_MERGEABLE,EV500040,6922|41|150|223|United States|Gold,2,150;1900,150,2,1,,11117;507507,6922,41,223,United States,Gold
ALIAS_INDUCED_MERGEABLE,EV500040,6924|18|150|38|Canada|,2,150;1900,150,2,1,,11119;507631,6924,18,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6925|32|150|14|Australia|,2,150;1900,150,2,1,,11120;507638,6925,32,14,Australia,
ALIAS_INDUCED_MERGEABLE,EV500040,6926|30|150|38|Canada|,2,150;1900,150,2,1,,11121;508013,6926,30,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500040,6927|41|150|53|Croatia|,3,150;1900,150,2,1,,11122;508036;740238,6927,41,53,Croatia,
